 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
A major (3#), 2+0:0:1:0:1, 1+0:0:0:0:0, 4+0:3:1:0:2, 7+0:5:0:0:4, 6+0:3:0:0:3, 7+0:5:0:0:4, 3+0:1:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 5+0:2:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:2, 3+0:2:0:0:1, 54+0:27:2:0:22
C minor (3b), 5+0:4:1:0:3, 6+0:4:0:0:3, 2+0:0:1:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:2:0:0:1, 4+0:3:0:0:2, 3+0:2:0:0:2, 3+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 45+0:17:2:0:18
F# minor (3#), 3+0:0:1:0:0, 2+0:0:0:0:0, 4+0:3:1:0:4, 7+0:5:0:0:6, 6+0:3:0:0:5, 7+0:5:0:0:7, 3+0:1:0:0:2, 3+0:0:0:0:1, 6+0:3:0:0:5, 5+0:2:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:4, 3+0:2:0:0:3, 60+0:26:2:0:41
Ab major (4b), 6+0:4:1:0:6, 7+0:4:0:0:7, 2+0:0:1:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:4, 5+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 47+0:17:2:0:35
E major (4#), 1+0:0:1:0:1, 0+0:0:0:0:0, 5+0:3:1:0:3, 8+0:5:0:0:5, 6+0:3:0:0:3, 7+0:5:0:0:5, 4+0:1:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:3, 5+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:2, 4+0:2:0:0:2, 53+0:26:2:0:27
F minor (4b), 5+0:4:1:0:4, 6+0:4:0:0:4, 2+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 3+0:2:0:0:2, 3+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 47+0:17:2:0:18
C# minor (4#), 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:4, 8+0:5:0:0:7, 6+0:3:0:0:5, 7+0:5:0:0:7, 5+0:1:0:0:3, 3+0:0:0:0:2, 6+0:3:0:0:5, 5+0:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:4, 4+0:2:0:0:3, 60+0:26:1:0:44
Db major (5b), 6+0:4:1:0:6, 7+0:4:0:0:7, 2+0:0:1:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:2:0:0:4, 5+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:1, 47+0:17:2:0:39
B major (5#), 1+0:0:1:0:1, 1+0:0:0:0:0, 5+0:3:1:0:4, 8+0:5:0:0:5, 6+0:3:0:0:4, 7+0:5:0:0:6, 4+0:1:0:0:2, 2+0:0:0:0:0, 6+0:3:0:0:4, 6+0:2:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:3, 4+0:2:0:0:3, 57+0:26:2:0:35
Bb minor (5b), 6+0:4:1:0:5, 6+0:4:0:0:5, 3+0:0:1:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 4+0:3:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 50+0:17:2:0:24
G# minor (5#), 2+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:1:0:5, 8+0:5:0:0:8, 6+0:3:0:0:5, 7+0:5:0:0:7, 4+0:1:0:0:4, 2+0:0:0:0:2, 6+0:3:0:0:5, 6+0:2:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:4, 4+0:2:0:0:4, 61+0:26:2:0:48
Gb major (6b), 6+0:4:1:0:6, 7+0:4:0:0:7, 1+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:4, 5+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:1, 53+0:17:1:0:42
F# major (6#), 2+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:1:0:4, 8+0:5:0:0:6, 6+0:3:0:0:5, 7+0:5:0:0:7, 4+0:1:0:0:2, 3+0:0:0:0:1, 6+0:3:0:0:5, 6+0:2:0:0:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:4, 4+0:2:0:0:3, 63+0:26:2:0:41
Eb minor (6b), 6+0:4:1:0:6, 7+0:4:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 5+0:3:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 52+0:17:1:0:30
D# minor (6#), 2+0:0:1:0:0, 3+0:0:0:0:1, 5+0:3:1:0:5, 8+0:5:0:0:8, 6+0:3:0:0:6, 7+0:5:0:0:7, 4+0:1:0:0:4, 3+0:0:0:0:2, 6+0:3:0:0:5, 6+0:2:0:0:5, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:4, 4+0:2:0:0:4, 65+0:26:2:0:53
Cb major (7b), 6+0:4:1:0:6, 7+0:4:0:0:7, 2+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:2:0:0:4, 5+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 61+0:17:1:0:49
C# major (7#), 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:3:1:0:4, 8+0:5:0:0:7, 6+0:3:0:0:5, 7+0:5:0:0:7, 5+0:1:0:0:3, 4+0:0:0:0:2, 6+0:3:0:0:5, 6+0:2:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:4, 4+0:2:0:0:3, 70+0:26:1:0:44
Ab minor (7b), 6+0:4:1:0:6, 7+0:4:0:0:7, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:2:0:0:4, 5+0:3:0:0:5, 4+0:2:0:0:4, 4+0:2:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 61+0:17:1:0:35
A# minor (7#), 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:3:1:0:5, 8+0:5:0:0:8, 6+0:3:0:0:6, 7+0:5:0:0:7, 5+0:1:0:0:4, 4+0:0:0:0:3, 6+0:3:0:0:5, 6+0:2:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:2:0:0:4, 4+0:2:0:0:4, 76+0:26:1:0:59
