 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, rowcost
G lydian (1#), 3+0:1:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 9+1:5:0:0:4, 3+0:0:0:0:3, 10+1:4:0:0:4, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 9+1:5:0:0:4, 1+0:1:0:0:0, 88+3:46:2:0:48
F mixolydian (1b), 3+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:1:0:1, 7+1:0:0:0:3, 6+0:0:0:0:3, 6+1:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+1:0:0:0:3, 0+0:0:0:0:0, 90+3:0:1:0:43
G mixolydian (1#), 2+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:0:0:3, 4+0:0:0:0:3, 8+1:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:3, 9+1:0:0:0:3, 1+0:0:0:0:0, 92+3:0:0:0:42
F aeolian (1b), 3+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:1:0:1, 8+1:0:0:0:3, 5+0:0:0:0:3, 7+1:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 8+1:0:0:0:3, 1+0:0:0:0:0, 93+3:0:1:0:43
G aeolian (1#), 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 9+1:0:0:0:3, 3+0:0:0:0:3, 9+1:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:1, 3+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:3, 9+1:0:0:0:3, 1+0:0:0:0:0, 90+3:0:2:0:44
F locrian (1b), 4+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:1:0:1, 7+1:2:0:0:2, 6+0:4:0:0:4, 6+1:2:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 7+0:4:0:0:4, 7+1:2:0:0:2, 0+0:0:0:0:0, 92+3:37:1:0:38
G locrian (1#), 3+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:1:0:1, 8+1:0:0:0:3, 5+0:0:0:0:3, 7+1:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 8+1:0:0:0:3, 1+0:0:0:0:0, 93+3:0:1:0:43
Bb major (2b), 3+0:0:0:0:1, 5+0:0:0:0:0, 2+0:0:1:0:1, 7+1:0:0:0:3, 6+0:0:0:0:3, 6+1:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+1:0:0:0:3, 0+0:0:0:0:0, 90+3:0:1:0:43
D major (2#), 3+0:1:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 9+1:5:0:0:4, 3+0:0:0:0:3, 10+1:4:0:0:4, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 3+0:0:0:0:3, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 4+0:4:0:0:2, 2+0:0:1:0:2, 4+0:3:0:0:1, 2+0:0:0:0:2, 9+1:5:0:0:4, 1+0:1:0:0:0, 88+3:46:2:0:48
G minor (2b), 4+0:1:0:0:1, 4+0:1:0:0:0, 2+0:0:1:0:1, 7+1:2:0:0:4, 5+0:3:0:0:3, 7+1:2:0:0:4, 5+0:3:0:0:3, 2+0:0:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:2, 5+0:3:0:0:3, 2+0:0:0:0:2, 4+0:3:1:0:2, 2+0:0:0:0:1, 5+0:3:0:0:2, 2+0:0:0:0:2, 4+0:3:1:0:2, 2+0:0:0:0:1, 5+0:3:0:0:2, 7+1:2:0:0:4, 0+0:0:0:0:0, 88+3:35:3:0:49
B minor (2#), 4+0:0:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 8+1:5:0:0:5, 2+0:0:0:0:0, 9+1:4:0:0:5, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 2+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:1:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 4+0:4:0:0:4, 3+0:0:1:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 8+1:5:0:0:5, 1+0:0:0:0:0, 83+3:41:2:0:43
G minor mel (2b), 4+0:1:0:0:1, 5+0:1:0:0:0, 2+0:0:1:0:1, 8+1:2:0:0:4, 4+0:3:0:0:3, 8+1:2:0:0:4, 4+0:3:0:0:3, 3+0:0:0:0:2, 4+0:3:0:0:3, 3+0:0:0:0:2, 4+0:3:0:0:3, 3+0:0:0:0:2, 4+0:3:0:0:3, 3+0:0:0:0:2, 3+0:3:1:0:2, 3+0:0:0:0:1, 4+0:3:0:0:2, 3+0:0:0:0:2, 3+0:3:1:0:2, 3+0:0:0:0:1, 4+0:3:0:0:2, 8+1:2:0:0:4, 1+0:0:0:0:0, 91+3:35:3:0:49
B minor mel (2#), 4+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 8+1:5:0:0:5, 1+0:0:0:0:0, 9+1:4:0:0:5, 1+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:4:0:0:4, 4+0:0:1:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 4+0:4:0:0:4, 4+0:0:1:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 8+1:5:0:0:5, 1+0:0:0:0:0, 77+3:41:2:0:43
Bb major blues (2b), 4+0:1:0:0:2, 7+0:2:0:0:3, 2+0:0:1:0:0, 8+1:2:0:0:3, 6+0:4:0:0:5, 7+1:2:0:0:3, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:2:0:0:2, 4+0:0:0:0:0, 7+0:4:0:0:5, 3+0:0:0:0:0, 5+0:2:0:0:2, 4+0:0:0:0:0, 7+0:4:0:0:5, 8+1:2:0:0:3, 1+0:0:0:0:0, 110+3:37:1:0:49
D major blues (2#), 3+0:1:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 9+1:5:0:0:3, 4+0:0:0:0:2, 10+1:4:0:0:3, 3+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:0:0:2, 4+0:4:0:0:2, 5+0:0:0:0:1, 4+0:3:0:0:2, 4+0:0:0:0:1, 4+0:4:0:0:2, 5+0:0:0:0:1, 4+0:3:0:0:2, 4+0:0:0:0:1, 9+1:5:0:0:3, 1+0:1:0:0:0, 101+3:45:0:0:38
G minor blues (2b), 4+0:1:0:0:2, 7+0:2:0:0:3, 2+0:0:1:0:0, 8+1:2:0:0:3, 6+0:4:0:0:5, 7+1:2:0:0:3, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:3:0:0:4, 3+0:0:0:0:0, 5+0:2:0:0:2, 4+0:0:0:0:0, 7+0:4:0:0:5, 3+0:0:0:0:0, 5+0:2:0:0:2, 4+0:0:0:0:0, 7+0:4:0:0:5, 8+1:2:0:0:3, 1+0:0:0:0:0, 110+3:37:1:0:49
B minor blues (2#), 3+0:1:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 9+1:5:0:0:3, 4+0:0:0:0:2, 10+1:4:0:0:3, 3+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:0:0:2, 4+0:4:0:0:2, 3+0:0:0:0:2, 4+0:4:0:0:2, 5+0:0:0:0:1, 4+0:3:0:0:2, 4+0:0:0:0:1, 4+0:4:0:0:2, 5+0:0:0:0:1, 4+0:3:0:0:2, 4+0:0:0:0:1, 9+1:5:0:0:3, 1+0:1:0:0:0, 101+3:45:0:0:38
