 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
Eb major (3b), 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:3:0:1:4, 2+0:0:0:0:1, 5+0:3:0:1:4, 3+0:0:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:3, 6+0:2:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 9+0:3:0:0:5, 2+0:0:0:0:1, 1+0:0:0:0:0, 9+0:3:0:0:5, 2+0:0:0:0:1, 110+0:22:0:2:66
A major (3#), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:1:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 7+0:0:0:0:0, 1+0:0:0:0:0, 89+0:8:0:2:4
C minor (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:1:2, 2+0:0:0:0:0, 4+0:3:0:1:2, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:1, 5+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:2, 2+0:0:0:0:0, 98+0:23:0:2:13
F# minor (3#), 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 8+0:0:0:0:3, 2+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:2, 4+0:0:0:1:2, 3+0:0:0:0:2, 4+0:0:0:1:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 4+0:2:0:0:4, 1+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 8+0:0:0:0:3, 2+0:0:0:0:1, 3+0:1:0:0:3, 8+0:0:0:0:3, 2+0:0:0:0:1, 115+0:8:0:2:56
Ab major (4b), 1+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 10+0:3:0:0:6, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:3:0:1:4, 3+0:0:0:0:2, 6+0:3:0:1:4, 4+0:0:0:0:3, 5+0:1:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:2:0:0:4, 6+0:2:0:0:5, 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 10+0:3:0:0:6, 2+0:0:0:0:2, 2+0:0:0:0:1, 10+0:3:0:0:6, 2+0:0:0:0:2, 135+0:22:0:2:96
E major (4#), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 8+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:1:1, 3+0:0:0:0:0, 4+0:0:0:1:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 8+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 8+0:0:0:0:0, 1+0:0:0:0:0, 112+0:8:0:2:10
F minor (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:1:2, 2+0:0:0:0:0, 5+0:3:0:1:2, 3+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 5+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 9+0:3:0:0:3, 1+0:0:0:0:0, 108+0:22:0:2:20
C# minor (4#), 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 9+0:0:0:0:5, 1+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 5+0:0:0:1:0, 2+0:0:0:0:1, 5+0:0:0:1:0, 5+0:0:0:0:3, 5+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:1:0:0:2, 4+0:2:0:0:4, 3+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 9+0:0:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:2, 9+0:0:0:0:5, 1+0:0:0:0:1, 128+0:8:0:2:66
Db major (5b), 1+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:4, 5+0:1:0:0:5, 4+0:0:0:0:3, 3+0:0:0:0:3, 11+0:3:0:0:7, 2+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:3, 6+0:3:0:1:5, 3+0:0:0:0:3, 6+0:3:0:1:5, 5+0:0:0:0:4, 6+0:1:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 5+0:2:0:0:4, 6+0:2:0:0:6, 4+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:4, 5+0:1:0:0:5, 4+0:0:0:0:3, 3+0:0:0:0:3, 11+0:3:0:0:7, 2+0:0:0:0:2, 2+0:0:0:0:2, 11+0:3:0:0:7, 2+0:0:0:0:2, 151+0:22:0:2:122
B major (5#), 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:0, 9+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:2, 4+0:0:0:0:1, 4+0:0:0:1:1, 4+0:0:0:0:1, 4+0:0:0:1:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:2, 4+0:2:0:0:3, 2+0:0:0:0:0, 6+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:0, 9+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:2, 9+0:0:0:0:1, 2+0:0:0:0:0, 142+0:8:0:2:26
Bb minor (5b), 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 10+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:3:0:1:3, 2+0:0:0:0:0, 6+0:3:0:1:3, 4+0:0:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:2:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 10+0:3:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 10+0:3:0:0:4, 1+0:0:0:0:0, 122+0:22:0:2:38
G# minor (5#), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:1, 6+0:1:0:0:5, 3+0:0:0:0:2, 10+0:0:0:0:6, 2+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 5+0:0:0:0:4, 6+0:0:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:3, 4+0:2:0:0:4, 2+0:0:0:0:2, 6+0:1:0:0:5, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:1, 6+0:1:0:0:5, 3+0:0:0:0:2, 10+0:0:0:0:6, 2+0:0:0:0:1, 5+0:1:0:0:4, 10+0:0:0:0:6, 2+0:0:0:0:1, 143+0:8:0:0:99
Gb major (6b), 1+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:1:0:0:5, 5+0:0:0:0:4, 4+0:0:0:0:3, 12+0:3:0:0:9, 3+0:0:0:0:2, 3+0:0:0:0:3, 4+0:0:0:0:3, 7+0:3:0:1:5, 4+0:0:0:0:3, 7+0:3:0:1:5, 6+0:0:0:0:4, 7+0:1:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:3, 5+0:2:0:0:5, 6+0:2:0:0:6, 5+0:0:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:1:0:0:5, 5+0:0:0:0:4, 4+0:0:0:0:3, 12+0:3:0:0:9, 3+0:0:0:0:2, 3+0:0:0:0:2, 12+0:3:0:0:9, 3+0:0:0:0:2, 180+0:22:0:2:137
F# major (6#), 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:0, 7+0:1:0:0:3, 4+0:0:0:0:1, 10+0:0:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:0:0:2, 5+0:0:0:1:2, 5+0:0:0:0:2, 5+0:0:0:1:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:1:0:0:1, 4+0:2:0:0:4, 2+0:0:0:0:1, 6+0:1:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:0, 7+0:1:0:0:3, 4+0:0:0:0:1, 10+0:0:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 10+0:0:0:0:3, 3+0:0:0:0:1, 168+0:8:0:2:56
Eb minor (6b), 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:1:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 11+0:3:0:0:5, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:3:0:1:4, 3+0:0:0:0:1, 6+0:3:0:1:4, 5+0:0:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 6+0:2:0:0:4, 5+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:1:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 11+0:3:0:0:5, 3+0:0:0:0:1, 2+0:0:0:0:0, 11+0:3:0:0:5, 3+0:0:0:0:1, 155+0:22:0:2:61
D# minor (6#), 1+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:5, 3+0:0:0:0:2, 7+0:1:0:0:6, 4+0:0:0:0:3, 10+0:0:0:0:7, 3+0:0:0:0:2, 5+0:1:0:0:4, 5+0:0:0:0:4, 5+0:0:0:1:2, 5+0:0:0:0:4, 5+0:0:0:1:2, 6+0:0:0:0:5, 4+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 1+0:1:0:0:1, 4+0:2:0:0:4, 2+0:0:0:0:2, 6+0:1:0:0:6, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:5, 3+0:0:0:0:2, 7+0:1:0:0:6, 4+0:0:0:0:3, 10+0:0:0:0:7, 3+0:0:0:0:2, 5+0:1:0:0:5, 10+0:0:0:0:7, 3+0:0:0:0:2, 165+0:8:0:2:127
Cb major (7b), 1+0:0:0:0:1, 5+0:0:0:0:4, 5+0:0:0:0:5, 7+0:0:0:0:6, 5+0:1:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:4, 12+0:3:0:0:11, 3+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 7+0:3:0:1:6, 5+0:0:0:0:3, 7+0:3:0:1:6, 7+0:0:0:0:5, 7+0:1:0:0:5, 3+0:0:0:0:3, 4+0:0:0:0:4, 2+0:0:0:0:2, 4+0:0:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:4, 5+0:2:0:0:5, 6+0:2:0:0:6, 5+0:0:0:0:4, 5+0:0:0:0:5, 7+0:0:0:0:6, 5+0:1:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:4, 12+0:3:0:0:11, 3+0:0:0:0:3, 4+0:0:0:0:3, 12+0:3:0:0:11, 3+0:0:0:0:3, 192+0:22:0:2:163
