 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:1, 6+0:0:1:1:3, 1+0:0:0:0:1, 6+0:0:0:1:2, 1+0:0:0:0:1, 5+0:0:0:1:2, 1+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:1:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 69+0:0:3:4:17
A minor (0), 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+1:0:1:0:3, 0+0:0:0:0:0, 6+0:0:1:1:4, 0+0:0:0:0:0, 6+0:0:0:1:4, 0+0:0:0:0:0, 5+0:0:0:1:4, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:1:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 70+1:0:3:4:27
F major (1b), 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:1:0:1, 1+0:1:0:0:1, 6+0:0:1:1:2, 1+0:1:0:0:1, 6+0:0:0:1:1, 1+0:1:0:0:1, 5+0:0:0:1:1, 1+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 63+0:10:3:4:17
G major (1#), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:4:1:0:2, 1+0:0:0:0:1, 6+0:6:1:1:4, 1+0:0:0:0:1, 6+0:6:0:1:3, 1+0:0:0:0:1, 5+0:5:0:1:2, 1+0:0:0:0:1, 4+0:3:0:0:1, 1+0:1:0:0:0, 4+0:4:1:0:3, 1+0:1:0:0:0, 4+0:3:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 4+0:0:0:1:2, 1+0:1:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 61+0:47:3:4:22
D minor (1b), 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 5+0:0:1:0:4, 1+0:1:0:0:0, 6+0:1:1:1:4, 1+0:1:0:0:0, 6+0:1:0:1:3, 1+0:1:0:0:0, 6+0:0:0:1:3, 1+0:1:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:1:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 77+0:21:3:4:23
E minor (1#), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:1:0:4, 1+0:0:0:0:0, 6+0:5:1:1:4, 1+0:0:0:0:0, 6+0:5:0:1:4, 1+0:0:0:0:0, 5+0:5:0:1:4, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:4:1:0:4, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 72+0:35:3:4:33
Bb major (2b), 3+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:0, 1+0:1:0:0:1, 6+0:0:1:1:2, 1+0:1:0:0:1, 5+0:0:0:1:1, 1+0:1:0:0:1, 4+0:0:0:1:1, 1+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+1:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 64+1:10:3:3:20
D major (2#), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:1:0:4, 1+0:0:0:0:0, 6+0:5:1:1:4, 1+0:0:0:0:0, 6+0:5:0:1:3, 1+0:0:0:0:0, 6+0:5:0:1:3, 1+0:0:0:0:0, 5+0:3:0:0:2, 2+0:1:0:0:0, 5+0:4:1:0:3, 2+0:1:0:0:0, 5+0:3:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:1, 2+0:1:0:0:0, 4+0:0:0:1:2, 1+0:1:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 75+0:45:3:4:23
G minor (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 6+0:0:1:0:2, 1+0:1:0:0:1, 6+0:0:1:1:4, 1+0:1:0:0:1, 5+0:0:0:1:3, 1+0:1:0:0:1, 4+0:0:0:1:2, 1+0:1:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:1:0:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+1:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 56+1:6:3:3:21
B minor (2#), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:1:0:5, 2+0:0:0:0:0, 6+0:5:1:1:4, 2+0:0:0:0:0, 6+0:5:0:1:4, 2+0:0:0:0:0, 6+0:5:0:1:4, 2+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 5+0:4:1:0:4, 1+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:0, 4+0:2:0:0:3, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 78+0:35:3:4:38
