 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, rowcost
A phrygian (3#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:0, 7+0:4:0:0:1, 2+0:0:0:0:1, 8+0:5:0:0:2, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 2+0:1:0:0:0,  ,  ,  , 4+0:2:0:0:0, 5+0:4:0:0:1, 1+0:0:0:0:0, 6+0:5:0:0:2, 2+0:1:0:0:0,  ,  , 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 104+0:47:2:0:9
Eb lydian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0,  , 0+0:0:0:0:0,  ,  ,  , 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0,  ,  , 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 40+0:0:2:0:5
A lydian (3#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 8+0:4:0:0:3, 4+0:0:0:0:0, 8+0:5:0:0:4, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0,  , 4+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:0, 6+0:5:0:0:4, 4+0:1:0:0:0,  ,  , 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 164+0:42:2:0:22
Eb mixolydian (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 80+0:11:2:0:15
A mixolydian (3#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:0, 7+0:4:0:0:1, 2+0:0:0:0:1, 8+0:5:0:0:2, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 2+0:1:0:0:0,  ,  ,  , 4+0:2:0:0:0, 5+0:4:0:0:1, 1+0:0:0:0:0, 6+0:5:0:0:2, 2+0:1:0:0:0,  ,  , 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 104+0:47:2:0:9
Eb aeolian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 2+0:1:0:0:1,  , 0+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 53+0:11:2:0:11
A aeolian (3#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 8+0:4:0:0:2, 3+0:0:0:0:0, 8+0:5:0:0:3, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 3+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:0, 6+0:4:0:0:2, 2+0:0:0:0:0, 6+0:5:0:0:3, 3+0:1:0:0:0,  ,  , 5+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 135+0:46:2:0:13
Eb locrian (3b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
A locrian (3#), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:1, 0+0:0:0:0:0,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 75+0:0:2:0:5
Ab major (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 80+0:11:2:0:15
E major (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 8+0:4:0:0:3, 4+0:0:0:0:0, 8+0:5:0:0:4, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0,  , 4+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:0, 6+0:5:0:0:4, 4+0:1:0:0:0,  ,  , 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 164+0:42:2:0:22
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 3+0:1:0:0:1,  , 1+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 84+0:11:2:0:11
C# minor (4#), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:1:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:4, 7+0:1:0:0:4, 5+0:1:0:0:4, 4+0:1:0:0:3, 7+0:2:0:0:5, 8+0:4:0:0:7, 5+0:0:0:0:2, 8+0:5:0:0:7, 5+0:1:0:0:4, 7+0:1:0:0:4, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:0:0:0:2, 4+0:0:1:0:1, 2+0:0:0:0:1,  , 4+0:1:0:0:3,  ,  ,  , 5+0:2:0:0:5, 6+0:4:0:0:6, 3+0:0:0:0:2, 6+0:5:0:0:6, 4+0:1:0:0:3,  ,  , 5+0:2:0:0:5, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:1, 3+0:1:0:0:2, 159+0:40:2:0:113
F minor mel (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:2, 2+0:1:0:0:1,  , 0+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 57+0:11:2:0:11
C# minor mel (4#), 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:4, 7+0:1:0:0:4, 6+0:1:0:0:4, 5+0:1:0:0:3, 8+0:2:0:0:5, 8+0:4:0:0:7, 6+0:0:0:0:2, 8+0:5:0:0:7, 5+0:1:0:0:4, 7+0:1:0:0:4, 6+0:1:0:0:4, 5+0:1:0:0:3, 5+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1,  , 4+0:1:0:0:3,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 4+0:0:0:0:2, 6+0:5:0:0:6, 4+0:1:0:0:3,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:3, 6+0:2:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:3, 2+0:0:0:0:1, 3+0:1:0:0:2, 175+0:40:2:0:113
Ab major blues (4b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 8+0:2:0:0:5, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 145+0:11:2:0:43
E major blues (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:40:2:0:42
F minor blues (4b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 8+0:2:0:0:5, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 145+0:11:2:0:43
C# minor blues (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:40:2:0:42
Ab dorian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 2+0:1:0:0:1,  , 0+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 53+0:11:2:0:11
E dorian (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 8+0:2:0:0:2, 8+0:4:0:0:4, 5+0:0:0:0:0, 8+0:5:0:0:5, 5+0:1:0:0:1, 7+0:1:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0,  , 4+0:1:0:0:1,  ,  ,  , 6+0:2:0:0:2, 6+0:4:0:0:4, 4+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:1,  ,  , 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 180+0:40:2:0:42
Ab phrygian (4b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:2:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:1:0:0:1,  , 2+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 110+0:11:2:0:26
E phrygian (4#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 8+0:4:0:0:2, 3+0:0:0:0:0, 8+0:5:0:0:3, 4+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0,  , 3+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:0, 6+0:4:0:0:2, 2+0:0:0:0:0, 6+0:5:0:0:3, 3+0:1:0:0:0,  ,  , 5+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 135+0:46:2:0:13
Ab lydian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:1:0:2, 2+0:1:0:0:1,  , 0+0:0:0:0:0,  ,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0,  ,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 53+0:11:2:0:11
