 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, rowcost
D# minor (6#), 8+0:2:0:0:5, 8+0:4:1:0:8, 7+0:2:0:0:6, 7+0:3:0:0:7, 6+0:6:1:0:6, 10+0:6:2:0:10, 7+0:2:0:0:6, 10+0:5:1:0:9, 6+0:2:0:0:6, 8+0:5:1:0:8, 6+0:2:0:0:6, 6+0:3:0:0:6, 6+0:3:0:0:6, 7+0:4:0:0:7, 7+0:4:1:0:7, 109+0:53:7:0:103
Eb minor mel (6b), 5+0:1:0:0:3, 2+0:0:1:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:1:0:0, 5+0:0:2:0:0, 3+0:0:0:0:1, 5+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:1:0:0, 36+0:1:7:0:6
D# minor mel (6#), 8+0:2:0:0:5, 8+0:4:1:0:8, 7+0:2:0:0:6, 7+0:3:0:0:7, 6+0:6:1:0:6, 10+0:6:2:0:10, 7+0:2:0:0:6, 10+0:5:1:0:9, 6+0:2:0:0:6, 8+0:5:1:0:8, 6+0:2:0:0:6, 6+0:3:0:0:6, 6+0:3:0:0:6, 7+0:4:0:0:7, 7+0:4:1:0:7, 109+0:53:7:0:103
Gb major blues (6b), 7+0:1:0:0:6, 6+0:0:1:0:2, 7+0:0:0:0:3, 5+0:0:0:0:2, 2+0:0:1:0:0, 8+0:0:2:0:2, 7+0:0:0:0:3, 8+0:0:1:0:3, 5+0:0:0:0:2, 6+0:0:1:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:1:0:1, 85+0:1:7:0:31
F# major blues (6#), 7+0:2:0:0:2, 8+0:4:1:0:6, 7+0:2:0:0:4, 7+0:3:0:0:5, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:4, 10+0:5:1:0:7, 6+0:2:0:0:4, 8+0:5:1:0:7, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:5, 7+0:4:1:0:6, 108+0:53:7:0:78
Eb minor blues (6b), 7+0:1:0:0:6, 6+0:0:1:0:2, 7+0:0:0:0:3, 5+0:0:0:0:2, 2+0:0:1:0:0, 8+0:0:2:0:2, 7+0:0:0:0:3, 8+0:0:1:0:3, 5+0:0:0:0:2, 6+0:0:1:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:1:0:1, 85+0:1:7:0:31
D# minor blues (6#), 7+0:2:0:0:5, 8+0:4:1:0:8, 7+0:2:0:0:6, 7+0:3:0:0:7, 6+0:6:1:0:6, 10+0:6:2:0:10, 7+0:2:0:0:6, 10+0:5:1:0:9, 6+0:2:0:0:6, 8+0:5:1:0:8, 6+0:2:0:0:6, 6+0:3:0:0:6, 6+0:3:0:0:6, 7+0:4:0:0:7, 7+0:4:1:0:7, 108+0:53:7:0:103
Gb dorian (6b), 6+0:1:0:0:3, 3+0:0:1:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:1:0:0, 6+0:0:2:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:1:0:0, 47+0:1:7:0:6
F# dorian (6#), 7+0:2:0:0:2, 8+0:4:1:0:6, 7+0:2:0:0:4, 7+0:3:0:0:5, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:4, 10+0:5:1:0:7, 6+0:2:0:0:4, 8+0:5:1:0:7, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:5, 7+0:4:1:0:6, 108+0:53:7:0:78
Gb phrygian (6b), 6+0:1:0:0:5, 5+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 67+0:1:0:0:21
F# phrygian (6#), 7+0:2:0:0:2, 8+0:4:1:0:4, 6+0:2:0:0:2, 7+0:3:0:0:3, 6+0:6:1:0:6, 10+0:6:2:0:6, 6+0:2:0:0:2, 10+0:5:1:0:5, 6+0:2:0:0:2, 8+0:5:1:0:5, 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 7+0:4:1:0:4, 106+0:53:7:0:53
Gb lydian (6b), 6+0:1:0:0:3, 3+0:0:1:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:1:0:0, 6+0:0:2:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:1:0:0, 47+0:1:7:0:6
F# lydian (6#), 7+0:2:0:0:2, 8+0:4:1:0:6, 7+0:2:0:0:4, 7+0:3:0:0:5, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:4, 10+0:5:1:0:7, 6+0:2:0:0:4, 8+0:5:1:0:7, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:5, 7+0:4:1:0:6, 108+0:53:7:0:78
Gb mixolydian (6b), 6+0:1:0:0:5, 5+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 67+0:1:0:0:21
F# mixolydian (6#), 7+0:2:0:0:2, 8+0:4:1:0:4, 6+0:2:0:0:2, 7+0:3:0:0:3, 6+0:6:1:0:6, 10+0:6:2:0:6, 6+0:2:0:0:2, 10+0:5:1:0:5, 6+0:2:0:0:2, 8+0:5:1:0:5, 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 7+0:4:1:0:4, 106+0:53:7:0:53
Gb aeolian (6b), 6+0:1:0:0:4, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 54+0:1:0:0:9
F# aeolian (6#), 7+0:2:0:0:2, 8+0:4:1:0:5, 7+0:2:0:0:3, 7+0:3:0:0:4, 6+0:6:1:0:6, 10+0:6:2:0:7, 7+0:2:0:0:3, 10+0:5:1:0:6, 6+0:2:0:0:3, 8+0:5:1:0:6, 6+0:2:0:0:3, 6+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 7+0:4:1:0:5, 108+0:53:7:0:66
Gb locrian (6b), 7+0:1:0:0:6, 6+0:0:0:0:2, 7+0:0:0:0:3, 5+0:0:0:0:2, 1+0:0:0:0:0, 7+0:0:0:0:2, 7+0:0:0:0:3, 7+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:0:0:1, 82+0:1:0:0:31
F# locrian (6#), 6+0:2:0:0:1, 8+0:4:1:0:3, 6+0:2:0:0:1, 7+0:3:0:0:2, 6+0:6:1:0:5, 9+0:6:2:0:5, 6+0:2:0:0:1, 10+0:5:1:0:4, 5+0:2:0:0:1, 8+0:5:1:0:4, 6+0:2:0:0:1, 6+0:3:0:0:2, 6+0:3:0:0:2, 7+0:4:0:0:3, 7+0:4:1:0:3, 103+0:53:7:0:38
Cb major (7b), 6+0:1:0:0:5, 5+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 67+0:1:0:0:21
C# major (7#), 7+0:2:0:0:2, 8+0:4:1:0:6, 7+0:2:0:0:4, 7+0:3:0:0:5, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:4, 10+0:5:1:0:7, 6+0:2:0:0:4, 8+0:5:1:0:7, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:5, 7+0:4:1:0:6, 108+0:53:7:0:78
Ab minor (7b), 5+0:1:0:0:4, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 59+0:1:0:0:9
A# minor (7#), 7+0:2:0:0:6, 8+0:4:1:0:8, 7+0:2:0:0:7, 7+0:3:0:0:7, 6+0:6:1:0:6, 10+0:6:2:0:10, 7+0:2:0:0:7, 10+0:5:1:0:10, 6+0:2:0:0:6, 8+0:5:1:0:8, 6+0:2:0:0:6, 6+0:3:0:0:6, 6+0:3:0:0:6, 7+0:4:0:0:7, 7+0:4:1:0:7, 108+0:53:7:0:107
Ab minor mel (7b), 5+0:1:0:0:4, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 46+0:1:0:0:9
A# minor mel (7#), 7+0:2:0:0:6, 8+0:4:1:0:8, 7+0:2:0:0:7, 7+0:3:0:0:7, 6+0:6:1:0:6, 10+0:6:2:0:10, 7+0:2:0:0:7, 10+0:5:1:0:10, 6+0:2:0:0:6, 8+0:5:1:0:8, 6+0:2:0:0:6, 6+0:3:0:0:6, 6+0:3:0:0:6, 7+0:4:0:0:7, 7+0:4:1:0:7, 108+0:53:7:0:107
Cb major blues (7b), 8+0:1:0:0:6, 7+0:0:0:0:3, 7+0:0:0:0:4, 6+0:0:0:0:3, 2+0:0:0:0:0, 8+0:0:0:0:3, 7+0:0:0:0:4, 8+0:0:0:0:4, 6+0:0:0:0:3, 7+0:0:0:0:2, 6+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 7+0:0:0:0:2, 6+0:0:0:0:2, 95+0:1:0:0:43
C# major blues (7#), 7+0:2:0:0:3, 8+0:4:1:0:7, 7+0:2:0:0:5, 7+0:3:0:0:6, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:5, 10+0:5:1:0:8, 6+0:2:0:0:5, 8+0:5:1:0:8, 6+0:2:0:0:5, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 7+0:4:1:0:6, 108+0:53:7:0:88
Ab minor blues (7b), 8+0:1:0:0:6, 7+0:0:0:0:3, 7+0:0:0:0:4, 6+0:0:0:0:3, 2+0:0:0:0:0, 8+0:0:0:0:3, 7+0:0:0:0:4, 8+0:0:0:0:4, 6+0:0:0:0:3, 7+0:0:0:0:2, 6+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 7+0:0:0:0:2, 6+0:0:0:0:2, 95+0:1:0:0:43
A# minor blues (7#), 7+0:2:0:0:3, 8+0:4:1:0:7, 7+0:2:0:0:5, 7+0:3:0:0:6, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:5, 10+0:5:1:0:8, 6+0:2:0:0:5, 8+0:5:1:0:8, 6+0:2:0:0:5, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 7+0:4:1:0:6, 108+0:53:7:0:88
Cb dorian (7b), 6+0:1:0:0:4, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 54+0:1:0:0:9
C# dorian (7#), 7+0:2:0:0:3, 8+0:4:1:0:7, 7+0:2:0:0:5, 7+0:3:0:0:6, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:5, 10+0:5:1:0:8, 6+0:2:0:0:5, 8+0:5:1:0:8, 6+0:2:0:0:5, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 7+0:4:1:0:6, 108+0:53:7:0:88
Cb phrygian (7b), 7+0:1:0:0:6, 6+0:0:0:0:2, 7+0:0:0:0:3, 5+0:0:0:0:2, 1+0:0:0:0:0, 7+0:0:0:0:2, 7+0:0:0:0:3, 7+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:0:0:1, 82+0:1:0:0:31
C# phrygian (7#), 7+0:2:0:0:2, 8+0:4:1:0:5, 7+0:2:0:0:3, 7+0:3:0:0:4, 6+0:6:1:0:6, 10+0:6:2:0:7, 7+0:2:0:0:3, 10+0:5:1:0:6, 6+0:2:0:0:3, 8+0:5:1:0:6, 6+0:2:0:0:3, 6+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 7+0:4:1:0:5, 108+0:53:7:0:66
Cb lydian (7b), 6+0:1:0:0:4, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 54+0:1:0:0:9
C# lydian (7#), 7+0:2:0:0:3, 8+0:4:1:0:7, 7+0:2:0:0:5, 7+0:3:0:0:6, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:5, 10+0:5:1:0:8, 6+0:2:0:0:5, 8+0:5:1:0:8, 6+0:2:0:0:5, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 7+0:4:1:0:6, 108+0:53:7:0:88
Cb mixolydian (7b), 7+0:1:0:0:6, 6+0:0:0:0:2, 7+0:0:0:0:3, 5+0:0:0:0:2, 1+0:0:0:0:0, 7+0:0:0:0:2, 7+0:0:0:0:3, 7+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:0:0:1, 82+0:1:0:0:31
C# mixolydian (7#), 7+0:2:0:0:2, 8+0:4:1:0:5, 7+0:2:0:0:3, 7+0:3:0:0:4, 6+0:6:1:0:6, 10+0:6:2:0:7, 7+0:2:0:0:3, 10+0:5:1:0:6, 6+0:2:0:0:3, 8+0:5:1:0:6, 6+0:2:0:0:3, 6+0:3:0:0:4, 6+0:3:0:0:4, 7+0:4:0:0:5, 7+0:4:1:0:5, 108+0:53:7:0:66
Cb aeolian (7b), 6+0:1:0:0:5, 5+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 67+0:1:0:0:21
C# aeolian (7#), 7+0:2:0:0:2, 8+0:4:1:0:6, 7+0:2:0:0:4, 7+0:3:0:0:5, 6+0:6:1:0:6, 10+0:6:2:0:8, 7+0:2:0:0:4, 10+0:5:1:0:7, 6+0:2:0:0:4, 8+0:5:1:0:7, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:5, 7+0:4:1:0:6, 108+0:53:7:0:78
Cb locrian (7b), 8+0:1:0:0:6, 7+0:0:0:0:3, 7+0:0:0:0:4, 6+0:0:0:0:3, 2+0:0:0:0:0, 8+0:0:0:0:3, 7+0:0:0:0:4, 8+0:0:0:0:4, 6+0:0:0:0:3, 7+0:0:0:0:2, 6+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 7+0:0:0:0:2, 6+0:0:0:0:2, 95+0:1:0:0:43
C# locrian (7#), 7+0:2:0:0:2, 8+0:4:1:0:4, 6+0:2:0:0:2, 7+0:3:0:0:3, 6+0:6:1:0:6, 10+0:6:2:0:6, 6+0:2:0:0:2, 10+0:5:1:0:5, 6+0:2:0:0:2, 8+0:5:1:0:5, 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 7+0:4:1:0:4, 106+0:53:7:0:53
