 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:1, 8+0:0:0:1:2, 0+0:0:0:0:0, 6+1:0:0:0:1, 2+0:0:0:0:0, 6+1:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:1:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:1, 8+0:0:0:1:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 87+2:0:3:6:22
A minor (0), 1+0:0:0:0:0, 4+0:0:0:0:2, 6+0:0:1:2:4, 4+0:0:0:0:2, 3+0:0:0:0:2, 9+0:0:0:1:5, 1+0:0:0:0:0, 7+1:0:0:0:1, 3+0:0:0:0:0, 7+1:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:1:2:4, 4+0:0:0:0:2, 3+0:0:0:0:2, 9+0:0:0:1:5, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 108+2:0:3:6:43
A minor mel (0), 1+0:0:0:0:0, 5+0:0:0:0:2, 7+0:0:1:2:4, 5+0:0:0:0:2, 4+0:0:0:0:2, 10+0:0:0:1:5, 2+0:0:0:0:0, 8+1:0:0:0:1, 4+0:0:0:0:0, 8+1:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 5+0:0:0:0:2, 7+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:2:4, 5+0:0:0:0:2, 4+0:0:0:0:2, 10+0:0:0:1:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 129+2:0:3:6:43
C major blues (0), 1+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:1:2, 2+0:0:0:0:0, 7+1:0:0:0:1, 3+0:0:0:0:0, 7+1:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 10+0:0:0:1:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 118+2:0:3:6:20
A minor blues (0), 1+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:1:2, 2+0:0:0:0:0, 7+1:0:0:0:1, 3+0:0:0:0:0, 7+1:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 10+0:0:0:1:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 118+2:0:3:6:20
C dorian (0), 1+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:2:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 9+0:0:0:1:2, 1+0:0:0:0:0, 7+1:0:0:0:1, 3+0:0:0:0:0, 7+1:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:1:0:3, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:2:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 9+0:0:0:1:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 108+2:0:3:6:22
C phrygian (0), 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:1:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:1:2, 1+0:0:0:0:0, 5+1:0:0:0:1, 1+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 74+2:0:3:6:20
C lydian (0), 1+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:2:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 9+0:0:0:1:2, 1+0:0:0:0:0, 7+1:0:0:0:1, 3+0:0:0:0:0, 7+1:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:1:0:3, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:2:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 9+0:0:0:1:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 108+2:0:3:6:22
C mixolydian (0), 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:1:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:1:2, 1+0:0:0:0:0, 5+1:0:0:0:1, 1+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 74+2:0:3:6:20
C aeolian (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:1, 8+0:0:0:1:2, 0+0:0:0:0:0, 6+1:0:0:0:1, 2+0:0:0:0:0, 6+1:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:1:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:1, 8+0:0:0:1:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 87+2:0:3:6:22
