 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 5+0+1:0:0:0:0, 6+0+3:0:0:0:0, 2+0+4:0:0:0:0, 4+0+4:0:0:0:0, 2+0+4:1:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+4:0:0:0:2, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+5:0:0:0:3, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 38+0+38:1:0:0:5
A minor (0), 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 5+0+1:0:0:0:0, 5+0+2:1:1:0:1, 2+0+0:0:0:0:0, 3+0+3:0:0:0:3, 2+0+4:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+5:0:0:0:3, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 36+0+24:1:1:0:7
F major (1b), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:0, 6+0+3:0:0:0:0, 2+0+4:0:0:0:0, 5+0+4:0:0:0:0, 2+0+4:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:2, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+5:0:0:0:3, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 36+0+30:0:0:0:5
G major (1#), 0+0+0:0:0:0:0, 4+0+0:0:0:0:0, 6+0+1:0:0:0:0, 4+0+2:1:1:0:1, 1+0+0:0:0:0:0, 3+0+2:1:0:0:1, 1+0+4:0:0:0:0, 1+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+4:0:0:0:2, 4+0+4:2:0:0:0, 2+0+0:0:0:0:0, 3+0+5:0:0:0:3, 6+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 43+0+28:4:1:0:7
D minor (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+1:0:0:0:0, 5+0+2:1:1:0:1, 2+0+4:1:0:0:0, 5+0+4:0:0:0:0, 2+0+4:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:2, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+5:0:0:0:3, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 35+0+30:2:1:0:6
E minor (1#), 0+0+0:0:0:0:0, 4+0+0:0:0:0:0, 6+0+1:0:0:0:0, 4+0+2:1:1:0:1, 1+0+0:0:0:0:0, 3+0+3:0:0:0:3, 1+0+4:0:0:0:0, 1+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:0:0:0, 4+0+4:2:0:0:0, 2+0+0:0:0:0:0, 3+0+5:0:0:0:2, 5+0+5:1:3:0:3, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 42+0+30:4:4:0:9
Bb major (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+3:0:0:0:0, 1+0+4:0:0:0:0, 4+0+3:0:0:0:2, 2+0+4:1:0:0:0, 2+0+3:1:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:1:0:0:1, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 4+0+5:0:0:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 31+0+36:3:0:0:4
D major (2#), 1+0+0:0:0:0:0, 5+0+1:0:0:0:0, 7+0+1:0:0:0:0, 4+0+2:1:1:0:1, 1+0+0:0:0:0:0, 3+0+3:0:0:0:2, 0+0+4:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+4:0:0:0:2, 4+0+4:2:0:0:0, 2+0+0:0:0:0:0, 2+0+5:0:0:0:2, 6+0+5:1:3:0:3, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 41+0+29:4:4:0:10
G minor (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:1:1:0:1, 2+0+0:0:0:0:0, 3+0+2:1:0:0:1, 2+0+4:1:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:1:0:0:1, 1+0+4:1:0:0:0, 0+0+0:0:0:0:0, 4+0+5:1:0:0:1, 3+0+5:1:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 30+0+34:7:1:0:4
B minor (2#), 1+0+0:0:0:0:0, 5+0+1:0:0:0:0, 7+0+1:0:0:0:0, 4+0+2:1:1:0:1, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 0+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:0, 4+0+4:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:0, 6+0+5:0:3:0:3, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 42+0+25:1:4:0:4
