 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 6+1:0:1:0:2, 4+0:0:0:0:3, 8+0:0:0:1:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 13+1:0:1:0:4, 7+0:0:0:0:2, 2+0:0:0:0:0, 13+1:0:1:0:4, 7+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 84+3:0:3:1:21
A minor (0), 4+0:0:0:0:2, 5+0:0:0:0:4, 4+0:0:0:0:0, 7+0:0:2:0:4, 3+0:0:0:0:1, 8+0:0:0:1:4, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 14+1:0:1:0:4, 8+0:0:0:0:1, 2+0:0:0:0:2, 14+1:0:1:0:4, 8+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 92+2:0:4:1:30
F major (1b), 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+1:3:1:0:4, 5+0:3:0:0:3, 7+0:2:0:1:1, 3+0:2:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:0:0:0:0, 14+1:4:1:0:5, 8+0:3:0:0:3, 2+0:0:0:0:0, 14+1:4:1:0:5, 8+0:3:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 84+3:28:3:1:30
G major (1#), 4+0:3:0:0:0, 6+0:5:0:0:2, 5+0:2:1:0:2, 6+1:2:1:0:2, 3+0:0:0:0:3, 9+0:5:0:1:3, 4+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+1:5:1:0:5, 6+0:2:0:0:2, 3+0:2:0:0:0, 12+1:5:1:0:5, 6+0:2:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:0, 83+3:36:4:1:25
D minor (1b), 3+0:0:0:0:1, 5+0:0:0:0:3, 5+0:2:0:0:0, 5+1:3:1:0:2, 5+0:4:0:0:2, 8+0:2:0:1:4, 4+0:1:0:0:1, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 15+1:4:1:0:7, 9+0:3:0:0:3, 3+0:0:0:0:1, 15+1:4:1:0:7, 9+0:3:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 92+3:29:3:1:34
E minor (1#), 5+0:3:0:0:3, 6+0:5:0:0:5, 4+0:0:1:0:1, 7+1:2:1:0:2, 2+0:0:0:0:0, 9+0:4:0:1:5, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 11+1:5:1:0:5, 5+0:2:0:0:2, 3+0:2:0:0:2, 11+1:5:1:0:5, 5+0:2:0:0:2, 3+0:2:0:0:2, 1+0:0:0:0:0, 83+3:33:4:1:35
Bb major (2b), 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:2:0:4, 6+0:3:0:0:4, 6+0:2:0:1:1, 3+0:2:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:0:0:0:0, 15+1:4:1:0:5, 8+1:2:0:0:3, 1+0:0:0:0:0, 15+1:4:1:0:5, 9+0:3:0:0:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 82+3:26:4:1:32
D major (2#), 5+0:3:0:0:1, 7+0:5:0:0:3, 5+0:1:2:0:3, 6+1:2:1:0:2, 3+0:0:0:0:2, 10+0:5:0:1:4, 5+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 13+1:5:1:0:7, 7+0:2:0:0:3, 4+0:2:0:0:1, 13+1:5:1:0:7, 7+0:2:0:0:2, 4+0:2:0:0:1, 1+0:0:0:0:0, 90+3:35:5:1:37
G minor (2b), 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:1:0:0:0, 5+0:0:2:0:2, 5+0:3:0:0:3, 7+0:2:0:1:3, 4+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 14+1:3:1:0:5, 7+1:1:0:0:1, 2+0:0:0:0:0, 14+1:3:1:0:5, 8+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 82+3:19:4:1:22
B minor (2#), 5+0:3:0:0:4, 7+0:5:0:0:6, 4+0:0:2:0:1, 7+1:2:1:0:3, 2+0:0:0:0:0, 10+0:4:0:1:6, 5+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 14+1:5:1:0:6, 8+0:2:0:0:3, 4+0:2:0:0:3, 14+1:5:1:0:6, 8+0:2:0:0:3, 4+0:2:0:0:3, 1+0:0:0:0:1, 93+3:33:5:1:47
