 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
Eb major (3b), 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 6+0:0:1:1:1, 3+0:0:0:0:0, 6+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:3, 3+0:1:0:0:2, 7+0:3:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 2+0:1:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 4+0:0:1:0:1, 92+0:17:2:1:42
A major (3#), 0+0:0:0:0:0, 4+0:1:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 8+0:4:0:0:3, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 8+0:5:1:1:3, 5+0:0:0:0:0, 8+0:2:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:1:1:0:2, 7+0:4:1:0:3, 142+0:44:3:1:23
C minor (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 7+0:0:1:1:2, 3+0:0:0:0:0, 7+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 6+0:3:0:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:0, 5+0:0:1:0:1, 106+0:17:2:1:18
F# minor (3#), 0+0:0:0:0:0, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:3, 8+0:4:0:0:6, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 7+1:5:1:1:6, 5+0:0:0:0:3, 9+0:2:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 6+0:1:0:0:3, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 6+0:2:0:0:4, 3+0:0:0:0:2, 6+0:2:0:0:4, 5+0:1:0:0:2, 8+0:4:1:0:6, 153+1:44:2:1:104
Ab major (4b), 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 7+0:0:1:1:1, 4+0:0:0:0:1, 5+0:1:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:4, 3+0:0:0:0:3, 6+0:1:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:3, 8+0:3:0:0:6, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:1:0:1, 113+0:16:2:1:71
E major (4#), 0+0:0:0:0:0, 4+0:1:0:0:1, 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 6+0:0:0:0:0, 8+0:4:0:0:4, 5+0:1:0:0:1, 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 5+0:1:0:0:1, 9+0:5:1:1:4, 6+0:0:0:0:0, 8+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:1, 4+0:1:0:0:1, 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:1:1:0:2, 7+0:4:1:0:4, 167+0:44:3:1:44
F minor (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 7+0:0:1:1:2, 4+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 7+0:3:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:1:0:1, 111+0:16:2:1:19
C# minor (4#), 1+0:0:0:0:0, 4+0:1:0:0:4, 6+0:2:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:3, 6+0:0:0:0:4, 8+0:4:0:0:7, 5+0:1:0:0:4, 6+0:2:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:4, 5+0:1:0:0:4, 9+0:5:1:1:7, 6+0:0:0:0:4, 8+0:2:0:0:5, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:4, 4+0:1:0:0:4, 6+0:2:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:4, 5+0:1:0:0:4, 6+0:2:0:0:3, 4+0:0:0:0:2, 6+0:2:0:0:5, 6+0:1:1:0:3, 7+0:4:1:0:7, 174+0:44:3:1:120
Db major (5b), 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:0:0:2, 3+0:1:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:1:0:0:3, 3+0:0:0:0:2, 3+0:1:0:0:3, 3+0:0:0:0:2, 7+0:0:1:1:2, 5+0:0:0:0:3, 6+0:1:0:0:5, 4+0:1:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:3, 5+0:1:0:0:5, 4+0:1:0:0:4, 4+0:1:0:0:4, 8+0:3:0:0:7, 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:0:0:2, 3+0:1:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 5+0:0:0:0:3, 5+0:1:0:0:4, 4+0:0:1:0:1, 130+0:16:2:1:100
B major (5#), 0+0:0:0:0:0, 5+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:3, 7+0:0:0:0:1, 9+0:4:0:0:5, 6+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 9+0:5:1:1:6, 7+0:0:0:0:1, 9+0:2:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:1:0:0:2, 5+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 7+0:2:0:0:3, 6+0:1:0:0:2, 6+0:2:0:0:3, 5+0:0:0:0:1, 7+0:2:0:0:3, 7+0:1:1:0:1, 7+0:4:1:0:5, 197+0:44:3:1:71
Bb minor (5b), 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 7+0:0:1:1:2, 4+0:0:0:0:0, 5+0:1:0:0:2, 3+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:1, 7+0:3:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:1:0:0, 103+0:16:2:1:29
G# minor (5#), 0+0:0:0:0:0, 5+0:1:0:0:4, 7+0:2:0:0:5, 6+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:5, 6+0:2:0:0:5, 7+0:0:0:0:5, 9+0:4:0:0:8, 6+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:5, 9+0:5:1:1:8, 7+0:0:0:0:5, 9+0:2:0:0:6, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 7+0:1:0:0:5, 5+0:1:0:0:4, 7+0:2:0:0:5, 6+0:1:0:0:5, 7+0:2:0:0:5, 6+0:1:0:0:5, 6+0:2:0:0:5, 5+0:0:0:0:3, 7+0:2:0:0:6, 8+0:1:0:0:5, 7+0:4:1:0:7, 201+0:44:2:1:151
Gb major (6b), 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 8+0:0:1:1:1, 6+0:0:0:0:4, 7+0:1:0:0:6, 5+0:1:0:0:4, 6+0:1:0:0:5, 4+0:0:0:0:2, 6+0:1:0:0:5, 4+0:1:0:0:3, 4+0:1:0:0:4, 8+0:3:0:0:7, 6+0:0:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:2, 158+0:16:1:1:113
F# major (6#), 0+0:0:0:0:0, 5+0:1:0:0:3, 7+0:2:0:0:4, 6+0:1:0:0:3, 7+0:2:0:0:4, 6+0:1:0:0:3, 6+0:2:0:0:4, 7+0:0:0:0:3, 9+0:4:0:0:6, 6+0:1:0:0:3, 7+0:2:0:0:4, 6+0:1:0:0:3, 7+0:2:0:0:4, 6+0:1:0:0:3, 8+1:5:1:1:6, 7+0:0:0:0:3, 10+0:2:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 8+0:1:0:0:3, 5+0:1:0:0:3, 7+0:2:0:0:4, 6+0:1:0:0:3, 7+0:2:0:0:4, 6+0:1:0:0:3, 7+0:2:0:0:4, 5+0:0:0:0:2, 8+0:2:0:0:4, 7+0:1:0:0:2, 8+0:4:1:0:6, 208+1:44:2:1:104
Eb minor (6b), 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 7+0:0:1:1:1, 5+0:0:0:0:0, 8+0:1:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:3, 4+0:0:0:0:1, 5+0:1:0:0:3, 4+0:1:0:0:2, 3+0:1:0:0:2, 7+0:3:0:0:5, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:0:0:1, 5+0:0:0:0:1, 5+0:1:0:0:2, 4+0:0:0:0:1, 137+0:17:1:1:38
D# minor (6#), 0+0:0:0:0:0, 5+0:1:0:0:5, 7+0:2:0:0:6, 6+0:1:0:0:6, 7+0:2:0:0:6, 6+0:1:0:0:6, 6+0:2:0:0:5, 7+0:0:0:0:6, 9+0:4:0:0:9, 6+0:1:0:0:6, 7+0:2:0:0:6, 6+0:1:0:0:6, 7+0:2:0:0:6, 6+0:1:0:0:6, 8+1:5:1:1:7, 7+0:0:0:0:6, 10+0:2:0:0:7, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:3, 8+0:1:0:0:6, 5+0:1:0:0:5, 7+0:2:0:0:6, 6+0:1:0:0:6, 7+0:2:0:0:6, 6+0:1:0:0:6, 7+0:2:0:0:5, 5+0:0:0:0:4, 8+0:2:0:0:7, 7+0:1:0:0:5, 8+0:4:1:0:7, 211+1:44:2:1:179
Cb major (7b), 0+0:0:0:0:0, 4+0:0:0:0:3, 5+0:1:0:0:4, 5+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:4, 4+0:0:0:0:3, 7+0:0:0:0:5, 6+0:0:0:0:4, 5+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:4, 9+0:0:0:1:2, 7+0:0:0:0:5, 8+0:1:0:0:7, 5+0:1:0:0:5, 6+0:1:0:0:6, 4+0:0:0:0:3, 7+0:1:0:0:6, 4+0:1:0:0:3, 4+0:1:0:0:4, 8+0:3:0:0:8, 7+0:0:0:0:5, 4+0:0:0:0:3, 5+0:1:0:0:4, 5+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:3, 7+0:0:0:0:5, 7+0:1:0:0:6, 4+0:0:0:0:3, 186+0:16:0:1:144
C# major (7#), 1+0:0:0:0:0, 5+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:4, 6+0:2:0:0:3, 7+0:0:0:0:4, 9+0:4:0:0:7, 6+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:4, 8+1:5:1:1:6, 7+0:0:0:0:4, 10+0:2:0:0:5, 4+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 8+0:1:0:0:4, 5+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:4, 7+0:2:0:0:4, 6+0:1:0:0:4, 7+0:2:0:0:3, 5+0:0:0:0:2, 8+0:2:0:0:5, 7+0:1:0:0:3, 8+0:4:1:0:7, 215+1:44:2:1:119
