 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
E dorian (4#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
Ab phrygian (4b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
E phrygian (4#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
Ab lydian (4b), 1+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 12+0:0:3:0:3
E lydian (4#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
Ab mixolydian (4b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
E mixolydian (4#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
Ab aeolian (4b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
E aeolian (4#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
Ab locrian (4b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
E locrian (4#), 4+0:3:0:0:0, 3+0:2:0:0:0,  ,  , 5+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 36+0:22:2:0:3
Db major (5b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
B major (5#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
Bb minor (5b), 3+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 2+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 20+0:0:3:0:5
G# minor (5#), 5+0:3:0:0:5, 4+0:0:0:0:2,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:1, 4+0:2:0:0:4, 4+0:0:0:0:3, 7+0:3:1:0:7, 6+0:1:0:0:4, 6+0:2:0:0:5, 6+0:2:0:0:5, 51+0:17:2:0:42
Bb minor mel (5b), 3+0:0:1:0:1, 1+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 15+0:0:3:0:5
G# minor mel (5#), 6+0:3:0:0:5, 3+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 2+0:0:0:0:0, 4+0:2:0:0:4, 4+0:0:0:0:3, 7+0:3:1:0:7, 6+0:1:0:0:4, 6+0:2:0:0:5, 6+0:2:0:0:5, 50+0:17:2:0:40
Db major blues (5b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
B major blues (5#), 6+0:3:0:0:4, 5+0:0:0:0:1,  ,  , 6+0:4:1:0:5, 4+0:0:0:0:1, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 54+0:17:2:0:27
Bb minor blues (5b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
G# minor blues (5#), 6+0:3:0:0:4, 5+0:0:0:0:1,  ,  , 6+0:4:1:0:5, 4+0:0:0:0:1, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 54+0:17:2:0:27
Db dorian (5b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
B dorian (5#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 50+0:17:2:0:25
Db phrygian (5b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
B phrygian (5#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
Db lydian (5b), 2+0:0:1:0:1, 2+0:0:0:0:0,  ,  , 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 17+0:0:3:0:5
B lydian (5#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 50+0:17:2:0:25
Db mixolydian (5b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
B mixolydian (5#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
Db aeolian (5b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
B aeolian (5#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
Db locrian (5b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
B locrian (5#), 4+0:3:0:0:1, 3+0:2:0:0:0,  ,  , 6+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:1:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 41+0:22:2:0:6
Gb major (6b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
F# major (6#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 50+0:17:2:0:25
Eb minor (6b), 1+0:0:1:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 20+0:0:3:0:2
D# minor (6#), 6+0:3:0:0:5, 2+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:1, 4+0:2:0:0:4, 4+0:0:0:0:4, 7+0:3:1:0:7, 6+0:1:0:0:5, 6+0:2:0:0:5, 6+0:2:0:0:6, 50+0:17:2:0:44
Eb minor mel (6b), 1+0:0:1:0:0, 1+0:0:0:0:0,  ,  , 3+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 17+0:0:3:0:2
D# minor mel (6#), 6+0:3:0:0:5, 2+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:1, 4+0:2:0:0:4, 5+0:0:0:0:4, 7+0:3:1:0:7, 6+0:1:0:0:5, 6+0:2:0:0:5, 6+0:2:0:0:6, 51+0:17:2:0:44
Gb major blues (6b), 4+0:0:1:0:1, 4+0:0:0:0:2,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:4, 6+0:0:1:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:2, 44+0:0:3:0:19
F# major blues (6#), 6+0:3:0:0:4, 4+0:0:0:0:1,  ,  , 6+0:4:1:0:5, 3+0:0:0:0:1, 4+0:2:0:0:3, 5+0:0:0:0:1, 7+0:3:1:0:5, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 53+0:17:2:0:30
Eb minor blues (6b), 4+0:0:1:0:1, 4+0:0:0:0:2,  ,  , 4+0:0:1:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:4, 6+0:0:1:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:2, 44+0:0:3:0:19
D# minor blues (6#), 6+0:3:0:0:5, 4+0:0:0:0:3,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:2, 4+0:2:0:0:4, 5+0:0:0:0:4, 7+0:3:1:0:7, 6+0:1:0:0:5, 6+0:2:0:0:5, 6+0:2:0:0:6, 53+0:17:2:0:47
Gb dorian (6b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
F# dorian (6#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:1, 7+0:3:1:0:5, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 51+0:17:2:0:28
Gb phrygian (6b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
F# phrygian (6#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
Gb lydian (6b), 2+0:0:1:0:0, 2+0:0:0:0:0,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 22+0:0:3:0:2
F# lydian (6#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:1, 7+0:3:1:0:5, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 51+0:17:2:0:28
Gb mixolydian (6b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
F# mixolydian (6#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
Gb aeolian (6b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
F# aeolian (6#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 50+0:17:2:0:25
Gb locrian (6b), 4+0:0:0:0:1, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:4, 6+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:2, 42+0:0:0:0:17
F# locrian (6#), 5+0:3:0:0:2, 3+0:1:0:0:0,  ,  , 6+0:4:1:0:3, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 7+0:3:1:0:2, 5+0:2:0:0:1, 6+0:2:0:0:1, 5+0:2:0:0:1, 46+0:20:2:0:11
Cb major (7b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
C# major (7#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:1, 7+0:3:1:0:5, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 51+0:17:2:0:28
Ab minor (7b), 3+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 30+0:0:0:0:7
A# minor (7#), 6+0:3:0:0:6, 1+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 0+0:0:0:0:0, 4+0:2:0:0:4, 5+0:0:0:0:4, 7+0:3:1:0:7, 6+0:1:0:0:5, 6+0:2:0:0:5, 6+0:2:0:0:6, 47+0:17:2:0:44
Ab minor mel (7b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 1+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:1:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 20+0:0:3:0:7
A# minor mel (7#), 6+0:3:0:0:6, 1+0:0:0:0:1,  ,  , 6+0:4:1:0:6, 0+0:0:0:0:0, 4+0:2:0:0:4, 5+0:0:0:0:4, 7+0:3:1:0:7, 6+0:1:0:0:5, 6+0:2:0:0:5, 6+0:2:0:0:6, 47+0:17:2:0:44
Cb major blues (7b), 5+0:0:0:0:2, 5+0:0:0:0:2,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:4, 7+0:0:1:0:3, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 51+0:0:2:0:23
C# major blues (7#), 6+0:3:0:0:4, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:2, 7+0:3:1:0:6, 6+0:1:0:0:3, 6+0:2:0:0:4, 6+0:2:0:0:5, 53+0:17:2:0:33
Ab minor blues (7b), 5+0:0:0:0:2, 5+0:0:0:0:2,  ,  , 5+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:4, 7+0:0:1:0:3, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 51+0:0:2:0:23
A# minor blues (7#), 6+0:3:0:0:4, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:6, 3+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:2, 7+0:3:1:0:6, 6+0:1:0:0:3, 6+0:2:0:0:4, 6+0:2:0:0:5, 53+0:17:2:0:33
Cb dorian (7b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
C# dorian (7#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:6, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:2, 7+0:3:1:0:6, 6+0:1:0:0:3, 6+0:2:0:0:4, 6+0:2:0:0:5, 51+0:17:2:0:33
Cb phrygian (7b), 4+0:0:0:0:1, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:4, 6+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:2, 42+0:0:0:0:17
C# phrygian (7#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 50+0:17:2:0:25
Cb lydian (7b), 2+0:0:1:0:0, 2+0:0:0:0:1,  ,  , 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 25+0:0:3:0:7
C# lydian (7#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:6, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:2, 7+0:3:1:0:6, 6+0:1:0:0:3, 6+0:2:0:0:4, 6+0:2:0:0:5, 51+0:17:2:0:33
Cb mixolydian (7b), 4+0:0:0:0:1, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:4, 6+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:2, 42+0:0:0:0:17
C# mixolydian (7#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:1, 7+0:3:1:0:4, 6+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 50+0:17:2:0:25
Cb aeolian (7b), 3+0:0:0:0:1, 3+0:0:0:0:2,  ,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 35+0:0:0:0:14
C# aeolian (7#), 6+0:3:0:0:4, 3+0:0:0:0:0,  ,  , 6+0:4:1:0:5, 2+0:0:0:0:0, 4+0:2:0:0:3, 5+0:0:0:0:1, 7+0:3:1:0:5, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 51+0:17:2:0:28
Cb locrian (7b), 5+0:0:0:0:1, 3+0:1:0:0:1,  ,  , 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:4, 7+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:3, 48+0:1:0:0:20
C# locrian (7#), 5+0:3:0:0:3, 4+0:0:0:0:0,  ,  , 6+0:4:1:0:4, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:0:0:0:0, 7+0:3:1:0:3, 6+0:1:0:0:1, 6+0:2:0:0:2, 6+0:2:0:0:2, 51+0:17:2:0:17
