 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
D minor blues (1b), 5+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 7+1:3:0:0:3, 3+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 7+0:5:0:0:5, 3+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:4:0:0:4, 58+1:20:0:0:20
E minor blues (1#), 5+0:0:0:0:1, 4+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 7+1:2:0:0:1, 3+0:0:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:3, 3+0:0:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 5+0:0:0:0:2, 60+1:11:0:0:9
F dorian (1b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:3, 41+1:0:0:0:12
G dorian (1#), 3+0:0:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 5+1:3:0:0:1, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:2, 39+1:19:0:0:9
F phrygian (1b), 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+1:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:3, 43+1:0:0:0:12
G phrygian (1#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:3, 41+1:0:0:0:12
F lydian (1b), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:3, 41+1:0:0:0:12
G lydian (1#), 3+0:0:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 5+1:3:0:0:1, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:2, 39+1:19:0:0:9
F mixolydian (1b), 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+1:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:3, 43+1:0:0:0:12
G mixolydian (1#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:3, 41+1:0:0:0:12
F aeolian (1b), 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 45+1:0:0:0:12
G aeolian (1#), 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:3, 37+1:0:0:0:12
F locrian (1b), 5+0:2:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+1:3:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 7+0:5:0:0:5, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:0:0:4, 42+1:20:0:0:20
G locrian (1#), 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 45+1:0:0:0:12
Bb major (2b), 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+1:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:3, 43+1:0:0:0:12
D major (2#), 3+0:0:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 5+1:3:0:0:1, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:2, 39+1:19:0:0:9
G minor (2b), 3+0:1:0:0:1, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+1:2:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:3, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:0:2, 39+1:12:0:0:9
B minor (2#), 4+0:0:0:0:0, 3+0:2:0:0:3, 2+0:2:0:0:2, 2+0:0:0:0:0, 3+0:2:0:0:3, 4+1:3:0:0:3, 1+0:0:0:0:0, 5+0:3:0:0:4, 2+0:2:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:4, 2+0:2:0:0:2, 1+0:0:0:0:0, 39+1:19:0:0:23
G minor mel (2b), 3+0:1:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+1:2:0:0:1, 2+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:0:0:3, 2+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 41+1:12:0:0:9
B minor mel (2#), 4+0:0:0:0:0, 4+0:2:0:0:3, 3+0:2:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:3, 5+1:3:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:4, 3+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:4, 3+0:2:0:0:2, 0+0:0:0:0:0, 48+1:19:0:0:23
Bb major blues (2b), 5+0:2:0:0:3, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:2, 4+0:0:0:0:1, 6+1:3:0:0:3, 3+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 7+0:5:0:0:6, 3+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:5, 59+1:20:0:0:30
D major blues (2#), 4+0:0:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 8+1:3:0:0:1, 2+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 4+0:0:0:0:1, 61+1:19:0:0:11
G minor blues (2b), 5+0:2:0:0:3, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:2, 4+0:0:0:0:1, 6+1:3:0:0:3, 3+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 7+0:5:0:0:6, 3+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:5, 59+1:20:0:0:30
B minor blues (2#), 4+0:0:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 8+1:3:0:0:1, 2+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 4+0:0:0:0:1, 61+1:19:0:0:11
Bb dorian (2b), 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 45+1:0:0:0:12
D dorian (2#), 3+0:0:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 6+1:3:0:0:1, 1+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:1, 48+1:19:0:0:11
Bb phrygian (2b), 5+0:2:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+1:3:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 7+0:5:0:0:5, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:0:0:4, 42+1:20:0:0:20
D phrygian (2#), 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:3, 37+1:0:0:0:12
Bb lydian (2b), 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 45+1:0:0:0:12
D lydian (2#), 3+0:0:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 6+1:3:0:0:1, 1+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:1, 48+1:19:0:0:11
Bb mixolydian (2b), 5+0:2:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+1:3:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 7+0:5:0:0:5, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:0:0:4, 42+1:20:0:0:20
D mixolydian (2#), 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+1:0:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:3, 37+1:0:0:0:12
Bb aeolian (2b), 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+1:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:3, 43+1:0:0:0:12
D aeolian (2#), 3+0:0:0:0:1, 3+0:2:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 5+1:3:0:0:1, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:1, 5+0:3:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:2, 39+1:19:0:0:9
Bb locrian (2b), 5+0:2:0:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:1, 5+1:3:0:0:3, 3+0:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 7+0:5:0:0:6, 3+0:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:0:0:5, 49+1:20:0:0:30
D locrian (2#), 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:3, 41+1:0:0:0:12
Eb major (3b), 5+0:2:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 5+1:3:0:0:3, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 7+0:5:0:0:5, 3+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:0:0:4, 42+1:20:0:0:20
A major (3#), 3+0:0:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 6+1:3:0:0:1, 1+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 1+0:0:0:0:1, 48+1:19:0:0:11
C minor (3b), 4+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 6+1:3:0:0:2, 2+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 6+0:5:0:0:4, 2+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:0:0:3, 38+1:20:0:0:12
F# minor (3#), 3+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:2, 3+0:0:0:0:1, 4+0:2:0:0:3, 6+1:3:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:5, 3+0:2:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:5, 3+0:2:0:0:2, 2+0:0:0:0:0, 52+1:19:0:0:28
C minor mel (3b), 3+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 6+1:3:0:0:2, 2+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 6+0:5:0:0:4, 2+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:0:0:3, 39+1:20:0:0:12
