 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 1+0:0:0:0:0, 7+1:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 2+0:0:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 10+2:0:1:1:3, 3+0:0:0:0:3, 5+0:0:0:1:3, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 63+5:0:2:8:24
A minor (0), 2+0:0:0:0:1, 8+1:0:0:2:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 8+1:0:0:2:4, 2+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 10+2:0:1:1:4, 2+0:0:0:0:0, 5+0:0:0:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 8+1:0:0:2:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 79+5:0:2:8:28
F major (1b), 2+0:0:0:0:0, 8+1:0:0:2:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+1:0:0:2:2, 0+0:0:0:0:0, 2+0:2:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 11+2:4:1:1:4, 4+0:3:0:0:3, 6+0:5:0:1:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+1:0:0:2:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 76+5:19:2:8:24
G major (1#), 2+0:1:0:0:0, 7+1:6:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 7+1:6:0:2:3, 2+0:1:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 11+2:3:1:1:3, 3+0:0:0:0:2, 4+0:0:0:1:2, 2+0:0:0:0:2, 1+0:0:0:0:0, 2+0:1:0:0:0, 7+1:6:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 5+0:5:0:0:2, 4+0:2:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 78+5:36:2:8:22
D minor (1b), 3+0:0:0:0:0, 9+1:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 9+1:0:0:2:3, 0+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 11+2:4:1:1:4, 3+0:2:0:0:1, 5+0:4:0:1:2, 3+0:2:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 9+1:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 94+5:16:2:8:23
E minor (1#), 3+0:1:0:0:1, 8+1:6:0:2:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 8+1:6:0:2:4, 3+0:1:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 10+2:3:1:1:4, 2+0:0:0:0:0, 3+0:0:0:1:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 8+1:6:0:2:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 0+0:0:0:0:0, 5+0:5:0:0:5, 5+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 98+5:36:2:8:33
Bb major (2b), 3+0:0:0:0:1, 9+1:0:0:2:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 9+1:0:0:2:4, 1+0:0:0:0:0, 2+0:2:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 10+2:4:1:1:4, 5+0:3:0:0:4, 7+0:5:0:1:5, 4+0:2:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:1, 9+1:0:0:2:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:3, 3+0:1:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 97+5:19:2:8:44
D major (2#), 3+0:1:0:0:0, 8+1:6:0:2:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 8+1:6:0:2:3, 2+0:1:0:0:0, 1+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 11+2:3:1:1:4, 2+0:0:0:0:1, 3+0:0:0:1:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 8+1:6:0:2:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:1, 1+0:0:0:0:0, 6+0:5:0:0:3, 5+0:2:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 96+5:36:2:8:23
G minor (2b), 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 2+0:2:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 11+2:3:1:1:3, 5+0:3:0:0:2, 6+0:4:0:1:2, 4+0:2:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 112+5:15:2:8:22
B minor (2#), 4+0:1:0:0:2, 8+1:6:0:2:4, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:2, 8+1:6:0:2:4, 2+0:1:0:0:2, 2+0:0:1:0:0, 3+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:0, 11+2:3:1:1:5, 2+0:0:0:0:0, 4+0:0:0:1:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:2, 8+1:6:0:2:4, 3+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:2:0:0:3, 1+0:0:0:0:0, 6+0:5:0:0:5, 6+0:2:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 114+5:36:2:8:51
