 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 11+0:0:0:0:3
A major (3#), 1+0:0:0:0:0, 5+0:2:0:0:1, 2+0:1:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 5+0:3:0:0:2, 4+0:1:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 7+0:4:0:0:3, 4+0:3:0:0:3, 6+0:4:0:0:3, 0+0:0:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 62+0:28:0:0:19
C minor (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 15+0:0:0:0:3
F# minor (3#), 1+0:0:0:0:0, 5+0:2:0:0:4, 2+0:0:0:0:1, 5+0:2:0:0:4, 0+0:0:0:0:0, 5+0:2:0:0:4, 4+0:0:0:0:1, 5+0:2:0:0:4, 1+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 0+0:0:0:0:0, 5+0:1:0:0:3, 4+0:2:0:0:3, 3+0:1:0:0:2, 4+0:1:0:0:3, 61+0:24:0:0:45
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 15+0:0:0:0:4
E major (4#), 1+0:0:0:0:0, 6+0:2:0:0:2, 2+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 6+0:2:0:0:2, 5+0:0:0:0:0, 5+0:2:0:0:2, 0+0:0:0:0:0, 7+0:4:0:0:4, 4+0:3:0:0:3, 6+0:4:0:0:4, 0+0:0:0:0:0, 6+0:1:0:0:1, 5+0:2:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:1, 67+0:24:0:0:24
F minor (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 23+0:0:0:0:0
C# minor (4#), 1+0:0:0:0:1, 6+0:2:0:0:5, 1+0:0:0:0:0, 5+0:2:0:0:5, 1+0:0:0:0:1, 6+0:2:0:0:4, 6+0:0:0:0:2, 5+0:2:0:0:5, 0+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 0+0:0:0:0:0, 6+0:1:0:0:4, 6+0:2:0:0:4, 3+0:1:0:0:3, 6+0:1:0:0:4, 69+0:24:0:0:54
Db major (5b), 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 21+0:0:0:0:10
B major (5#), 1+0:0:0:0:0, 6+0:2:0:0:3, 1+0:0:0:0:0, 5+0:2:0:0:3, 1+0:0:0:0:1, 6+0:2:0:0:3, 4+0:0:0:0:1, 5+0:2:0:0:3, 0+0:0:0:0:0, 7+0:4:0:0:5, 4+0:3:0:0:3, 6+0:4:0:0:5, 0+0:0:0:0:0, 6+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:1, 5+0:1:0:0:2, 66+0:24:0:0:35
Bb minor (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 30+0:0:0:0:3
G# minor (5#), 0+0:0:0:0:0, 6+0:2:0:0:6, 1+0:0:0:0:1, 5+0:2:0:0:5, 1+0:0:0:0:1, 6+0:2:0:0:5, 4+0:0:0:0:3, 5+0:2:0:0:5, 0+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 0+0:0:0:0:0, 6+0:1:0:0:5, 5+0:2:0:0:5, 4+0:1:0:0:3, 5+0:1:0:0:5, 65+0:24:0:0:60
Gb major (6b), 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 32+0:0:0:0:19
F# major (6#), 1+0:0:0:0:0, 6+0:2:0:0:4, 1+0:0:0:0:1, 5+0:2:0:0:4, 0+0:0:0:0:0, 6+0:2:0:0:4, 4+0:0:0:0:1, 5+0:2:0:0:4, 0+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 0+0:0:0:0:0, 6+0:1:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:3, 65+0:24:0:0:45
Eb minor (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 28+0:0:0:0:3
D# minor (6#), 1+0:0:0:0:1, 6+0:2:0:0:6, 1+0:0:0:0:1, 5+0:2:0:0:5, 0+0:0:0:0:0, 6+0:2:0:0:5, 4+0:0:0:0:3, 5+0:2:0:0:5, 0+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 0+0:0:0:0:0, 6+0:1:0:0:5, 5+0:2:0:0:5, 4+0:1:0:0:4, 5+0:1:0:0:5, 65+0:24:0:0:61
Cb major (7b), 1+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:4, 43+0:0:0:0:30
C# major (7#), 1+0:0:0:0:1, 6+0:2:0:0:5, 0+0:0:0:0:0, 5+0:2:0:0:5, 0+0:0:0:0:0, 6+0:2:0:0:4, 5+0:0:0:0:2, 5+0:2:0:0:5, 0+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 0+0:0:0:0:0, 6+0:1:0:0:4, 6+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:4, 67+0:24:0:0:53
Ab minor (7b), 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 37+0:0:0:0:4
A# minor (7#), 1+0:0:0:0:1, 6+0:2:0:0:6, 0+0:0:0:0:0, 5+0:2:0:0:5, 0+0:0:0:0:0, 6+0:2:0:0:5, 5+0:0:0:0:3, 5+0:2:0:0:5, 0+0:0:0:0:0, 7+0:4:0:0:6, 4+0:3:0:0:4, 6+0:4:0:0:6, 1+0:0:0:0:0, 6+0:1:0:0:5, 6+0:2:0:0:5, 4+0:1:0:0:4, 6+0:1:0:0:5, 68+0:24:0:0:60
