 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+2:0:0:0:0,  ,  ,  , 1+0+0:0:0:0:0,  ,  , 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 17+0+6:0:0:0:0
A minor (0), 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+2:0:0:0:0,  ,  ,  , 1+0+0:0:0:0:0,  ,  , 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 18+0+11:0:0:0:0
F major (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0,  ,  ,  , 0+0+0:0:0:0:0,  ,  , 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 9+0+5:0:0:0:0
G major (1#), 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0,  ,  ,  , 1+0+0:0:0:0:0,  ,  , 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 36+0+8:0:0:0:0
D minor (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0,  ,  ,  , 0+0+0:0:0:0:0,  ,  , 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 9+0+5:0:0:0:0
E minor (1#), 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 5+0+3:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0,  ,  ,  , 1+0+0:0:0:0:0,  ,  , 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 36+0+14:0:0:0:0
Bb major (2b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0,  ,  ,  , 0+0+0:0:0:0:0,  ,  , 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+5:0:0:0:0
D major (2#), 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 5+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0,  ,  ,  , 1+0+0:0:0:0:0,  ,  , 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 44+0+7:0:0:0:0
G minor (2b), 0+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0,  ,  ,  , 0+0+0:0:0:0:0,  ,  , 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+7:0:0:0:0
B minor (2#), 3+0+1:0:0:0:0, 2+0+1:1:1:0:1, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 5+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0,  ,  ,  , 1+0+0:0:0:0:0,  ,  , 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 43+0+14:1:1:0:1
