 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
C minor (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:0, 5+1:1:0:0:1, 5+1:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:2, 2+0:0:1:0:1, 2+0:0:0:0:0, 5+1:1:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:0, 5+1:1:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:1, 80+4:8:4:0:15
F# minor (3#), 2+0:0:0:0:1, 5+0:2:0:0:4, 8+0:3:0:0:5, 5+0:3:0:0:5, 2+0:0:1:0:0, 7+0:4:0:0:6, 8+0:6:1:0:7, 5+0:3:0:0:4, 6+0:1:0:0:2, 9+0:2:0:0:4, 4+0:2:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 3+0:1:0:0:3, 4+0:3:0:0:4, 4+0:3:0:0:3, 4+0:2:0:0:3, 1+0:0:0:0:1, 4+0:2:0:0:3, 3+0:1:0:0:2, 5+0:3:0:0:5, 0+0:0:0:0:0, 4+0:4:1:0:4, 5+0:3:1:0:4, 4+0:2:0:0:3, 6+0:1:0:0:2, 5+0:2:0:0:4, 8+0:3:0:0:5, 5+0:3:0:0:5, 2+0:0:1:0:0, 7+0:4:0:0:6, 8+0:6:1:0:7, 5+0:4:0:0:5, 9+0:2:0:0:4, 4+0:2:0:0:4, 7+0:2:0:0:4, 182+0:87:6:0:134
Ab major (4b), 2+0:0:0:0:2, 0+0:0:0:0:0, 4+0:1:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 4+1:1:0:0:3, 3+1:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:1:0:0, 0+0:0:0:0:0, 4+1:1:0:0:3, 0+0:0:0:0:0, 4+0:1:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 3+1:1:0:0:2, 0+0:0:0:0:0, 2+0:1:0:0:2, 38+4:8:4:0:23
E major (4#), 1+0:0:0:0:0, 5+0:2:0:0:2, 8+0:3:0:0:3, 5+0:3:0:0:3, 2+0:0:1:0:1, 7+0:4:0:0:4, 8+0:6:1:0:6, 5+0:3:0:0:3, 5+0:1:0:0:1, 8+0:2:0:0:2, 4+0:2:0:0:2, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:2:0:0:2, 3+0:1:0:0:1, 4+0:3:0:0:3, 4+0:3:0:0:3, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:1:0:0:1, 5+0:3:0:0:3, 1+0:0:0:0:0, 4+0:4:1:0:4, 5+0:3:1:0:3, 4+0:2:0:0:2, 5+0:1:0:0:1, 5+0:2:0:0:2, 8+0:3:0:0:3, 5+0:3:0:0:3, 2+0:0:1:0:1, 7+0:4:0:0:4, 8+0:6:1:0:6, 5+0:4:0:0:4, 8+0:2:0:0:2, 4+0:2:0:0:2, 6+0:2:0:0:2, 176+0:87:6:0:89
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 3+1:1:0:0:1, 2+1:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:1:0:1, 0+0:0:0:0:0, 3+1:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 2+1:1:0:0:1, 1+0:0:0:0:0, 1+0:1:0:0:1, 49+4:8:4:0:12
C# minor (4#), 1+0:1:1:0:1, 5+0:2:0:0:5, 8+0:3:0:0:5, 5+0:3:0:0:5, 1+0:0:0:0:0, 7+0:4:0:0:7, 8+0:6:1:0:8, 5+0:3:0:0:5, 5+0:1:0:0:3, 8+0:2:0:0:6, 4+0:2:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 3+0:1:0:0:3, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:4, 0+0:0:0:0:0, 4+0:2:0:0:4, 2+0:1:0:0:2, 5+0:3:0:0:5, 1+0:0:0:0:1, 4+0:4:1:0:4, 5+0:3:1:0:5, 4+0:2:0:0:4, 5+0:1:0:0:3, 5+0:2:0:0:5, 8+0:3:0:0:5, 5+0:3:0:0:5, 1+0:0:0:0:0, 7+0:4:0:0:7, 8+0:6:1:0:8, 5+0:4:0:0:5, 8+0:2:0:0:6, 4+0:2:0:0:4, 6+0:2:0:0:5, 173+0:88:5:0:156
Db major (5b), 2+0:0:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 4+1:1:0:0:3, 4+1:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 4+1:1:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 0+0:0:0:0:0, 4+1:1:0:0:2, 0+0:0:0:0:0, 3+0:1:0:0:2, 50+4:8:4:0:23
B major (5#), 1+0:0:0:0:0, 5+0:2:0:0:3, 8+0:3:0:0:4, 5+0:3:0:0:4, 1+0:0:1:0:1, 7+0:4:0:0:5, 8+0:6:1:0:7, 5+0:3:0:0:4, 5+0:1:0:0:1, 8+0:2:0:0:3, 4+0:2:0:0:3, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+0:3:0:0:4, 4+0:3:0:0:3, 4+0:2:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:3, 2+0:1:0:0:1, 5+0:3:0:0:4, 1+0:0:0:0:1, 4+0:4:1:0:4, 5+0:3:1:0:4, 4+0:2:0:0:3, 5+0:1:0:0:1, 5+0:2:0:0:3, 8+0:3:0:0:4, 5+0:3:0:0:4, 1+0:0:1:0:1, 7+0:4:0:0:5, 8+0:6:1:0:7, 5+0:4:0:0:5, 8+0:2:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 175+0:87:6:0:116
Bb minor (5b), 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 5+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 76+0:12:4:0:15
G# minor (5#), 1+0:0:0:0:1, 5+0:2:0:0:5, 8+0:3:0:0:5, 5+0:3:0:0:5, 1+0:0:1:0:0, 7+0:4:0:0:7, 8+0:6:1:0:8, 5+0:3:0:0:5, 3+0:1:0:0:2, 8+0:2:0:0:6, 4+0:2:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:5, 5+0:2:0:0:5, 4+0:1:0:0:3, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 2+0:1:0:0:2, 5+0:3:0:0:5, 1+0:0:0:0:1, 4+0:4:1:0:4, 5+0:3:1:0:5, 4+0:2:0:0:4, 3+0:1:0:0:2, 5+0:2:0:0:5, 8+0:3:0:0:5, 5+0:3:0:0:5, 1+0:0:1:0:0, 7+0:4:0:0:7, 8+0:6:1:0:8, 5+0:4:0:0:5, 8+0:2:0:0:6, 4+0:2:0:0:4, 6+0:2:0:0:5, 171+0:87:6:0:155
Gb major (6b), 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+1:1:0:0:4, 5+1:1:0:0:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+1:1:0:0:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+1:1:0:0:4, 1+0:0:0:0:0, 4+0:1:0:0:3, 69+4:8:0:0:43
F# major (6#), 2+0:0:0:0:1, 5+0:2:0:0:4, 8+0:3:0:0:5, 5+0:3:0:0:5, 1+0:0:1:0:0, 7+0:4:0:0:6, 8+0:6:1:0:7, 5+0:3:0:0:4, 6+0:1:0:0:2, 9+0:2:0:0:4, 4+0:2:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 4+0:3:0:0:4, 4+0:3:0:0:3, 4+0:2:0:0:3, 1+0:0:0:0:1, 4+0:2:0:0:3, 3+0:1:0:0:2, 5+0:3:0:0:5, 0+0:0:0:0:0, 4+0:4:1:0:4, 5+0:3:1:0:4, 4+0:2:0:0:3, 6+0:1:0:0:2, 5+0:2:0:0:4, 8+0:3:0:0:5, 5+0:3:0:0:5, 1+0:0:1:0:0, 7+0:4:0:0:6, 8+0:6:1:0:7, 5+0:4:0:0:5, 9+0:2:0:0:4, 4+0:2:0:0:4, 7+0:2:0:0:4, 181+0:87:6:0:134
Eb minor (6b), 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+1:1:0:0:3, 6+1:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+1:1:0:0:3, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+1:1:0:0:2, 1+0:0:0:0:0, 5+0:1:0:0:2, 89+4:8:0:0:19
D# minor (6#), 2+0:0:0:0:1, 5+0:2:0:0:5, 8+0:3:0:0:6, 5+0:3:0:0:5, 2+0:0:0:0:1, 7+0:4:0:0:7, 8+0:6:1:0:8, 5+0:3:0:0:5, 6+0:1:0:0:3, 9+0:2:0:0:6, 4+0:2:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:5, 0+0:0:0:0:0, 4+0:4:1:0:4, 5+0:3:1:0:5, 4+0:2:0:0:4, 6+0:1:0:0:3, 5+0:2:0:0:5, 8+0:3:0:0:6, 5+0:3:0:0:5, 2+0:0:0:0:1, 7+0:4:0:0:7, 8+0:6:1:0:8, 5+0:4:0:0:5, 9+0:2:0:0:6, 4+0:2:0:0:4, 7+0:2:0:0:5, 183+0:87:4:0:160
Cb major (7b), 1+0:0:0:0:1, 3+0:0:0:0:2, 6+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+1:1:0:0:5, 6+1:1:0:0:5, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+1:1:0:0:5, 3+0:0:0:0:2, 6+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+1:1:0:0:5, 2+0:0:0:0:1, 5+0:1:0:0:4, 95+4:8:0:0:64
