 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 6+0+3:1:0:0:1, 4+0+3:0:0:0:0, 5+0+2:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 45+0+13:1:0:0:1
A minor (0), 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+4:0:0:0:1, 4+0+2:1:0:0:0, 5+0+1:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 44+0+13:1:0:0:1
F major (1b), 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+3:1:0:0:1, 3+0+3:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 24+0+10:1:0:0:1
G major (1#), 2+0+0:0:0:0:0, 5+0+2:0:0:0:0, 5+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 8+0+3:0:0:0:1, 3+0+2:1:0:0:0, 6+0+1:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 54+0+13:1:0:0:1
D minor (1b), 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+3:1:0:0:1, 3+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 24+0+13:1:0:0:1
E minor (1#), 2+0+0:0:0:0:0, 5+0+2:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+0:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+1:0:1:0:0, 2+0+3:0:0:0:0, 6+0+0:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 51+0+8:0:1:0:0
Bb major (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+2:0:0:0:1, 3+0+3:0:0:0:1, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 20+0+6:0:0:0:2
D major (2#), 2+0+0:0:0:0:0, 6+0+3:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 7+0+1:0:0:0:0, 6+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 51+0+7:0:0:0:0
G minor (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+3:0:0:0:1, 3+0+2:1:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 20+0+9:1:0:0:1
B minor (2#), 2+0+0:0:0:0:0, 6+0+3:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 2+0+3:0:0:0:1, 5+0+0:0:0:0:0, 5+0+2:0:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 47+0+9:0:0:0:2
