 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
A major (3#), 2+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+1:0:0:0:0, 1+0+2:0:0:0:0, 3+0+1:1:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 32+0+10:2:0:0:0
C minor (3b), 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 21+0+12:0:0:0:0
F# minor (3#), 2+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+4:1:0:0:0, 1+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:1:0:1, 4+0+4:1:0:0:3, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+4:1:0:0:3, 4+0+2:0:0:0:0, 0+0+0:0:0:0:0, 30+0+22:4:1:0:7
Ab major (4b), 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+2:0:0:0:0, 21+0+15:0:0:0:0
E major (4#), 3+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+4:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+3:0:0:0:0, 4+0+5:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 36+0+22:1:0:0:0
F minor (4b), 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 22+0+12:0:0:0:0
C# minor (4#), 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 4+0+5:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:1:0:0, 4+0+4:0:0:0:2, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+4:0:0:0:2, 5+0+4:0:0:0:2, 1+0+0:0:0:0:0, 35+0+24:0:1:0:6
Db major (5b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 27+0+15:0:0:0:0
B major (5#), 3+0+1:0:0:0:0, 4+0+1:1:0:0:0, 4+0+4:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+1:0:1:0:0, 4+0+4:0:0:0:2, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+4:0:0:0:2, 5+0+4:0:0:0:2, 1+0+0:0:0:0:0, 36+0+22:1:1:0:6
Bb minor (5b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+2:0:0:0:0, 27+0+14:0:0:0:0
G# minor (5#), 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+5:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+1:0:1:0:0, 4+0+4:0:0:0:2, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+4:0:0:0:2, 5+0+4:0:0:0:2, 1+0+0:0:0:0:0, 36+0+22:0:1:0:6
Gb major (6b), 2+0+1:0:0:0:1, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 29+0+12:0:0:0:1
F# major (6#), 4+0+1:0:0:0:0, 4+0+1:1:0:0:0, 3+0+4:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+1:0:1:0:1, 3+0+4:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:0:0:0:0, 4+0+4:0:0:0:0, 1+0+0:0:0:0:0, 30+0+22:1:1:0:1
Eb minor (6b), 2+0+1:0:0:0:1, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 28+0+15:0:0:0:1
D# minor (6#), 3+0+1:1:1:0:1, 4+0+1:0:0:0:0, 3+0+5:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+1:0:1:0:0, 3+0+4:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 31+0+19:1:2:0:1
Cb major (7b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 6+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+1:0:0:0:0, 2+0+0:0:0:0:0, 40+0+12:0:0:0:0
C# major (7#), 3+0+1:1:1:0:1, 4+0+1:0:0:0:0, 3+0+5:0:0:0:0, 1+0+1:0:0:0:0, 4+0+1:0:0:0:0, 2+0+1:0:1:0:0, 3+0+4:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 31+0+19:1:2:0:1
Ab minor (7b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 6+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+2:0:0:0:0, 1+0+2:0:0:0:0, 39+0+15:0:0:0:0
A# minor (7#), 3+0+1:1:1:0:1, 4+0+1:0:0:0:0, 3+0+5:0:0:0:0, 1+0+1:0:0:0:0, 4+0+1:0:0:0:0, 2+0+1:0:1:0:0, 3+0+4:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 31+0+19:1:2:0:1
