 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 6+0:0:1:0:1, 5+0:0:1:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:0, 7+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:1, 5+0:0:1:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 86+0:0:7:0:16
A minor (0), 7+0:0:1:0:3, 6+0:0:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 7+0:0:1:0:3, 5+0:0:0:0:2, 7+0:0:1:0:4, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:3, 3+0:0:0:0:0, 7+0:0:1:0:3, 6+0:0:1:0:4, 5+0:0:0:0:1, 2+0:0:0:0:0, 7+0:0:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 100+0:0:7:0:39
A minor mel (0), 6+0:0:1:0:3, 7+0:0:1:0:4, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:1:0:3, 6+0:0:0:0:2, 7+0:0:1:0:4, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 7+0:0:0:0:3, 2+0:0:0:0:0, 6+0:0:1:0:3, 7+0:0:1:0:4, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 100+0:0:7:0:39
C major blues (0), 6+0:0:1:0:1, 6+0:0:1:0:2, 6+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:1:0:1, 5+0:0:0:0:0, 7+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:1, 6+0:0:1:0:2, 6+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 101+0:0:7:0:16
A minor blues (0), 6+0:0:1:0:1, 6+0:0:1:0:2, 6+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:1:0:1, 5+0:0:0:0:0, 7+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:1, 6+0:0:1:0:2, 6+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 101+0:0:7:0:16
C dorian (0), 5+0:0:1:0:1, 6+0:0:1:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 5+0:0:0:0:0, 7+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 6+0:0:1:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 86+0:0:7:0:16
C phrygian (0), 5+0:0:1:0:1, 4+0:0:1:0:2, 6+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 4+0:0:1:0:2, 6+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 74+0:0:7:0:16
C lydian (0), 5+0:0:1:0:1, 6+0:0:1:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 5+0:0:0:0:0, 7+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 6+0:0:1:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 86+0:0:7:0:16
C mixolydian (0), 5+0:0:1:0:1, 4+0:0:1:0:2, 6+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 4+0:0:1:0:2, 6+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 74+0:0:7:0:16
C aeolian (0), 6+0:0:1:0:1, 5+0:0:1:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:0, 7+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:1, 5+0:0:1:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 86+0:0:7:0:16
