 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, rowcost
D# minor (6#), 4+0:1:0:0:4, 3+0:2:0:0:3, 4+0:1:0:0:4, 3+0:2:0:0:3, 2+0:0:0:0:2, 6+0:2:0:0:6, 4+0:0:0:0:4, 4+0:2:0:0:4, 3+0:2:0:0:3, 6+1:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:4, 6+0:3:0:0:6, 1+0:0:0:0:1, 4+0:1:0:0:4, 3+0:2:0:0:3, 2+0:0:0:0:2, 6+0:0:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:5, 6+0:1:0:0:5, 7+0:3:0:0:6, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:0:0:0:4, 7+0:1:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:3:0:0:4, 4+0:4:0:0:4, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:0:0:0:4, 7+0:1:0:0:6, 7+0:2:0:0:6, 4+0:1:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:2:0:0:4, 229+1:83:3:0:213
Eb minor mel (6b), 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 5+0:1:1:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0,  , 4+0:2:0:0:3, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:1:0:0:2, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 101+0:17:4:0:35
D# minor mel (6#), 4+0:1:0:0:4, 3+0:2:0:0:3, 4+0:1:0:0:4, 3+0:2:0:0:3, 3+0:0:0:0:2, 6+0:2:0:0:6, 4+0:0:0:0:4, 4+0:2:0:0:4, 3+0:2:0:0:3, 6+1:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 6+0:3:0:0:6, 0+0:0:0:0:0, 4+0:1:0:0:4, 3+0:2:0:0:3, 3+0:0:0:0:2, 7+0:0:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:5, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:0:0:0:4, 7+0:1:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:3:0:0:4, 4+0:4:0:0:4, 5+0:1:0:0:4, 7+0:3:0:0:6, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 6+0:0:0:0:4, 7+0:1:0:0:6, 8+0:2:0:0:6, 5+0:1:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:2:0:0:4, 238+1:83:3:0:211
Gb major blues (6b), 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:4, 5+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:4, 8+0:1:0:0:6, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:2:0:0:4, 5+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:3, 7+0:0:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 5+0:2:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:4, 5+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:0:0:4, 7+0:0:0:0:4, 6+0:0:0:0:4, 5+0:1:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:1, 206+0:17:3:0:112
F# major blues (6#), 4+0:1:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:3, 4+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 6+1:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 7+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+0:3:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 7+0:0:0:0:1, 5+0:1:0:0:3, 5+0:3:0:0:4, 5+0:1:0:0:3, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 7+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 7+0:0:0:0:2, 7+0:1:0:0:3, 8+0:2:0:0:4, 5+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 240+1:83:3:0:137
Eb minor blues (6b), 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:4, 5+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:0:0:4, 5+0:1:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:4, 8+0:1:0:0:6, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:2:0:0:4, 5+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:3, 7+0:0:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 5+0:2:0:0:5, 5+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:4, 5+0:0:0:0:1, 1+0:0:1:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:0:0:4, 7+0:0:0:0:4, 6+0:0:0:0:4, 5+0:1:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:1, 206+0:17:3:0:112
D# minor blues (6#), 4+0:1:0:0:4, 3+0:2:0:0:3, 4+0:1:0:0:4, 3+0:2:0:0:3, 3+0:0:0:0:2, 6+0:2:0:0:6, 4+0:0:0:0:4, 4+0:2:0:0:4, 3+0:2:0:0:3, 6+1:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 7+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 6+0:3:0:0:6, 0+0:0:0:0:0, 4+0:1:0:0:4, 3+0:2:0:0:3, 3+0:0:0:0:2, 7+0:0:0:0:4, 5+0:1:0:0:4, 5+0:3:0:0:5, 4+0:1:0:0:4, 7+0:3:0:0:6, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 6+0:0:0:0:4, 7+0:1:0:0:6, 5+0:2:0:0:5, 5+0:2:0:0:5, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:3:0:0:4, 4+0:4:0:0:4, 4+0:1:0:0:4, 7+0:3:0:0:6, 4+0:4:1:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 7+0:0:0:0:4, 7+0:1:0:0:6, 8+0:2:0:0:6, 5+0:1:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:2:0:0:4, 238+1:83:3:0:212
Gb dorian (6b), 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 6+0:1:1:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0,  , 5+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 128+0:17:4:0:35
F# dorian (6#), 4+0:1:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:3, 4+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 6+1:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+0:3:0:0:5, 0+0:0:0:0:0, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 7+0:0:0:0:1, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:2, 7+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 7+0:1:0:0:3, 8+0:2:0:0:4, 5+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 235+1:83:3:0:135
Gb phrygian (6b), 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:1:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:2, 5+0:1:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 7+0:1:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0,  , 5+0:2:0:0:5, 4+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:4, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 175+0:17:0:0:75
F# phrygian (6#), 4+0:1:0:0:1, 3+0:2:0:0:2, 4+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 4+0:2:0:0:2, 3+0:2:0:0:2, 6+1:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:3:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:1, 7+0:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 0+0:0:0:0:0, 6+0:5:0:0:5,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 4+0:1:0:0:1, 7+0:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:1, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 219+1:83:3:0:83
Gb lydian (6b), 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 6+0:1:1:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0,  , 5+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 128+0:17:4:0:35
F# lydian (6#), 4+0:1:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:3, 4+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 6+1:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+0:3:0:0:5, 0+0:0:0:0:0, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 7+0:0:0:0:1, 5+0:1:0:0:3, 5+0:3:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:2, 7+0:1:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 0+0:0:0:0:0, 6+0:5:0:0:6,  , 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:2, 7+0:1:0:0:3, 8+0:2:0:0:4, 5+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 235+1:83:3:0:135
Gb mixolydian (6b), 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:1:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:2, 5+0:1:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 7+0:1:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 6+0:2:0:0:4, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0,  , 5+0:2:0:0:5, 4+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:4, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 175+0:17:0:0:75
F# mixolydian (6#), 4+0:1:0:0:1, 3+0:2:0:0:2, 4+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 4+0:2:0:0:2, 3+0:2:0:0:2, 6+1:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:3:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 5+0:3:0:0:3, 5+0:1:0:0:1, 7+0:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 0+0:0:0:0:0, 6+0:5:0:0:5,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 4+0:1:0:0:1, 7+0:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:1, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 219+1:83:3:0:83
Gb aeolian (6b), 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 4+0:0:0:0:1, 5+0:1:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 5+0:1:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 7+0:1:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0,  , 5+0:2:0:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:3, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 151+0:17:0:0:45
F# aeolian (6#), 4+0:1:0:0:1, 3+0:2:0:0:2, 4+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 4+0:2:0:0:2, 3+0:2:0:0:3, 6+1:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 6+0:3:0:0:4, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:0, 5+0:1:0:0:2, 5+0:3:0:0:4, 5+0:1:0:0:2, 7+0:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:0:0:0:1, 7+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 0+0:0:0:0:0, 6+0:5:0:0:5,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:3, 4+0:4:0:0:4, 4+0:1:0:0:2, 7+0:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:1, 7+0:1:0:0:2, 7+0:2:0:0:3, 4+0:1:0:0:1, 5+0:2:0:0:3, 4+0:1:0:0:1, 4+0:2:0:0:3, 4+0:1:0:0:1, 4+0:2:0:0:3, 226+1:83:3:0:109
Gb locrian (6b), 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:4, 5+0:0:0:0:3, 4+0:1:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:0:0:3, 5+0:1:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:4, 8+0:1:0:0:5, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:2:0:0:4, 5+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:3, 7+0:0:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 5+0:2:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:2:0:0:4, 5+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:0:0:3, 7+0:0:0:0:4, 6+0:0:0:0:4, 5+0:1:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:1, 199+0:17:0:0:106
F# locrian (6#), 4+0:1:0:0:1, 3+0:2:0:0:1, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:2, 6+1:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:3:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:2, 4+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:2, 4+0:2:0:0:1, 0+0:0:0:0:0, 6+0:5:0:0:4,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 4+0:4:0:0:3, 3+0:1:0:0:1, 7+0:3:0:0:2, 4+0:4:1:0:4, 4+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 7+0:2:0:0:2, 4+0:1:0:0:1, 5+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:1, 211+1:87:3:0:57
