 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 2+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 0+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 7+0:0:1:0:3, 3+0:0:0:0:0, 6+0:0:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 8+0:0:1:0:5, 4+0:0:0:0:1, 5+0:0:2:0:2, 9+0:0:1:0:6, 4+0:0:0:0:0, 11+1:0:2:0:4, 5+0:0:0:0:1, 0+0:0:0:0:0, 107+1:0:12:0:34
A minor (0), 3+0:0:0:0:1, 3+0:0:1:0:1, 4+0:0:1:0:2, 0+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:1:0:4, 7+0:0:1:0:5, 4+0:0:0:0:2, 6+0:0:1:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 8+0:0:1:1:3, 3+0:0:0:0:0, 6+0:0:2:0:4, 10+0:0:1:0:3, 3+0:0:0:0:0, 11+1:0:2:0:6, 5+0:0:0:0:4, 1+0:0:0:0:0, 114+1:0:12:1:54
A minor mel (0), 3+0:0:0:0:1, 2+0:0:1:0:1, 3+0:0:1:0:2, 1+0:0:0:0:0, 6+0:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:4, 6+1:0:1:0:4, 5+0:0:0:0:2, 7+0:0:1:0:4, 4+0:0:0:0:2, 4+0:0:0:0:2, 7+0:0:1:1:3, 2+0:0:0:0:0, 7+0:0:2:0:4, 9+0:0:1:0:3, 3+0:0:1:0:1, 11+1:0:2:0:6, 6+0:0:0:0:4, 2+0:0:0:0:0, 122+2:0:13:1:54
C major blues (0), 2+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 2+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:1:0:2, 7+0:0:1:0:3, 4+0:0:0:0:0, 7+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 9+0:0:1:0:5, 4+0:0:0:0:1, 6+0:0:2:0:2, 10+1:0:1:0:5, 5+0:0:0:0:0, 11+1:0:2:0:4, 6+0:0:0:0:1, 3+0:0:0:0:0, 131+2:0:12:0:33
A minor blues (0), 2+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 2+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:1:0:2, 7+0:0:1:0:3, 4+0:0:0:0:0, 7+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 9+0:0:1:0:5, 4+0:0:0:0:1, 6+0:0:2:0:2, 10+1:0:1:0:5, 5+0:0:0:0:0, 11+1:0:2:0:4, 6+0:0:0:0:1, 3+0:0:0:0:0, 131+2:0:12:0:33
C dorian (0), 2+0:0:0:0:0, 2+0:0:1:0:2, 4+0:0:1:0:3, 1+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:2, 6+1:0:1:0:2, 4+0:0:0:0:0, 7+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:1:0:5, 3+0:0:0:0:1, 6+0:0:2:0:2, 8+0:0:1:0:6, 4+0:0:1:0:1, 11+1:0:2:0:4, 6+0:0:0:0:1, 1+0:0:0:0:0, 115+2:0:13:0:34
C phrygian (0), 1+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 0+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 6+0:0:1:0:3, 2+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 9+0:0:1:0:5, 4+0:0:0:0:1, 4+0:0:2:0:2, 10+0:0:1:0:6, 3+0:0:0:0:0, 10+1:0:2:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 94+1:0:12:0:34
C lydian (0), 2+0:0:0:0:0, 2+0:0:1:0:2, 4+0:0:1:0:3, 1+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:1:0:2, 6+1:0:1:0:2, 4+0:0:0:0:0, 7+0:0:1:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:1:0:5, 3+0:0:0:0:1, 6+0:0:2:0:2, 8+0:0:1:0:6, 4+0:0:1:0:1, 11+1:0:2:0:4, 6+0:0:0:0:1, 1+0:0:0:0:0, 115+2:0:13:0:34
C mixolydian (0), 1+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 0+0:0:0:0:0, 3+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 6+0:0:1:0:3, 2+0:0:0:0:0, 5+0:0:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 9+0:0:1:0:5, 4+0:0:0:0:1, 4+0:0:2:0:2, 10+0:0:1:0:6, 3+0:0:0:0:0, 10+1:0:2:0:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 94+1:0:12:0:34
C aeolian (0), 2+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 0+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 7+0:0:1:0:3, 3+0:0:0:0:0, 6+0:0:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 8+0:0:1:0:5, 4+0:0:0:0:1, 5+0:0:2:0:2, 9+0:0:1:0:6, 4+0:0:0:0:0, 11+1:0:2:0:4, 5+0:0:0:0:1, 0+0:0:0:0:0, 107+1:0:12:0:34
