 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:1:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:2:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 70+0:0:3:0:9
A minor (0), 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 7+0:0:0:0:4, 3+0:0:1:0:3, 4+0:0:0:0:2, 6+0:0:0:0:4, 7+0:0:2:0:6, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 92+0:0:3:0:41
F major (1b), 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:2:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 68+0:4:3:0:7
G major (1#), 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:3:0:0:1, 2+0:1:0:0:0, 3+0:3:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 7+0:5:0:0:2, 4+0:3:1:0:2, 4+0:3:0:0:0, 6+0:5:0:0:2, 8+0:7:2:0:4, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:3:0:0:1, 1+0:1:0:0:0, 86+0:60:3:0:13
D minor (1b), 2+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:3, 3+0:0:1:0:3, 3+0:0:0:0:1, 5+0:0:0:0:3, 6+0:0:2:0:5, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 92+0:4:3:0:24
E minor (1#), 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:3:0:0:3, 4+0:2:0:0:2, 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:3:0:0:3, 3+0:0:0:0:0, 3+0:3:0:0:3, 2+0:0:0:0:0, 3+0:1:0:0:1, 5+0:3:0:0:3, 7+0:5:0:0:5, 4+0:3:1:0:3, 5+0:3:0:0:3, 6+0:5:0:0:5, 8+0:7:2:0:7, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:3:0:0:3, 4+0:2:0:0:2, 3+0:0:0:0:0, 2+0:1:0:0:1, 6+0:3:0:0:3, 1+0:1:0:0:1, 104+0:51:3:0:51
Bb major (2b), 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:2:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 45+0:4:3:0:14
D major (2#), 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:2, 3+0:1:0:0:0, 4+0:3:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:1, 8+0:5:0:0:3, 4+0:3:1:0:3, 5+0:3:0:0:1, 7+0:5:0:0:3, 8+0:7:2:0:5, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 6+0:3:0:0:2, 2+0:1:0:0:0, 110+0:60:3:0:24
G minor (2b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:2, 6+0:0:2:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 61+0:0:3:0:13
B minor (2#), 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:2, 6+0:3:0:0:4, 4+0:2:0:0:3, 4+0:0:0:0:1, 3+0:1:0:0:2, 4+0:3:0:0:3, 3+0:0:0:0:1, 4+0:3:0:0:3, 1+0:0:0:0:1, 4+0:1:0:0:2, 6+0:3:0:0:4, 8+0:5:0:0:6, 4+0:3:1:0:4, 6+0:3:0:0:4, 7+0:5:0:0:6, 8+0:7:2:0:8, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:2, 6+0:3:0:0:4, 4+0:2:0:0:3, 4+0:0:0:0:1, 3+0:1:0:0:2, 6+0:3:0:0:4, 2+0:1:0:0:1, 117+0:51:3:0:75
