 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 7+2:0:1:0:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+1:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 53+3:0:1:0:8
A minor (0), 2+0:0:0:0:1, 4+0:0:0:0:2, 8+2:0:1:0:5, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 6+1:0:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 7+0:0:0:0:2, 1+0:0:0:0:0, 74+3:0:1:0:28
F major (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+1:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 41+3:9:1:0:10
G major (1#), 2+0:1:0:0:0, 4+0:3:0:0:1, 8+2:5:1:0:4, 1+0:0:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 3+0:3:0:0:1, 2+0:2:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:0, 6+1:3:0:0:2, 1+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 6+0:3:0:0:0, 1+0:1:0:0:0, 66+3:41:1:0:10
D minor (1b), 2+0:0:0:0:0, 2+0:0:0:0:1, 7+2:2:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:1:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:1, 0+0:0:0:0:0, 56+3:7:1:0:12
E minor (1#), 3+0:1:0:0:1, 4+0:3:0:0:3, 9+2:5:1:0:5, 2+0:0:0:0:0, 3+0:2:0:0:2, 3+0:1:0:0:1, 2+0:2:0:0:2, 3+0:1:0:0:1, 4+0:3:0:0:3, 3+0:2:0:0:2, 3+0:1:0:0:1, 2+0:1:0:0:1, 3+0:2:0:0:2, 5+1:3:0:0:3, 2+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:3:0:0:3, 5+0:1:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 3+0:1:0:0:1, 6+0:3:0:0:3, 1+0:1:0:0:1, 81+3:41:1:0:41
Bb major (2b), 0+0:0:0:0:0, 1+0:0:0:0:0, 5+2:2:1:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+1:1:0:0:2, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:2:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 28+3:9:1:0:13
D major (2#), 3+0:1:0:0:0, 4+0:3:0:0:1, 9+2:5:1:0:4, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 7+1:3:0:0:3, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 7+0:3:0:0:1, 1+0:1:0:0:0, 81+3:41:1:0:12
G minor (2b), 1+0:0:0:0:0, 2+0:0:0:0:1, 6+2:1:1:0:4, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+1:1:0:0:2, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 0+0:0:0:0:0, 41+3:5:1:0:10
B minor (2#), 4+0:1:0:0:2, 5+0:3:0:0:4, 10+2:5:1:0:6, 2+0:0:0:0:1, 3+0:2:0:0:2, 4+0:1:0:0:2, 2+0:2:0:0:2, 2+0:1:0:0:2, 5+0:3:0:0:3, 4+0:2:0:0:2, 4+0:1:0:0:2, 2+0:1:0:0:1, 5+0:2:0:0:3, 8+1:3:0:0:4, 3+0:1:0:0:1, 3+0:1:0:0:2, 4+0:1:0:0:2, 5+0:3:0:0:4, 6+0:1:0:0:2, 2+0:0:0:0:1, 3+0:2:0:0:2, 4+0:1:0:0:2, 7+0:3:0:0:3, 1+0:1:0:0:1, 98+3:41:1:0:56
