 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+1:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 6+1:0:0:0:2, 5+1:0:1:0:2, 5+1:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+1:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 40+5:0:3:0:11
A minor (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 6+1:0:0:0:3, 6+1:0:1:0:2, 5+1:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 58+5:0:3:0:12
F major (1b), 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 2+1:2:1:0:2, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 7+1:1:0:0:1, 4+1:2:1:0:2, 6+1:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 2+1:2:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 39+5:15:3:0:15
G major (1#), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+1:1:1:0:1, 3+0:1:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:2:0:0:0, 7+1:3:0:0:2, 6+1:2:1:0:1, 6+1:3:0:0:2, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+1:1:1:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 58+5:19:3:0:10
D minor (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+1:2:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 8+1:1:0:0:3, 3+1:1:1:0:2, 7+1:1:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+1:2:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 63+5:14:3:0:11
E minor (1#), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:1:1:0:2, 4+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:2, 6+1:3:0:0:3, 7+1:2:1:0:3, 7+1:3:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:1:1:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 81+5:18:3:0:21
Bb major (2b), 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+1:2:1:0:2, 1+0:0:0:0:1, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 0+0:0:0:0:0, 6+1:1:0:0:2, 5+1:2:1:0:2, 5+1:1:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+1:2:1:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 49+5:15:3:0:26
D major (2#), 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:1:1:0:1, 4+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:2:0:0:0, 8+1:3:0:0:3, 5+1:2:1:0:2, 7+1:3:0:0:3, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:1:1:0:1, 4+0:1:0:0:0, 2+0:0:0:0:0, 82+5:19:3:0:11
G minor (2b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+1:1:1:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 7+1:1:0:0:2, 6+1:2:1:0:1, 6+1:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+1:1:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 67+5:9:3:0:10
B minor (2#), 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+1:1:1:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:0:0:3, 8+1:3:0:0:4, 5+1:2:1:0:3, 7+1:3:0:0:4, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+1:1:1:0:2, 5+0:1:0:0:2, 3+0:0:0:0:1, 105+5:19:3:0:41
