 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, rowcost
Bb dorian (2b), 6+0:0:0:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 40+0:0:0:7:12
D dorian (2#), 5+0:0:0:2:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 61+0:10:0:7:12
Bb phrygian (2b), 7+0:5:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 6+1:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 50+1:19:0:6:13
D phrygian (2#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:1:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 41+0:0:0:7:12
Bb lydian (2b), 6+0:0:0:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 40+0:0:0:7:12
D lydian (2#), 5+0:0:0:2:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 61+0:10:0:7:12
Bb mixolydian (2b), 7+0:5:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 6+1:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 50+1:19:0:6:13
D mixolydian (2#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:1:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 41+0:0:0:7:12
Bb aeolian (2b), 6+0:0:0:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 42+1:0:0:6:11
D aeolian (2#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:1:0:1:2, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 53+0:12:0:7:12
Bb locrian (2b), 7+0:5:0:2:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 6+1:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 65+1:19:0:6:23
D locrian (2#), 5+0:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:1:2, 35+0:0:0:7:12
Eb major (3b), 7+0:5:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 6+1:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 50+1:19:0:6:13
A major (3#), 5+0:0:0:2:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 61+0:10:0:7:12
C minor (3b), 6+0:5:0:2:3, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:5:0:2:3, 0+0:0:0:0:0, 5+1:2:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:0:1:2, 45+1:20:0:6:11
F# minor (3#), 5+0:0:0:2:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:2, 2+0:1:1:0:2, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:1:2, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 5+0:3:0:0:5, 4+0:1:0:0:2, 5+0:2:0:0:4, 1+0:0:0:0:1, 5+0:0:0:2:2, 0+0:0:0:0:0, 5+0:0:0:1:1, 5+0:2:0:0:4, 1+0:0:0:0:1, 5+0:0:0:1:3, 66+0:11:1:7:38
C minor mel (3b), 5+0:5:0:2:3, 1+0:0:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:0:2:3, 0+0:0:0:0:0, 4+1:2:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:3:0:1:2, 37+1:20:0:6:11
F# minor mel (3#), 4+0:0:0:2:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 3+0:1:1:0:2, 4+0:1:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:1:2, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:3:0:0:5, 5+0:1:0:0:2, 6+0:2:0:0:4, 1+0:0:0:0:1, 4+0:0:0:2:2, 1+0:0:0:0:0, 4+0:0:0:1:1, 6+0:2:0:0:4, 1+0:0:0:0:1, 4+0:0:0:1:3, 77+0:11:1:7:38
Eb major blues (3b), 7+0:5:0:2:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 7+0:3:0:1:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 7+1:2:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 76+1:19:0:6:30
A major blues (3#), 5+0:0:0:2:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:1:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 5+0:0:0:2:2, 1+0:0:0:0:0, 5+0:0:0:1:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 5+0:0:0:1:1, 77+0:10:0:7:12
C minor blues (3b), 7+0:5:0:2:4, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 7+0:3:0:1:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 7+1:2:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 76+1:19:0:6:30
F# minor blues (3#), 5+0:0:0:2:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:1:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 5+0:0:0:2:2, 1+0:0:0:0:0, 5+0:0:0:1:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 5+0:0:0:1:1, 77+0:10:0:7:12
Eb dorian (3b), 6+0:0:0:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 42+1:0:0:6:11
A dorian (3#), 4+0:0:0:2:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:1:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 4+0:0:0:2:2, 1+0:0:0:0:0, 4+0:0:0:1:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 4+0:0:0:1:1, 72+0:10:0:7:12
Eb phrygian (3b), 7+0:5:0:2:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 6+1:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 65+1:19:0:6:23
A phrygian (3#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:1:0:1:2, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 53+0:12:0:7:12
Eb lydian (3b), 6+0:0:0:2:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:2:3, 0+0:0:0:0:0, 5+1:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 42+1:0:0:6:11
A lydian (3#), 4+0:0:0:2:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:1:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 4+0:0:0:2:2, 1+0:0:0:0:0, 4+0:0:0:1:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 4+0:0:0:1:1, 72+0:10:0:7:12
Eb mixolydian (3b), 7+0:5:0:2:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 6+1:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 65+1:19:0:6:23
A mixolydian (3#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:1:0:1:2, 4+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 53+0:12:0:7:12
Eb aeolian (3b), 7+0:5:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 6+1:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 50+1:19:0:6:13
A aeolian (3#), 5+0:0:0:2:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:1:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 5+0:0:0:1:2, 5+0:2:0:0:0, 1+0:0:0:0:0, 5+0:0:0:1:2, 61+0:10:0:7:12
Eb locrian (3b), 7+0:5:0:2:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 7+0:3:0:1:4, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 7+1:2:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 73+1:19:0:6:30
A locrian (3#), 5+0:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:1:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:1:2, 41+0:0:0:7:12
Ab major (4b), 7+0:5:0:2:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 7+0:3:0:1:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:4, 1+0:0:0:0:0, 6+1:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:3, 65+1:19:0:6:23
E major (4#), 4+0:0:0:2:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:1:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 5+0:1:0:0:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 4+0:0:0:2:2, 1+0:0:0:0:0, 4+0:0:0:1:1, 6+0:2:0:0:1, 1+0:0:0:0:0, 4+0:0:0:1:1, 72+0:10:0:7:12
F minor (4b), 7+0:5:0:2:3, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 6+0:3:0:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 1+0:0:0:0:0, 7+0:2:0:1:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 63+0:19:0:7:14
C# minor (4#), 5+0:0:0:2:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 1+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:1:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:5, 4+0:1:0:0:2, 6+0:2:0:0:5, 0+0:0:0:0:0, 5+0:0:0:2:1, 1+0:0:0:0:0, 5+0:0:0:1:2, 6+0:2:0:0:5, 0+0:0:0:0:0, 5+0:0:0:1:3, 76+0:10:0:7:39
F minor mel (4b), 7+0:5:0:2:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:5:0:2:3, 0+0:0:0:0:0, 7+0:2:0:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:1:2, 48+0:19:0:7:14
C# minor mel (4#), 6+0:0:0:2:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 1+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:1:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:5, 4+0:1:0:0:2, 6+0:2:0:0:5, 0+0:0:0:0:0, 6+0:0:0:2:1, 1+0:0:0:0:0, 6+0:0:0:1:2, 6+0:2:0:0:5, 0+0:0:0:0:0, 6+0:0:0:1:3, 86+0:10:0:7:39
Ab major blues (4b), 7+0:5:0:2:5, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:5:0:2:5, 1+0:0:0:0:0, 7+1:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:1:4, 86+1:19:0:6:37
E major blues (4#), 6+0:0:0:2:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:1:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:1:0:0:1, 6+0:2:0:0:2, 1+0:0:0:0:0, 6+0:0:0:2:2, 1+0:0:0:0:0, 6+0:0:0:1:1, 6+0:2:0:0:2, 1+0:0:0:0:0, 6+0:0:0:1:1, 87+0:10:0:7:17
F minor blues (4b), 7+0:5:0:2:5, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:2, 2+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:5:0:2:5, 1+0:0:0:0:0, 7+1:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:1:4, 86+1:19:0:6:37
