 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 8+0:0:2:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 5+0:0:1:0:2, 3+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 78+0:0:5:0:7
A minor (0), 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:1, 8+0:0:2:0:4, 2+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:3, 6+0:0:1:0:3, 3+0:0:0:0:2, 5+0:0:1:0:3, 4+0:0:0:0:2, 96+0:0:5:0:47
F major (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:1:2:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 59+0:1:5:0:6
G major (1#), 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 5+0:4:0:0:1, 2+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:1, 4+0:3:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 8+0:5:2:0:2, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:0, 4+0:3:1:0:1, 6+0:5:1:0:3, 4+0:3:0:0:0, 5+0:4:1:0:1, 4+0:3:0:0:0, 95+0:69:5:0:10
D minor (1b), 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 7+0:0:2:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:1:0:2, 3+0:0:0:0:1, 77+0:0:5:0:27
E minor (1#), 5+0:3:0:0:3, 2+0:2:0:0:2, 5+0:3:0:0:3, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:2:0:0:2, 5+0:3:0:0:3, 3+0:2:0:0:2, 5+0:4:0:0:4, 2+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 6+0:4:0:0:4, 4+0:3:0:0:3, 5+0:2:0:0:2, 2+0:1:0:0:1, 9+0:5:2:0:5, 3+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 4+0:3:1:0:3, 7+0:4:1:0:4, 5+0:3:0:0:3, 5+0:4:1:0:4, 5+0:3:0:0:3, 110+0:68:5:0:68
Bb major (2b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 6+0:1:2:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 37+0:1:5:0:7
D major (2#), 5+0:3:0:0:1, 3+0:2:0:0:0, 5+0:3:0:0:1, 4+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:1, 5+0:2:0:0:1, 3+0:1:0:0:0, 5+0:4:0:0:2, 5+0:3:0:0:1, 5+0:2:0:0:1, 3+0:1:0:0:0, 8+0:5:2:0:3, 4+0:2:0:0:1, 5+0:2:0:0:1, 3+0:2:0:0:0, 5+0:3:1:0:2, 6+0:5:1:0:3, 5+0:3:0:0:1, 5+0:4:1:0:2, 5+0:3:0:0:1, 113+0:69:5:0:27
G minor (2b), 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:2:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:1:0:3, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 54+0:1:5:0:10
B minor (2#), 5+0:3:0:0:4, 3+0:2:0:0:2, 5+0:3:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:4, 4+0:2:0:0:2, 5+0:3:0:0:4, 2+0:2:0:0:2, 5+0:4:0:0:5, 3+0:2:0:0:2, 5+0:2:0:0:3, 3+0:1:0:0:2, 5+0:4:0:0:5, 5+0:3:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:2, 8+0:5:2:0:6, 4+0:2:0:0:3, 6+0:2:0:0:3, 3+0:2:0:0:2, 6+0:3:1:0:4, 6+0:4:1:0:5, 5+0:3:0:0:4, 5+0:4:1:0:5, 5+0:3:0:0:4, 116+0:68:5:0:86
