 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 5+0:0:1:0:2, 4+0:0:1:0:1, 5+0:0:1:0:2, 4+0:0:1:0:1, 5+0:0:1:0:2, 4+0:0:1:0:1, 4+0:0:1:0:2, 4+0:0:1:0:1, 6+0:0:1:1:3, 6+0:0:1:1:3, 6+0:0:1:1:3, 6+0:0:1:1:3, 6+0:0:1:1:3, 6+0:0:1:1:3, 5+0:0:1:1:3, 6+0:0:1:1:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 88+0:0:16:8:36
A minor (0), 5+0:0:1:0:4, 4+0:0:1:0:3, 5+0:0:1:0:4, 4+0:0:1:0:3, 5+0:0:1:0:4, 4+0:0:1:0:3, 4+0:0:1:0:4, 4+0:0:1:0:3, 6+0:0:1:1:4, 6+0:0:1:1:4, 6+0:0:1:1:4, 6+0:0:1:1:4, 6+0:0:1:1:4, 6+0:0:1:1:4, 5+0:0:1:1:4, 6+0:0:1:1:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 96+0:0:16:8:62
F major (1b), 4+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:1:0:1, 6+0:0:1:1:2, 6+0:0:1:1:2, 6+0:0:1:1:2, 6+0:0:1:1:2, 6+0:0:1:1:2, 6+0:0:1:1:2, 5+0:0:1:1:2, 6+0:0:1:1:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 81+0:0:16:8:24
G major (1#), 5+0:5:1:0:2, 5+0:4:1:0:2, 5+0:5:1:0:2, 5+0:4:1:0:2, 5+0:5:1:0:2, 5+0:4:1:0:2, 4+0:4:1:0:2, 5+0:4:1:0:2, 6+0:6:1:1:4, 6+0:6:1:1:3, 6+0:6:1:1:4, 6+0:6:1:1:3, 6+0:6:1:1:4, 6+0:6:1:1:3, 5+0:5:1:1:4, 6+0:5:1:1:3, 2+0:2:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 96+0:87:16:8:44
D minor (1b), 4+0:0:1:0:3, 3+0:0:1:0:3, 4+0:0:1:0:3, 3+0:0:1:0:3, 4+0:0:1:0:3, 3+0:0:1:0:3, 4+0:0:1:0:3, 3+0:0:1:0:3, 6+0:1:1:1:4, 6+0:1:1:1:3, 6+0:1:1:1:4, 6+0:1:1:1:3, 6+0:1:1:1:4, 6+0:1:1:1:3, 5+0:0:1:1:4, 6+0:0:1:1:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 85+0:6:16:8:52
E minor (1#), 5+0:5:1:0:5, 5+0:4:1:0:4, 5+0:5:1:0:5, 5+0:4:1:0:4, 5+0:4:1:0:4, 5+0:3:1:0:3, 4+0:4:1:0:4, 5+0:3:1:0:3, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 5+0:5:1:1:4, 6+0:5:1:1:4, 3+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 103+0:78:16:8:70
Bb major (2b), 3+0:0:1:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 3+0:0:1:0:0, 6+0:0:1:1:2, 5+0:0:1:1:1, 6+0:0:1:1:2, 5+0:0:1:1:1, 6+0:0:1:1:2, 5+0:0:1:1:1, 5+0:0:1:1:2, 5+0:0:1:1:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 77+0:0:16:8:16
D major (2#), 5+0:5:1:0:3, 5+0:4:1:0:3, 5+0:5:1:0:3, 5+0:4:1:0:3, 5+0:5:1:0:3, 5+0:4:1:0:3, 4+0:4:1:0:3, 5+0:4:1:0:3, 6+0:5:1:1:4, 6+0:5:1:1:3, 6+0:5:1:1:4, 6+0:5:1:1:3, 6+0:5:1:1:4, 6+0:5:1:1:3, 5+0:5:1:1:4, 6+0:5:1:1:3, 2+0:2:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:2:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 100+0:81:16:8:52
G minor (2b), 3+0:0:1:0:2, 4+0:0:1:0:2, 3+0:0:1:0:2, 4+0:0:1:0:2, 3+0:0:1:0:2, 4+0:0:1:0:2, 3+0:0:1:0:2, 4+0:0:1:0:2, 6+0:0:1:1:4, 5+0:0:1:1:3, 6+0:0:1:1:4, 5+0:0:1:1:3, 6+0:0:1:1:4, 5+0:0:1:1:3, 5+0:0:1:1:4, 5+0:1:1:1:3, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 85+0:1:16:8:44
B minor (2#), 5+0:5:1:0:5, 5+0:4:1:0:5, 5+0:5:1:0:5, 5+0:4:1:0:5, 5+0:4:1:0:4, 5+0:3:1:0:4, 4+0:4:1:0:4, 5+0:3:1:0:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 6+0:5:1:1:4, 5+0:5:1:1:4, 6+0:5:1:1:4, 3+0:2:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 106+0:78:16:8:78
