 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
B major (5#), 3+0:0:0:0:0, 5+0:2:0:0:3, 3+0:2:0:0:2, 4+0:0:0:0:0, 5+0:2:0:0:3, 4+2:2:0:0:2, 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:2:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 7+0:3:0:0:4, 3+0:2:0:0:2, 0+0:0:0:0:0, 50+2:18:0:0:22
Bb minor (5b), 4+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:2, 5+0:0:0:0:1, 6+1:3:0:0:3, 3+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:1, 7+0:5:0:0:6, 3+0:2:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:5, 61+1:20:0:0:30
G# minor (5#), 4+0:0:0:0:2, 5+0:2:0:0:5, 3+0:2:0:0:3, 5+0:0:0:0:3, 5+0:2:0:0:5, 5+2:2:0:0:3, 1+0:0:0:0:0, 7+0:3:0:0:7, 3+0:2:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:3:0:0:7, 3+0:2:0:0:3, 1+0:0:0:0:0, 58+2:18:0:0:46
Gb major (6b), 6+0:2:0:0:5, 4+0:0:0:0:3, 1+0:0:0:0:1, 7+0:1:0:0:6, 4+0:0:0:0:3, 6+1:3:0:0:5, 3+0:2:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 7+0:1:0:0:6, 3+0:0:0:0:3, 7+0:5:0:0:7, 3+0:2:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+0:4:0:0:6, 65+1:20:0:0:57
F# major (6#), 3+0:0:0:0:1, 5+0:2:0:0:3, 3+0:2:0:0:2, 5+0:0:0:0:1, 5+0:2:0:0:3, 4+2:2:0:0:2, 0+0:0:0:0:0, 7+0:3:0:0:5, 3+0:2:0:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:3:0:0:5, 3+0:2:0:0:2, 1+0:0:0:0:0, 54+2:18:0:0:27
Eb minor (6b), 6+0:2:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 3+0:0:0:0:1, 6+1:3:0:0:4, 3+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:3, 2+0:0:0:0:1, 7+0:5:0:0:7, 3+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:4:0:0:6, 58+1:20:0:0:35
D# minor (6#), 3+0:0:0:0:3, 5+0:2:0:0:5, 3+0:2:0:0:3, 5+0:0:0:0:4, 5+0:2:0:0:5, 5+2:2:0:0:3, 0+0:0:0:0:0, 7+0:3:0:0:7, 3+0:2:0:0:3, 5+0:0:0:0:4, 2+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:3:0:0:7, 3+0:2:0:0:3, 2+0:0:0:0:0, 57+2:18:0:0:49
Cb major (7b), 6+0:2:0:0:6, 5+0:0:0:0:3, 1+0:0:0:0:1, 7+0:1:0:0:7, 5+0:0:0:0:3, 6+1:3:0:0:5, 3+0:2:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 7+0:1:0:0:7, 3+0:0:0:0:3, 7+0:5:0:0:7, 3+0:2:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 6+0:4:0:0:6, 69+1:20:0:0:62
C# major (7#), 4+0:0:0:0:1, 6+0:2:0:0:4, 3+0:2:0:0:3, 6+0:0:0:0:2, 6+0:2:0:0:4, 4+2:2:0:0:3, 1+0:0:0:0:0, 7+0:3:0:0:6, 3+0:2:0:0:3, 6+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:3:0:0:6, 3+0:2:0:0:3, 2+0:0:0:0:0, 64+2:18:0:0:38
Ab minor (7b), 6+0:2:0:0:4, 4+0:0:0:0:1, 0+0:0:0:0:0, 6+0:1:0:0:4, 4+0:0:0:0:1, 5+1:3:0:0:4, 3+0:2:0:0:3, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:4, 2+0:0:0:0:1, 7+0:5:0:0:7, 3+0:2:0:0:3, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+0:4:0:0:6, 58+1:20:0:0:38
A# minor (7#), 4+0:0:0:0:3, 6+0:2:0:0:5, 3+0:2:0:0:3, 6+0:0:0:0:5, 6+0:2:0:0:5, 4+2:2:0:0:4, 1+0:0:0:0:0, 7+0:3:0:0:7, 3+0:2:0:0:3, 6+0:0:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 7+0:3:0:0:7, 3+0:2:0:0:3, 3+0:0:0:0:1, 66+2:18:0:0:54
