 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
Eb major (3b), 0+0:0:0:0:0, 4+0:1:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:1:1:0:1, 5+0:1:0:0:2, 5+1:1:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:1, 6+0:1:0:0:3, 7+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 3+0:1:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:1:1:0:1, 5+0:1:0:0:2, 5+1:1:1:0:2, 5+0:1:0:0:3, 6+0:0:0:0:2, 6+0:0:0:0:3, 100+2:15:4:0:50
A major (3#), 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+0:1:0:0:0, 6+0:3:0:0:3, 3+0:0:0:0:0, 6+0:0:0:0:0, 8+0:3:0:0:3, 7+0:4:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:3, 4+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+0:1:0:0:0, 3+0:0:0:0:0, 9+0:3:0:0:4, 8+0:3:0:0:4, 118+0:27:0:0:25
C minor (3b), 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:1, 4+0:1:0:0:0, 5+1:1:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:1, 4+0:1:0:0:0, 5+1:1:0:0:1, 4+0:1:0:0:0, 6+0:1:0:0:2, 6+0:1:0:0:2, 87+2:18:2:0:14
F# minor (3#), 1+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:3, 7+0:1:0:0:3, 6+0:3:0:0:5, 3+0:0:0:0:2, 7+0:0:0:0:3, 9+0:3:0:0:5, 7+0:4:0:0:6, 6+0:3:0:0:5, 7+0:4:0:0:6, 4+0:2:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:3, 7+0:1:0:0:3, 4+0:0:0:0:2, 10+0:3:0:0:5, 9+0:3:0:0:4, 136+0:27:0:0:74
Ab major (4b), 1+0:0:0:0:0, 4+0:1:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:1:0:2, 6+0:1:0:0:3, 6+1:1:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:1, 7+0:1:0:0:4, 8+0:0:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:4, 6+0:2:0:0:5, 5+0:1:0:0:4, 4+0:1:0:0:2, 4+0:1:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:1:0:2, 6+0:1:0:0:3, 6+1:1:1:0:3, 6+0:1:0:0:4, 7+0:0:0:0:3, 6+0:0:0:0:3, 116+2:15:4:0:71
E major (4#), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 7+0:1:0:0:1, 7+0:3:0:0:3, 4+0:0:0:0:0, 7+0:0:0:0:0, 9+0:3:0:0:3, 7+0:4:0:0:4, 6+0:3:0:0:3, 7+0:4:0:0:4, 4+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 7+0:1:0:0:1, 4+0:0:0:0:0, 10+0:3:0:0:3, 8+0:3:0:0:3, 135+0:27:0:0:27
F minor (4b), 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 6+0:1:0:0:1, 5+1:1:1:0:2, 5+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:1, 7+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 6+0:1:0:0:1, 5+1:1:1:0:2, 5+0:1:0:0:1, 6+0:0:0:0:0, 5+0:0:0:0:0, 105+2:15:2:0:17
C# minor (4#), 1+0:0:0:0:0, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 7+0:0:0:0:3, 6+1:1:0:0:3, 7+0:3:0:0:6, 5+0:0:0:0:2, 8+0:0:0:0:4, 9+0:3:0:0:7, 7+0:4:0:0:7, 6+0:3:0:0:5, 7+0:4:0:0:7, 4+0:2:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 7+0:0:0:0:3, 6+1:1:0:0:3, 5+0:0:0:0:3, 11+0:3:0:0:7, 9+0:3:0:0:6, 149+2:27:0:0:94
Db major (5b), 1+0:0:0:0:1, 5+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:1:1:0:3, 6+0:1:0:0:5, 7+1:1:1:0:4, 5+0:0:0:0:2, 3+0:0:0:0:2, 8+0:1:0:0:5, 9+0:0:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:5, 7+0:2:0:0:6, 6+0:1:0:0:5, 5+0:1:0:0:3, 5+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:1:1:0:3, 6+0:1:0:0:5, 7+1:1:1:0:4, 7+0:1:0:0:5, 8+0:0:0:0:4, 7+0:0:0:0:3, 137+2:15:4:0:92
B major (5#), 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:0:0:1, 8+0:1:0:0:1, 8+0:3:0:0:4, 4+0:0:0:0:1, 8+0:0:0:0:2, 10+0:3:0:0:4, 7+0:4:0:0:5, 6+0:3:0:0:4, 7+0:4:0:0:5, 4+0:2:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:0:0:1, 8+0:1:0:0:1, 5+0:0:0:0:1, 10+0:3:0:0:4, 8+0:3:0:0:3, 154+0:27:0:0:43
Bb minor (5b), 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:1:0:2, 5+0:1:0:0:2, 6+1:1:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 7+0:1:0:0:2, 8+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:2, 5+0:1:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:1:0:2, 5+0:1:0:0:2, 6+1:1:1:0:1, 6+0:1:0:0:2, 9+0:0:0:0:1, 8+0:0:0:0:1, 124+2:15:4:0:34
G# minor (5#), 2+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:2, 7+0:0:0:0:4, 8+0:1:0:0:5, 8+0:3:0:0:7, 4+0:0:0:0:4, 8+0:0:0:0:5, 10+0:3:0:0:8, 7+0:4:0:0:7, 6+0:3:0:0:5, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:2, 7+0:0:0:0:4, 8+0:1:0:0:5, 6+0:0:0:0:4, 10+0:3:0:0:8, 8+0:3:0:0:6, 161+0:27:0:0:117
Gb major (6b), 2+0:0:0:0:1, 6+0:1:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:1:1:0:3, 7+0:1:0:0:4, 8+1:1:0:0:5, 6+0:0:0:0:3, 4+0:0:0:0:3, 9+0:1:0:0:7, 10+0:0:0:0:6, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 7+0:1:0:0:6, 7+0:2:0:0:7, 7+0:1:0:0:6, 6+0:1:0:0:4, 6+0:1:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:1:1:0:3, 7+0:1:0:0:4, 8+1:1:0:0:5, 8+0:1:0:0:6, 9+0:0:0:0:6, 8+0:0:0:0:5, 164+2:15:2:0:115
F# major (6#), 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 7+0:0:0:0:3, 9+0:1:0:0:3, 8+0:3:0:0:5, 4+0:0:0:0:2, 9+0:0:0:0:3, 11+0:3:0:0:5, 7+0:4:0:0:6, 6+0:3:0:0:5, 7+0:4:0:0:6, 4+0:2:0:0:4, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 7+0:0:0:0:3, 9+0:1:0:0:3, 6+0:0:0:0:2, 11+0:3:0:0:5, 9+0:3:0:0:4, 172+0:27:0:0:74
Eb minor (6b), 1+0:0:0:0:0, 6+0:1:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:1:1:0:1, 6+0:1:0:0:1, 7+1:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:1, 8+0:1:0:0:3, 9+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:3, 6+0:2:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:1:1:0:1, 6+0:1:0:0:1, 7+1:1:0:0:2, 7+0:1:0:0:3, 8+0:0:0:0:2, 8+0:0:0:0:3, 148+2:15:2:0:48
D# minor (6#), 1+0:0:1:0:0, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:5, 9+0:1:0:0:6, 8+0:3:0:0:8, 4+0:0:0:0:4, 9+0:0:0:0:6, 11+0:3:0:0:9, 7+0:4:0:0:7, 6+0:3:0:0:6, 7+0:4:0:0:7, 4+0:2:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:4, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:5, 9+0:1:0:0:6, 6+0:0:0:0:5, 11+0:3:0:0:9, 9+0:3:0:0:6, 172+0:27:1:0:136
Cb major (7b), 2+0:0:0:0:2, 7+0:1:0:0:6, 5+0:0:0:0:5, 6+0:0:0:0:6, 5+0:1:0:0:4, 8+0:1:0:0:5, 8+1:1:0:0:6, 7+0:0:0:0:4, 5+0:0:0:0:4, 10+0:1:0:0:8, 11+0:0:0:0:7, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 7+0:1:0:0:7, 7+0:2:0:0:7, 7+0:1:0:0:7, 6+0:1:0:0:5, 7+0:1:0:0:6, 5+0:0:0:0:5, 6+0:0:0:0:6, 5+0:1:0:0:4, 8+0:1:0:0:5, 8+1:1:0:0:6, 8+0:1:0:0:7, 10+0:0:0:0:7, 8+0:0:0:0:6, 177+2:15:0:0:142
C# major (7#), 1+0:0:0:0:0, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:0:0:0:1, 8+0:0:0:0:3, 8+1:1:0:0:3, 8+0:3:0:0:6, 5+0:0:0:0:2, 10+0:0:0:0:4, 11+0:3:0:0:7, 7+0:4:0:0:7, 6+0:3:0:0:5, 7+0:4:0:0:7, 4+0:2:0:0:4, 6+0:0:0:0:2, 5+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:0:0:0:1, 8+0:0:0:0:3, 8+1:1:0:0:3, 7+0:0:0:0:3, 12+0:3:0:0:7, 10+0:3:0:0:6, 186+2:27:0:0:94
Ab minor (7b), 2+0:0:0:0:0, 6+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:2, 8+0:1:0:0:2, 7+1:1:0:0:3, 6+0:0:0:0:1, 4+0:0:0:0:1, 9+0:1:0:0:4, 10+0:0:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:4, 6+0:2:0:0:5, 6+0:1:0:0:4, 5+0:1:0:0:2, 6+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:2, 8+0:1:0:0:2, 7+1:1:0:0:3, 7+0:1:0:0:4, 9+0:0:0:0:3, 7+0:0:0:0:3, 156+2:15:0:0:69
A# minor (7#), 1+0:0:0:0:1, 6+0:0:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:4, 8+0:0:0:0:5, 8+1:1:0:0:6, 8+0:3:0:0:8, 5+0:0:0:0:3, 10+0:0:0:0:7, 11+0:3:0:0:11, 7+0:4:0:0:7, 6+0:3:0:0:6, 7+0:4:0:0:7, 4+0:2:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:0:0:0:4, 8+0:0:0:0:5, 8+1:1:0:0:6, 7+0:0:0:0:6, 12+0:3:0:0:10, 10+0:3:0:0:8, 186+2:27:0:0:154
