 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 7+0:0:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 7+0:0:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 40+0:0:1:0:15
A minor (0), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 60+0:0:1:0:7
F major (1b), 3+0:2:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 8+0:4:0:0:4, 1+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:2, 0+0:0:0:0:0, 5+0:2:0:0:2, 3+0:2:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 8+0:4:0:0:4, 1+0:0:0:0:0, 1+0:1:0:0:1, 61+0:25:1:0:26
G major (1#), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 31+0:7:1:0:7
D minor (1b), 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:3:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 62+0:16:1:0:5
E minor (1#), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:1:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 44+0:7:1:0:7
Bb major (2b), 4+0:2:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:1, 9+0:4:0:0:5, 2+0:0:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:1, 3+0:0:1:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 4+0:2:0:0:3, 1+0:0:0:0:0, 6+0:2:0:0:3, 4+0:2:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:1, 9+0:4:0:0:5, 2+0:0:0:0:1, 2+0:1:0:0:1, 80+0:25:1:0:46
D major (2#), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 32+0:7:1:0:5
G minor (2b), 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 71+0:14:1:0:7
B minor (2#), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 52+0:7:1:0:10
