 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
Eb major (3b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:1, 1+0+0:0:0:0:0, 3+0+2:1:0:0:1, 2+0+2:1:0:0:0, 2+0+3:1:0:0:0, 2+0+3:1:0:0:0, 2+0+1:1:0:0:0, 3+0+3:0:1:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+4:0:1:0:1, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 27+0+23:5:2:0:4
A major (3#), 2+0+0:0:0:0:0, 5+0+0:0:0:0:0, 4+0+0:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+4:0:0:0:1, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 8+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 50+0+16:0:0:0:1
C minor (3b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:1:0:1, 1+0+0:0:0:0:0, 3+0+2:1:0:0:1, 2+0+2:1:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 4+0+4:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+4:1:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 28+0+24:3:1:0:2
F# minor (3#), 2+0+1:0:0:0:0, 5+0+0:0:0:0:0, 4+0+0:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+4:0:0:0:1, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+5:0:0:0:0, 6+0+2:0:1:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 48+0+18:0:1:0:1
Ab major (4b), 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:0:0:0:1, 1+0+0:0:0:0:0, 4+0+2:1:0:0:1, 2+0+2:0:0:0:0, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 5+0+4:1:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+5:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 35+0+16:2:0:0:2
E major (4#), 3+0+0:0:0:0:0, 4+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+4:0:0:0:1, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:0, 6+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 50+0+14:0:0:0:2
F minor (4b), 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:1:0:0:1, 2+0+2:0:0:0:0, 3+0+3:1:0:0:0, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 5+0+4:1:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:1:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 35+0+19:4:0:0:1
C# minor (4#), 3+0+1:0:0:0:0, 4+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+0:0:0:0:0, 4+0+4:0:0:0:1, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:1, 6+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 50+0+22:0:0:0:5
Db major (5b), 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 4+0+2:1:0:0:1, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 5+0+3:0:1:0:1, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:0:1:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 37+0+15:1:2:0:4
B major (5#), 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+4:0:0:0:1, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 5+0+2:0:0:0:1, 6+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 48+0+14:0:0:0:3
Bb minor (5b), 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 4+0+2:1:0:0:1, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+3:0:0:0:0, 3+0+1:0:0:0:0, 5+0+3:0:1:0:1, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 7+0+5:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 36+0+23:1:1:0:3
G# minor (5#), 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+2:0:0:0:1, 6+0+1:0:0:0:1, 2+0+0:0:0:0:0, 5+0+2:0:0:0:1, 6+0+2:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 48+0+12:0:0:0:4
Gb major (6b), 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 5+0+2:1:0:0:1, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 6+0+4:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:0:1:0:1, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 43+0+16:1:1:0:3
F# major (6#), 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+4:0:0:0:1, 4+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+2:0:0:0:1, 3+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 36+0+14:0:0:0:3
Eb minor (6b), 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 5+0+2:1:0:0:1, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 6+0+4:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:0:1:0:1, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 43+0+18:1:1:0:3
D# minor (6#), 3+0+3:0:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 6+0+2:0:0:0:1, 4+0+1:0:0:0:1, 0+0+0:0:0:0:0, 6+0+2:0:0:0:1, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 36+0+23:0:0:0:6
Cb major (7b), 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:1, 0+0+0:0:0:0:0, 5+0+2:1:0:0:1, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+5:1:0:0:0, 4+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+5:1:0:0:0, 5+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 55+0+17:3:0:0:2
C# major (7#), 2+0+3:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+0:0:0:0:0, 6+0+4:0:0:0:1, 4+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+2:0:0:0:1, 2+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 33+0+24:0:0:0:5
Ab minor (7b), 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:1, 0+0+0:0:0:0:0, 5+0+2:1:0:0:1, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+5:1:0:0:0, 4+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+5:1:0:0:0, 5+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 55+0+17:3:0:0:2
A# minor (7#), 2+0+3:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:2, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:1, 4+0+1:0:0:0:1, 0+0+0:0:0:0:0, 6+0+2:0:0:0:1, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 33+0+17:0:0:0:7
