 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 34+0:0:0:0:10
A minor (0), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 42+0:0:0:0:5
F major (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:0:0:0:0, 2+0:2:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:3:0:0:3, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 33+0:13:0:0:13
G major (1#), 0+0:0:0:0:0, 3+0:2:0:0:0, 5+0:2:1:0:2, 3+0:0:0:0:1, 1+0:1:0:0:0, 3+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 33+0:10:2:0:10
D minor (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:1, 2+0:1:0:0:0, 4+0:1:0:0:1, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 2+0:2:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:1, 3+0:3:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 31+0:19:1:0:5
E minor (1#), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 37+0:1:2:0:3
Bb major (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:0:0:0:0, 2+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:1:0:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 28+0:9:3:0:13
D major (2#), 1+0:0:0:0:0, 4+0:2:0:0:0, 5+0:1:2:0:3, 3+0:0:0:0:1, 1+0:1:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:2:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 30+0:6:4:0:9
G minor (2b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 3+0:1:0:0:2, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:1:0:2, 3+0:2:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 28+0:11:4:0:8
B minor (2#), 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:2:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:2:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 29+0:1:4:0:9
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:2:0:0:2, 2+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 27+0:7:3:0:8
