 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, rowcost
Eb major (3b), 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+1:2:0:0:2, 2+0:0:1:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:1:0:0:1, 0+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 75+1:8:2:0:34
A major (3#), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 5+0:2:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 5+0:0:0:0:2, 5+0:3:1:0:3, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 8+0:4:1:0:3, 2+0:0:0:0:0, 4+0:1:0:0:0, 184+0:66:2:0:25
C minor (3b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 2+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 115+0:9:2:0:6
F# minor (3#), 1+0:0:0:0:1, 3+0:0:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:2, 5+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:3, 4+0:2:0:0:3, 3+0:1:0:0:3, 2+0:1:0:0:2, 4+0:2:0:0:3, 3+0:0:0:0:2, 4+0:2:0:0:3, 3+0:1:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:4, 2+0:1:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:1:0:0:2, 5+0:0:0:0:1, 5+0:3:1:0:4, 5+0:2:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:2, 5+0:1:0:0:3, 4+0:2:0:0:3, 3+0:1:0:0:3, 2+0:1:0:0:2, 5+0:3:0:0:5, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:1:0:0:2, 9+0:4:1:0:6, 2+0:0:0:0:2, 5+0:1:0:0:3, 208+0:64:2:0:137
Ab major (4b), 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+0:1:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+1:2:0:0:3, 1+0:0:1:0:0, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:3, 3+0:1:0:0:2, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 109+1:8:2:0:64
E major (4#), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:2, 4+0:0:0:0:0, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 6+0:0:0:0:0, 5+0:3:1:0:3, 4+0:2:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:3:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 8+0:4:1:0:4, 2+0:0:0:0:0, 5+0:1:0:0:1, 222+0:64:2:0:64
F minor (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+1:2:0:0:2, 1+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 99+1:9:2:0:11
C# minor (4#), 0+0:0:0:0:0, 2+0:0:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 3+0:1:0:0:3, 4+0:1:0:0:3, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:3, 5+0:1:0:0:4, 4+0:2:0:0:4, 3+0:1:0:0:3, 3+0:1:0:0:2, 4+0:2:0:0:4, 4+0:0:0:0:2, 4+0:2:0:0:4, 4+0:1:0:0:3, 4+0:2:0:0:4, 6+0:2:0:0:5, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 6+0:0:0:0:2, 5+0:3:1:0:5, 4+0:2:0:0:4, 2+0:0:0:0:2, 5+0:1:0:0:3, 4+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:3, 3+0:1:0:0:3, 4+0:1:0:0:3, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:3, 5+0:1:0:0:4, 4+0:2:0:0:4, 3+0:1:0:0:3, 3+0:1:0:0:2, 5+0:3:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:3, 8+0:4:1:0:7, 2+0:0:0:0:2, 5+0:1:0:0:4, 223+0:64:2:0:171
Db major (5b), 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:4, 4+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:3, 2+0:0:0:0:1, 5+1:2:0:0:4, 2+0:0:1:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:1:0:0:4, 3+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 149+1:8:2:0:102
B major (5#), 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 6+0:1:0:0:2, 6+0:1:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:2, 3+0:1:0:0:2, 5+0:2:0:0:2, 5+0:0:0:0:1, 5+0:2:0:0:2, 5+0:1:0:0:2, 5+0:2:0:0:2, 7+0:2:0:0:3, 4+0:1:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 5+0:0:0:0:0, 5+0:3:1:0:4, 4+0:2:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:1, 4+0:1:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:2, 3+0:1:0:0:2, 5+0:3:0:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:2, 8+0:4:1:0:5, 3+0:0:0:0:1, 5+0:1:0:0:2, 250+0:64:2:0:99
Bb minor (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+1:2:0:0:2, 3+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 123+1:8:2:0:10
G# minor (5#), 1+0:0:0:0:1, 3+0:0:0:0:2, 5+0:1:0:0:5, 5+0:1:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:1:0:0:4, 3+0:1:0:0:3, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:5, 5+0:2:0:0:4, 4+0:1:0:0:3, 3+0:1:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:3, 5+0:2:0:0:4, 5+0:1:0:0:4, 5+0:2:0:0:4, 7+0:2:0:0:6, 4+0:1:0:0:3, 3+0:1:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:4, 6+0:0:0:0:3, 5+0:3:1:0:5, 4+0:2:0:0:4, 3+0:0:0:0:2, 5+0:1:0:0:5, 5+0:1:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:2, 6+0:1:0:0:3, 4+0:1:0:0:4, 3+0:1:0:0:3, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:4, 5+0:2:0:0:4, 4+0:1:0:0:3, 3+0:1:0:0:3, 5+0:3:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:1:0:0:4, 8+0:4:1:0:7, 3+0:0:0:0:2, 5+0:1:0:0:5, 254+0:64:2:0:215
Gb major (6b), 1+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 5+0:1:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:2, 6+1:2:0:0:5, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:5, 4+0:1:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:3, 184+1:8:0:0:142
F# major (6#), 1+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:2:0:0:2, 5+0:1:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:3, 7+0:1:0:0:3, 7+0:1:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:3, 3+0:1:0:0:2, 5+0:2:0:0:3, 5+0:0:0:0:2, 5+0:2:0:0:3, 5+0:1:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:1:0:0:2, 5+0:0:0:0:1, 5+0:3:1:0:4, 5+0:2:0:0:3, 4+0:0:0:0:2, 6+0:1:0:0:3, 6+0:1:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:2, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:2:0:0:2, 5+0:1:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:3, 3+0:1:0:0:2, 5+0:3:0:0:5, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:2, 9+0:4:1:0:6, 3+0:0:0:0:2, 6+0:1:0:0:3, 274+0:64:2:0:137
Eb minor (6b), 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+1:2:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 150+1:8:0:0:34
D# minor (6#), 1+0:0:0:0:1, 4+0:0:0:0:3, 6+0:1:0:0:5, 6+0:1:0:0:5, 5+0:1:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:4, 4+0:2:0:0:4, 5+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:1:0:0:4, 7+0:1:0:0:5, 7+0:1:0:0:6, 5+0:2:0:0:5, 4+0:1:0:0:4, 3+0:1:0:0:3, 5+0:2:0:0:5, 5+0:0:0:0:4, 5+0:2:0:0:5, 5+0:1:0:0:5, 5+0:2:0:0:5, 7+0:2:0:0:7, 4+0:1:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:4, 4+0:1:0:0:4, 5+0:0:0:0:4, 5+0:3:1:0:5, 5+0:2:0:0:4, 4+0:0:0:0:3, 6+0:1:0:0:5, 6+0:1:0:0:5, 5+0:1:0:0:5, 4+0:0:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:4, 4+0:2:0:0:4, 5+0:1:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:1:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:4, 3+0:1:0:0:3, 5+0:3:0:0:5, 5+0:0:0:0:3, 3+0:0:0:0:3, 4+0:1:0:0:4, 9+0:4:1:0:7, 3+0:0:0:0:3, 6+0:1:0:0:5, 277+0:64:2:0:245
Cb major (7b), 1+0:0:0:0:1, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 5+0:1:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:4, 7+0:1:0:0:5, 6+0:0:0:0:5, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:1:0:0:5, 5+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 6+1:2:0:0:6, 2+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:5, 4+0:1:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:4, 219+1:8:0:0:176
