 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 1+0:0:0:0:0, 7+1:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 2+0:0:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 10+2:0:1:1:3, 3+0:0:0:0:3, 5+0:0:0:1:3, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 63+5:0:2:8:24
A minor (0), 2+0:0:0:0:1, 8+1:0:0:2:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 8+1:0:0:2:4, 2+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 10+2:0:1:1:4, 2+0:0:0:0:0, 5+0:0:0:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 8+1:0:0:2:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 79+5:0:2:8:28
A minor mel (0), 3+0:0:0:0:1, 8+1:0:0:2:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 8+1:0:0:2:4, 3+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 11+2:0:1:1:4, 2+0:0:0:0:0, 4+0:0:0:1:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 8+1:0:0:2:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 94+5:0:2:8:28
C major blues (0), 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 9+1:0:0:2:3, 3+0:0:0:0:0, 2+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+2:0:1:1:3, 5+0:0:0:0:3, 7+0:0:0:1:3, 4+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 123+5:0:2:8:24
A minor blues (0), 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 9+1:0:0:2:3, 3+0:0:0:0:0, 2+0:0:1:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 12+2:0:1:1:3, 5+0:0:0:0:3, 7+0:0:0:1:3, 4+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 9+1:0:0:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 123+5:0:2:8:24
C dorian (0), 2+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:2:3, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 11+2:0:1:1:3, 3+0:0:0:0:3, 4+0:0:0:1:3, 2+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 78+5:0:2:8:24
C phrygian (0), 2+0:0:0:0:0, 8+1:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+1:0:0:2:3, 0+0:0:0:0:0, 2+0:0:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 11+2:0:1:1:3, 4+0:0:0:0:3, 6+0:0:0:1:3, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+1:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 76+5:0:2:8:24
C lydian (0), 2+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:2:3, 2+0:0:0:0:0, 2+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 11+2:0:1:1:3, 3+0:0:0:0:3, 4+0:0:0:1:3, 2+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 78+5:0:2:8:24
C mixolydian (0), 2+0:0:0:0:0, 8+1:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+1:0:0:2:3, 0+0:0:0:0:0, 2+0:0:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 11+2:0:1:1:3, 4+0:0:0:0:3, 6+0:0:0:1:3, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+1:0:0:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 76+5:0:2:8:24
C aeolian (0), 1+0:0:0:0:0, 7+1:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:0:2:3, 1+0:0:0:0:0, 2+0:0:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 10+2:0:1:1:3, 3+0:0:0:0:3, 5+0:0:0:1:3, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:0:2:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 63+5:0:2:8:24
