 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 3+0:0:0:0:0, 6+0:3:0:0:5, 6+0:3:0:0:5, 4+0:0:0:0:2, 5+1:1:1:0:1, 1+0:1:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:2,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:1:0:0, 3+0:0:1:0:0, 5+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 65+1:16:4:0:32
A major (3#), 3+0:2:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 5+0:2:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:1, 5+0:2:0:0:2, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:1, 2+0:1:0:0:0, 7+0:6:1:0:5, 6+0:4:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+1:4:1:0:3, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 1+0:0:0:0:0,  , 4+0:2:0:0:2, 3+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 144+1:62:4:0:41
C minor (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:2, 4+0:0:0:0:1, 5+0:3:0:0:2, 5+0:3:0:0:2, 3+0:1:0:0:0, 6+1:1:1:0:2, 2+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0,  , 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:1:0:1, 3+0:0:1:0:2, 5+0:2:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 83+1:18:4:0:17
F# minor (3#), 3+0:2:0:0:2, 4+0:2:0:0:4, 3+0:1:0:0:2, 4+0:0:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:4, 3+0:1:0:0:2, 4+0:0:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:4, 3+0:1:0:0:2, 5+0:0:0:0:1, 4+0:2:0:0:3, 2+0:1:0:0:2, 7+0:6:1:0:7, 6+0:4:0:0:5, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 6+1:4:1:0:4, 3+0:1:0:0:2, 5+0:1:0:0:3, 5+0:2:0:0:4, 1+0:0:0:0:0, 3+0:1:0:0:2, 5+0:1:0:0:3, 5+0:2:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0,  , 4+0:2:0:0:4, 3+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:4, 3+0:1:0:0:2, 5+0:0:0:0:1, 5+0:4:1:0:4, 6+0:5:1:0:6, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 155+1:59:4:0:98
Ab major (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:1:0:0, 2+0:0:0:0:1, 6+0:3:0:0:6, 6+0:3:0:0:6, 4+0:0:0:0:3, 6+1:1:1:0:2, 2+0:1:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2,  , 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:3, 1+0:0:1:0:0, 2+0:0:1:0:0, 5+0:1:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 84+1:16:4:0:49
E major (4#), 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:1, 7+0:6:1:0:6, 6+0:4:0:0:4, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+1:4:1:0:4, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:2:0:0:2, 3+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 165+1:59:4:0:59
F minor (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:0:0:0:0, 7+1:1:1:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:1:0:1, 3+0:0:1:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 90+1:16:4:0:20
C# minor (4#), 4+0:2:0:0:3, 4+0:2:0:0:4, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:3, 4+0:0:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:5, 4+0:1:0:0:3, 5+0:0:0:0:2, 5+0:2:0:0:4, 3+0:1:0:0:2, 7+0:6:1:0:7, 6+0:4:0:0:5, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:2, 7+1:4:1:0:5, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:2:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:4, 5+0:2:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1,  , 4+0:2:0:0:4, 3+0:2:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 5+0:0:0:0:2, 5+0:4:1:0:5, 6+0:5:1:0:6, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 0+0:0:0:0:0, 169+1:59:4:0:131
Db major (5b), 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:1:0:0, 1+0:0:0:0:1, 6+0:3:0:0:6, 6+0:3:0:0:6, 5+0:0:0:0:3, 7+1:1:1:0:4, 3+0:1:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:3,  , 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:1:0:0, 1+0:0:1:0:0, 4+0:1:0:0:3, 0+0:0:0:0:0, 4+0:0:0:0:3, 5+0:1:0:0:4, 3+0:0:0:0:2, 1+0:0:0:0:1, 110+1:16:4:0:73
B major (5#), 4+0:2:0:0:2, 4+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:0, 5+0:2:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:2, 5+0:0:0:0:0, 5+0:2:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:0, 6+0:2:0:0:2, 4+0:1:0:0:2, 7+0:6:1:0:7, 6+0:4:0:0:5, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 8+1:4:1:0:4, 4+0:1:0:0:1, 5+0:1:0:0:2, 5+0:2:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:2, 5+0:2:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:0,  , 4+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:3, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:0:0:0:0, 5+0:4:1:0:4, 6+0:5:1:0:6, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:2, 1+0:0:0:0:0, 178+1:59:4:0:82
Bb minor (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 5+0:3:0:0:4, 6+0:3:0:0:4, 4+0:0:0:0:1, 6+1:1:1:0:2, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:1:0:0, 2+0:0:1:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 107+1:16:4:0:21
G# minor (5#), 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:0:0:0:3, 5+0:2:0:0:5, 5+0:2:0:0:5, 4+0:1:0:0:4, 5+0:0:0:0:3, 5+0:2:0:0:5, 5+0:2:0:0:5, 4+0:1:0:0:4, 6+0:0:0:0:3, 6+0:2:0:0:5, 4+0:1:0:0:3, 7+0:6:1:0:7, 6+0:4:0:0:5, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 8+1:4:1:0:7, 5+0:1:0:0:4, 5+0:1:0:0:5, 5+0:2:0:0:5, 0+0:0:0:0:0, 5+0:1:0:0:4, 5+0:1:0:0:5, 5+0:2:0:0:5, 1+0:0:0:0:1, 3+0:0:0:0:2,  , 4+0:2:0:0:4, 4+0:2:0:0:3, 5+0:2:0:0:5, 4+0:2:0:0:4, 4+0:1:0:0:4, 6+0:0:0:0:3, 5+0:4:1:0:5, 6+0:5:1:0:6, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:1:0:0:4, 1+0:0:0:0:0, 184+1:59:4:0:153
Gb major (6b), 2+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:2, 6+0:1:0:0:5, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 6+0:1:0:0:5, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 6+0:1:0:0:5, 4+0:0:0:0:3, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:1, 6+0:3:0:0:5, 6+0:3:0:0:6, 6+0:0:0:0:4, 7+1:1:1:0:5, 4+0:1:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:4,  , 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:2, 6+0:1:0:0:5, 1+0:0:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:3, 0+0:0:0:0:0, 5+0:0:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:3, 1+0:0:0:0:1, 126+1:16:1:0:102
