 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 3+0+1:1:0:0:1, 3+0+2:1:0:0:1, 2+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:1:0:0:0, 1+0+2:0:0:0:0, 2+0+1:1:0:0:1, 2+0+1:1:0:0:1, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 69+0+51:5:0:0:8
A minor (0), 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 3+0+3:1:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:1:0:0:0, 1+0+2:0:0:0:0, 2+0+1:1:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 69+0+54:3:0:0:5
F major (1b), 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:1:0:0:1, 2+0+2:1:0:0:1, 1+0+3:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+4:0:0:0:1, 1+0+1:1:0:0:1, 2+0+1:1:0:0:1, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 60+0+55:4:0:0:9
G major (1#), 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 5+0+2:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:1:0:0:0, 3+0+3:0:0:0:0, 1+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:1:0:0:0, 0+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:1:0:0:1, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:0, 4+0+4:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 5+0+2:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 75+0+55:3:0:0:1
D minor (1b), 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:1:0:0:1, 2+0+2:1:0:0:1, 1+0+3:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:1:0:0:1, 2+0+1:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:1:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 60+0+53:4:0:0:7
E minor (1#), 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 4+0+3:0:0:0:0, 3+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:1, 5+0+4:1:0:0:2, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+3:0:0:0:0, 3+0+5:0:0:0:0, 1+0+1:1:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:1:0:0:0, 0+0+2:0:0:0:0, 1+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+4:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:1, 4+0+3:0:0:0:0, 3+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:1, 5+0+4:1:0:0:2, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 75+0+71:4:0:0:8
Bb major (2b), 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:1:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:1, 4+0+2:0:0:0:0, 2+0+1:0:0:0:1, 1+0+0:0:0:0:0, 2+0+1:1:0:0:1, 2+0+2:1:0:0:1, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:0:0:0:0, 4+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+4:0:0:0:1, 1+0+1:1:0:0:1, 1+0+1:1:0:0:1, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:1:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:1, 4+0+2:0:0:0:0, 2+0+1:0:0:0:1, 1+0+0:0:0:0:0, 67+0+58:4:2:0:9
D major (2#), 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+3:0:0:0:0, 3+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:0, 4+0+5:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+2:1:0:0:0, 3+0+5:0:0:0:0, 2+0+1:1:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 6+0+3:0:0:0:0, 0+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:1:0:0:0, 3+0+2:0:0:0:0, 4+0+3:0:0:0:0, 3+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:0, 4+0+5:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 79+0+69:3:0:0:0
G minor (2b), 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:1:0:2, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:1:0:0:0, 2+0+1:1:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+4:0:0:0:1, 1+0+1:1:0:0:1, 1+0+1:1:0:0:1, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:1:0:2, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 69+0+54:4:2:0:7
B minor (2#), 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 4+0+3:0:0:0:0, 3+0+4:0:0:0:1, 2+0+1:0:0:0:0, 3+0+4:0:0:0:1, 4+0+4:1:0:0:2, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:1:0:0:1, 1+0+3:0:0:0:0, 3+0+2:1:0:0:0, 2+0+1:1:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 6+0+3:0:0:0:0, 0+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:1, 4+0+3:0:0:0:0, 3+0+4:0:0:0:1, 2+0+1:0:0:0:0, 3+0+4:0:0:0:1, 4+0+4:1:0:0:2, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 79+0+70:5:0:0:11
