 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 0+0:0:0:0:0, 8+0:0:0:0:1, 0+0:0:0:0:0, 8+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 0+0:0:0:0:0, 8+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 51+0:0:0:0:11
A minor (0), 1+0:0:0:0:0, 9+0:0:0:0:3, 1+0:0:0:0:0, 9+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 9+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 72+0:0:0:0:7
F major (1b), 1+0:0:0:0:0, 9+0:0:0:0:0, 0+0:0:0:0:0, 9+0:3:0:0:3, 0+0:0:0:0:0, 1+0:1:0:0:1, 6+0:3:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 1+0:1:0:0:1, 3+0:2:0:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:3, 0+0:0:0:0:0, 9+0:3:0:0:3, 0+0:0:0:0:0, 2+0:1:0:0:1, 6+0:3:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 62+0:22:0:0:22
G major (1#), 1+0:0:0:0:0, 9+0:4:0:0:2, 1+0:0:0:0:0, 9+0:2:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 9+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 57+0:12:0:0:9
D minor (1b), 2+0:0:0:0:0, 10+0:0:0:0:2, 1+0:0:0:0:0, 8+0:2:0:0:2, 1+0:0:0:0:0, 2+0:1:0:0:0, 7+0:3:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 2+0:0:0:0:0, 7+0:2:0:0:1, 1+0:0:0:0:0, 8+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:0, 7+0:3:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 85+0:19:0:0:11
E minor (1#), 2+0:0:0:0:0, 10+0:4:0:0:4, 2+0:0:0:0:0, 8+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 8+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 71+0:12:0:0:12
Bb major (2b), 2+0:0:0:0:1, 10+0:0:0:0:2, 1+0:0:0:0:0, 10+0:3:0:0:4, 1+0:0:0:0:0, 2+0:1:0:0:1, 7+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 1+0:1:0:0:1, 4+0:2:0:0:3, 4+0:1:0:0:2, 2+0:0:0:0:1, 7+0:3:0:0:4, 1+0:0:0:0:0, 10+0:3:0:0:4, 1+0:0:0:0:0, 2+0:1:0:0:1, 7+0:3:0:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 84+0:22:0:0:36
D major (2#), 2+0:0:0:0:0, 10+0:4:0:0:2, 2+0:0:0:0:0, 8+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:1, 2+0:0:0:0:0, 8+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 80+0:12:0:0:11
G minor (2b), 3+0:0:0:0:0, 11+0:0:0:0:2, 2+0:0:0:0:0, 11+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:2:0:0:1, 2+0:0:0:0:0, 11+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 90+0:10:0:0:9
B minor (2#), 3+0:0:0:0:1, 11+0:4:0:0:5, 2+0:0:0:0:1, 9+0:2:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:1, 8+0:0:0:0:2, 2+0:0:0:0:1, 9+0:2:0:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 93+0:12:0:0:33
