 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:2, 6+0:0:1:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 26+0:1:2:0:5
A major (3#), 1+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:1, 5+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 5+0:2:0:0:1, 7+0:3:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 10+0:5:1:0:4, 5+0:3:1:0:3, 2+0:0:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 73+0:26:2:0:17
C minor (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:1:0:1, 3+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 34+0:2:2:0:2
F# minor (3#), 1+0:0:0:0:0, 5+0:2:0:0:4, 3+0:0:0:0:1, 6+0:2:0:0:4, 5+0:3:1:0:4, 5+0:2:0:0:4, 2+0:0:0:0:1, 6+0:3:0:0:5, 5+0:1:0:0:2, 7+0:3:0:0:5, 2+0:0:0:0:1, 2+0:0:0:0:1, 10+0:4:1:0:6, 5+0:3:1:0:5, 1+0:0:0:0:1, 5+0:2:0:0:4, 1+0:0:0:0:1, 71+0:25:3:0:49
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 7+0:1:0:0:4, 5+0:0:1:0:0, 2+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 35+0:1:2:0:13
E major (4#), 1+0:0:0:0:0, 6+0:2:0:0:2, 2+0:0:0:0:0, 7+0:2:0:0:2, 6+0:2:0:0:2, 6+0:2:0:0:2, 3+0:0:0:0:0, 7+0:3:0:0:3, 5+0:1:0:0:1, 8+0:3:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:0, 10+0:4:1:0:4, 5+0:3:1:0:3, 2+0:0:0:0:0, 6+0:2:0:0:2, 1+0:0:0:0:0, 82+0:24:2:0:24
F minor (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:1:0:0:1, 5+0:0:1:0:1, 2+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 42+0:1:2:0:3
C# minor (4#), 1+0:0:0:0:1, 6+0:2:0:0:5, 1+0:0:0:0:1, 7+0:2:0:0:5, 6+0:1:0:0:3, 6+0:2:0:0:5, 2+0:0:0:0:1, 7+0:3:0:0:6, 5+0:1:0:0:4, 8+0:3:0:0:6, 2+0:0:0:0:1, 5+0:0:0:0:3, 9+0:4:1:0:6, 4+0:3:1:0:4, 1+0:0:0:0:1, 6+0:2:0:0:5, 0+0:0:0:0:0, 76+0:23:2:0:57
Db major (5b), 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 7+0:2:0:0:5, 6+0:0:1:0:1, 2+0:0:1:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 48+0:2:2:0:25
B major (5#), 1+0:0:0:0:0, 6+0:2:0:0:3, 2+0:0:0:0:0, 8+0:2:0:0:3, 6+0:1:0:0:2, 7+0:2:0:0:3, 3+0:0:0:0:0, 7+0:3:0:0:4, 6+0:0:0:0:1, 9+0:3:0:0:4, 4+0:0:0:0:0, 5+0:0:0:0:1, 10+0:4:1:0:5, 5+0:3:1:0:4, 2+0:0:0:0:1, 6+0:2:0:0:3, 1+0:0:0:0:0, 88+0:22:2:0:34
Bb minor (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+0:2:0:0:3, 7+0:0:1:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 45+0:2:2:0:3
G# minor (5#), 0+0:0:0:0:0, 6+0:2:0:0:6, 1+0:0:0:0:1, 8+0:2:0:0:6, 6+0:1:0:0:5, 7+0:2:0:0:6, 2+0:0:0:0:2, 7+0:3:0:0:7, 5+0:0:1:0:2, 9+0:3:0:0:7, 3+0:0:0:0:2, 6+0:0:0:0:4, 10+0:4:1:0:8, 5+0:3:1:0:5, 2+0:0:0:0:2, 6+0:2:0:0:6, 1+0:0:0:0:1, 84+0:22:3:0:70
Gb major (6b), 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:3, 8+0:2:0:0:6, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 60+0:2:0:0:39
F# major (6#), 1+0:0:0:0:0, 6+0:2:0:0:4, 2+0:0:0:0:1, 8+0:2:0:0:4, 6+0:2:1:0:3, 7+0:2:0:0:4, 3+0:0:0:0:1, 7+0:3:0:0:5, 5+0:0:0:0:1, 9+0:3:0:0:5, 4+0:0:0:0:1, 4+0:0:0:0:1, 10+0:4:1:0:6, 5+0:3:1:0:5, 1+0:0:0:0:1, 6+0:2:0:0:4, 1+0:0:0:0:1, 85+0:23:3:0:47
Eb minor (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 7+0:2:0:0:3, 6+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 51+0:2:0:0:6
D# minor (6#), 1+0:0:0:0:1, 6+0:2:0:0:6, 2+0:0:0:0:2, 8+0:2:0:0:7, 5+0:2:2:0:4, 7+0:2:0:0:7, 2+0:0:0:0:2, 7+0:3:0:0:7, 4+0:0:1:0:2, 9+0:3:0:0:8, 3+0:0:0:0:3, 4+0:0:0:0:4, 10+0:4:1:0:8, 5+0:3:1:0:5, 1+0:0:0:0:1, 6+0:2:0:0:6, 1+0:0:0:0:1, 81+0:23:5:0:74
Cb major (7b), 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:2, 6+0:0:0:0:4, 6+0:1:1:0:5, 5+0:0:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:4, 7+0:0:0:0:5, 4+0:0:0:0:4, 8+0:2:0:0:7, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 70+0:3:1:0:54
C# major (7#), 1+0:0:0:0:1, 6+0:2:0:0:5, 1+0:0:0:0:1, 8+0:2:0:0:5, 5+0:2:1:0:3, 7+0:2:0:0:5, 2+0:0:0:0:1, 7+0:3:0:0:6, 4+0:0:0:0:1, 9+0:3:0:0:6, 3+0:0:0:0:1, 5+0:0:0:0:2, 9+0:4:1:0:6, 4+0:3:1:0:4, 0+0:0:0:0:0, 6+0:2:0:0:5, 0+0:0:0:0:0, 77+0:23:3:0:52
Ab minor (7b), 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 5+0:1:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 8+0:1:0:0:4, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 57+0:2:1:0:12
A# minor (7#), 1+0:0:0:0:1, 6+0:2:0:0:6, 1+0:0:0:0:1, 8+0:2:0:0:8, 4+0:2:1:0:4, 7+0:2:0:0:7, 3+0:0:0:0:2, 7+0:3:0:0:7, 2+0:0:0:0:2, 9+0:3:0:0:9, 2+0:0:0:0:2, 6+0:0:0:0:4, 9+0:4:1:0:7, 4+0:3:1:0:4, 0+0:0:0:0:0, 6+0:2:0:0:6, 0+0:0:0:0:0, 75+0:23:3:0:70
