 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, rowcost
Bb mixolydian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 8+0:2:0:0:2
D mixolydian (2#), 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 45+0:0:0:0:3
Bb aeolian (2b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 13+0:0:0:0:3
D aeolian (2#), 3+0:2:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:0, 65+0:38:0:0:3
Bb locrian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 13+0:2:0:0:4
D locrian (2#), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 41+0:0:0:0:3
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 8+0:2:0:0:2
A major (3#), 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 5+0:1:0:0:2, 5+0:2:0:0:0, 80+0:38:0:0:9
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:2:0:0:1, 2+0:0:0:0:0, 19+0:2:0:0:3
F# minor (3#), 4+0:2:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:3, 3+0:0:0:0:1, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:3:0:0:4, 4+0:0:0:0:2, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 4+0:3:0:0:4, 5+0:1:0:0:3, 5+0:2:0:0:4, 80+0:35:0:0:61
C minor mel (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:2:0:0:1, 1+0:0:0:0:0, 24+0:2:0:0:3
F# minor mel (3#), 4+0:2:0:0:3, 5+0:2:0:0:4, 4+0:2:0:0:3, 3+0:0:0:0:1, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 5+0:3:0:0:4, 5+0:0:0:0:2, 4+0:2:0:0:3, 2+0:0:0:0:1, 4+0:2:0:0:3, 5+0:3:0:0:4, 6+0:1:0:0:3, 6+0:2:0:0:4, 85+0:35:0:0:61
Eb major blues (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+0:2:0:0:3, 3+0:0:0:0:0, 34+0:2:0:0:4
A major blues (3#), 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:3, 6+0:1:0:0:1, 6+0:2:0:0:1, 85+0:37:0:0:24
C minor blues (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+0:2:0:0:3, 3+0:0:0:0:0, 34+0:2:0:0:4
F# minor blues (3#), 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:3, 6+0:1:0:0:1, 6+0:2:0:0:1, 85+0:37:0:0:24
Eb dorian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 13+0:0:0:0:3
A dorian (3#), 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:3, 6+0:1:0:0:1, 6+0:2:0:0:1, 85+0:37:0:0:24
Eb phrygian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 13+0:2:0:0:4
A phrygian (3#), 3+0:2:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:0, 65+0:38:0:0:3
Eb lydian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 13+0:0:0:0:3
A lydian (3#), 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:3, 6+0:1:0:0:1, 6+0:2:0:0:1, 85+0:37:0:0:24
Eb mixolydian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 13+0:2:0:0:4
A mixolydian (3#), 3+0:2:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:0, 65+0:38:0:0:3
Eb aeolian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 8+0:2:0:0:2
A aeolian (3#), 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 5+0:1:0:0:2, 5+0:2:0:0:0, 80+0:38:0:0:9
Eb locrian (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 26+0:2:0:0:4
A locrian (3#), 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 45+0:0:0:0:3
Ab major (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 13+0:2:0:0:4
E major (4#), 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:3, 6+0:1:0:0:1, 6+0:2:0:0:1, 85+0:37:0:0:24
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:2, 3+0:0:0:0:0, 30+0:2:0:0:2
C# minor (4#), 4+0:2:0:0:4, 5+0:2:0:0:4, 4+0:2:0:0:4, 2+0:0:0:0:1, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 5+0:3:0:0:4, 6+0:0:0:0:2, 4+0:2:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 5+0:3:0:0:4, 7+0:1:0:0:4, 6+0:2:0:0:5, 85+0:35:0:0:73
F minor mel (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 25+0:2:0:0:2
C# minor mel (4#), 4+0:2:0:0:4, 5+0:2:0:0:4, 4+0:2:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 4+0:2:0:0:4, 5+0:3:0:0:4, 6+0:0:0:0:2, 4+0:2:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 5+0:3:0:0:4, 7+0:1:0:0:4, 7+0:2:0:0:5, 85+0:35:0:0:73
Ab major blues (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:2:0:0:3, 4+0:0:0:0:1, 48+0:2:0:0:5
E major blues (4#), 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 6+0:1:0:0:1, 7+0:2:0:0:2, 86+0:35:0:0:35
F minor blues (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:2:0:0:3, 4+0:0:0:0:1, 48+0:2:0:0:5
C# minor blues (4#), 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 6+0:1:0:0:1, 7+0:2:0:0:2, 86+0:35:0:0:35
Ab dorian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 8+0:2:0:0:2
E dorian (4#), 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 6+0:1:0:0:1, 7+0:2:0:0:2, 85+0:35:0:0:35
Ab phrygian (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 26+0:2:0:0:4
E phrygian (4#), 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 5+0:1:0:0:2, 5+0:2:0:0:0, 80+0:38:0:0:9
Ab lydian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 8+0:2:0:0:2
E lydian (4#), 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:2:0:0:2, 5+0:3:0:0:3, 6+0:1:0:0:1, 7+0:2:0:0:2, 85+0:35:0:0:35
Ab mixolydian (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:2:0:0:3, 3+0:0:0:0:0, 26+0:2:0:0:4
E mixolydian (4#), 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 5+0:1:0:0:2, 5+0:2:0:0:0, 80+0:38:0:0:9
Ab aeolian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 13+0:2:0:0:4
E aeolian (4#), 4+0:2:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:3, 5+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:3, 6+0:1:0:0:1, 6+0:2:0:0:1, 85+0:37:0:0:24
Ab locrian (4b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:2:0:0:3, 4+0:0:0:0:1, 46+0:2:0:0:5
