 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0), 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:1:0:2, 224+0:0:18:12:123
A minor (0), 5+0:0:1:0:2, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 5+0:0:1:0:2, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:3, 1+0:0:0:0:0, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 5+0:0:1:0:2, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 4+0:0:1:0:3, 195+0:0:18:12:49
F major (1b), 7+0:5:1:0:5, 8+0:4:1:0:4, 8+0:4:1:0:4, 8+0:4:1:0:4, 9+0:7:1:1:6, 9+0:7:1:1:6, 10+0:6:0:1:5, 10+0:7:0:1:6, 9+0:7:1:1:6, 9+0:7:1:1:6, 10+0:6:0:1:5, 10+0:7:0:1:6, 7+0:5:1:0:5, 8+0:4:1:0:4, 8+0:4:1:0:4, 8+0:4:1:0:4, 4+0:3:0:0:3, 4+0:4:0:0:4, 3+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 3+0:2:0:0:2, 4+0:0:1:0:1, 1+0:1:0:0:1, 9+0:7:1:1:6, 9+0:7:1:1:6, 10+0:6:0:1:5, 10+0:7:0:1:6, 7+0:5:1:0:5, 8+0:4:1:0:4, 8+0:4:1:0:4, 8+0:4:1:0:4, 9+0:4:1:0:4, 3+0:0:1:0:1, 247+0:155:21:12:145
G major (1#), 5+0:0:1:0:3, 6+0:1:1:0:2, 6+0:1:1:0:2, 6+0:1:1:0:2, 8+0:0:1:1:5, 9+0:0:0:1:4, 9+0:0:0:1:4, 9+0:0:0:1:4, 8+0:0:1:1:5, 9+0:0:0:1:4, 9+0:0:0:1:4, 9+0:0:0:1:4, 5+0:0:1:0:3, 6+0:1:1:0:2, 6+0:1:1:0:2, 6+0:1:1:0:2, 3+0:1:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:1, 5+0:4:1:0:2, 0+0:0:0:0:0, 8+0:0:1:1:5, 9+0:0:0:1:4, 9+0:0:0:1:4, 9+0:0:0:1:4, 5+0:0:1:0:3, 6+0:1:1:0:2, 6+0:1:1:0:2, 6+0:1:1:0:2, 7+0:2:1:0:2, 4+0:4:1:0:3, 205+0:22:18:12:92
D minor (1b), 6+0:4:1:0:2, 7+0:3:1:0:1, 7+0:3:1:0:1, 7+0:3:1:0:1, 8+0:6:1:1:4, 8+0:6:1:1:4, 9+0:6:0:1:3, 9+0:6:0:1:3, 8+0:6:1:1:4, 8+0:6:1:1:4, 9+0:6:0:1:3, 9+0:6:0:1:3, 6+0:4:1:0:2, 7+0:3:1:0:1, 7+0:3:1:0:1, 7+0:3:1:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 2+0:2:0:0:1, 3+0:3:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 4+0:0:1:0:3, 2+0:1:0:0:0, 8+0:6:1:1:4, 8+0:6:1:1:4, 9+0:6:0:1:3, 9+0:6:0:1:3, 6+0:4:1:0:2, 7+0:3:1:0:1, 7+0:3:1:0:1, 7+0:3:1:0:1, 8+0:3:1:0:1, 4+0:0:1:0:3, 219+0:131:21:12:70
E minor (1#), 6+0:0:1:0:1, 7+0:0:1:0:1, 7+0:0:1:0:1, 7+0:1:1:0:2, 7+0:0:1:1:2, 8+0:0:0:1:1, 8+0:0:0:1:1, 8+0:0:0:1:1, 7+0:0:1:1:2, 8+0:0:0:1:1, 8+0:0:0:1:1, 8+0:0:0:1:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 7+0:0:1:0:1, 7+0:1:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:1:0:3, 1+0:0:0:0:0, 7+0:0:1:1:2, 8+0:0:0:1:1, 8+0:0:0:1:1, 8+0:0:0:1:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 7+0:0:1:0:1, 7+0:1:1:0:2, 8+0:0:1:0:1, 4+0:4:1:0:4, 201+0:10:18:12:38
Bb major (2b), 7+0:5:1:0:6, 8+0:4:1:0:6, 8+0:4:1:0:5, 8+0:4:1:0:5, 10+0:7:1:1:7, 10+0:7:1:1:7, 11+0:6:0:1:6, 11+0:7:0:1:7, 10+0:7:1:1:7, 10+0:7:1:1:7, 11+0:6:0:1:6, 11+0:7:0:1:7, 7+0:5:1:0:6, 8+0:4:1:0:6, 8+0:4:1:0:5, 8+0:4:1:0:5, 4+0:3:0:0:3, 4+0:4:0:0:4, 3+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:4, 3+0:2:0:0:3, 3+0:0:1:0:0, 2+0:1:0:0:1, 10+0:7:1:1:7, 10+0:7:1:1:7, 11+0:6:0:1:6, 11+0:7:0:1:7, 7+0:5:1:0:6, 8+0:4:1:0:6, 8+0:4:1:0:5, 8+0:4:1:0:5, 9+0:4:1:0:6, 3+0:0:1:0:1, 259+0:155:21:12:175
D major (2#), 4+0:0:1:0:2, 5+0:1:1:0:1, 5+0:1:1:0:1, 5+0:1:1:0:1, 7+0:0:1:1:4, 8+0:0:0:1:3, 8+0:0:0:1:3, 8+0:0:0:1:3, 7+0:0:1:1:4, 8+0:0:0:1:3, 8+0:0:0:1:3, 8+0:0:0:1:3, 4+0:0:1:0:2, 5+0:1:1:0:1, 5+0:1:1:0:1, 5+0:1:1:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 5+0:4:1:0:3, 1+0:0:0:0:0, 7+0:0:1:1:4, 8+0:0:0:1:3, 8+0:0:0:1:3, 8+0:0:0:1:3, 4+0:0:1:0:2, 5+0:1:1:0:1, 5+0:1:1:0:1, 5+0:1:1:0:1, 6+0:2:1:0:1, 5+0:4:1:0:3, 177+0:19:18:12:67
G minor (2b), 6+0:4:1:0:3, 7+0:3:1:0:2, 7+0:3:1:0:2, 7+0:3:1:0:2, 10+0:7:1:1:5, 10+0:7:1:1:5, 11+0:6:0:1:4, 11+0:6:0:1:4, 10+0:7:1:1:5, 10+0:7:1:1:5, 11+0:6:0:1:4, 11+0:6:0:1:4, 6+0:4:1:0:3, 7+0:3:1:0:2, 7+0:3:1:0:2, 7+0:3:1:0:2, 3+0:2:0:0:1, 3+0:3:0:0:2, 2+0:2:0:0:1, 3+0:2:0:0:1, 4+0:2:0:0:1, 2+0:1:0:0:1, 4+0:0:1:0:2, 1+0:0:0:0:0, 10+0:7:1:1:5, 10+0:7:1:1:5, 11+0:6:0:1:4, 11+0:6:0:1:4, 6+0:4:1:0:3, 7+0:3:1:0:2, 7+0:3:1:0:2, 7+0:3:1:0:2, 8+0:3:1:0:2, 3+0:0:1:0:3, 240+0:132:21:12:95
B minor (2#), 5+0:0:1:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 5+0:0:1:0:0, 6+0:0:1:1:2, 7+0:0:0:1:1, 7+0:0:0:1:1, 7+0:0:0:1:1, 6+0:0:1:1:2, 7+0:0:0:1:1, 7+0:0:0:1:1, 7+0:0:0:1:1, 5+0:0:1:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 5+0:0:1:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:1:0:4, 2+0:0:0:0:0, 6+0:0:1:1:2, 7+0:0:0:1:1, 7+0:0:0:1:1, 7+0:0:0:1:1, 5+0:0:1:0:0, 4+0:0:1:0:0, 6+0:0:1:0:0, 5+0:0:1:0:0, 5+0:0:1:0:0, 5+0:4:1:0:4, 174+0:7:18:12:23
Eb major (3b), 8+0:5:1:0:6, 8+0:5:1:0:6, 9+0:4:1:0:6, 9+0:4:1:0:6, 10+0:7:1:1:8, 10+0:7:1:1:8, 11+0:6:0:1:7, 11+0:7:0:1:8, 10+0:7:1:1:8, 10+0:7:1:1:8, 11+0:6:0:1:7, 11+0:7:0:1:8, 8+0:5:1:0:6, 8+0:5:1:0:6, 9+0:4:1:0:6, 9+0:4:1:0:6, 5+0:3:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:4, 4+0:2:0:0:3, 2+0:0:1:0:0, 3+0:1:0:0:2, 10+0:7:1:1:8, 10+0:7:1:1:8, 11+0:6:0:1:7, 11+0:7:0:1:8, 8+0:5:1:0:6, 8+0:5:1:0:6, 9+0:4:1:0:6, 9+0:4:1:0:6, 9+0:6:1:0:7, 3+0:0:1:0:0, 274+0:160:21:12:194
A major (3#), 3+0:0:1:0:2, 4+0:1:1:0:1, 4+0:1:1:0:1, 4+0:1:1:0:1, 6+0:0:1:1:3, 7+0:0:0:1:2, 7+0:0:0:1:2, 7+0:0:0:1:2, 6+0:0:1:1:3, 7+0:0:0:1:2, 7+0:0:0:1:2, 7+0:0:0:1:2, 3+0:0:1:0:2, 4+0:1:1:0:1, 4+0:1:1:0:1, 4+0:1:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:3, 1+0:0:0:0:0, 6+0:0:1:1:3, 7+0:0:0:1:2, 7+0:0:0:1:2, 7+0:0:0:1:2, 3+0:0:1:0:2, 4+0:1:1:0:1, 4+0:1:1:0:1, 4+0:1:1:0:1, 5+0:2:1:0:1, 5+0:4:1:0:3, 148+0:18:18:12:49
C minor (3b), 7+0:5:1:0:4, 7+0:5:1:0:4, 8+0:4:1:0:3, 8+0:4:1:0:3, 9+0:7:1:1:6, 10+0:7:0:1:6, 10+0:7:0:1:5, 10+0:7:0:1:5, 9+0:7:1:1:6, 10+0:7:0:1:6, 10+0:7:0:1:5, 10+0:7:0:1:5, 7+0:5:1:0:4, 7+0:5:1:0:4, 8+0:4:1:0:3, 8+0:4:1:0:3, 5+0:3:0:0:2, 5+0:4:0:0:3, 4+0:3:0:0:2, 5+0:3:0:0:2, 5+0:3:0:0:2, 3+0:2:0:0:1, 2+0:0:1:0:1, 3+0:1:0:0:0, 9+0:7:1:1:6, 10+0:7:0:1:6, 10+0:7:0:1:5, 10+0:7:0:1:5, 7+0:5:1:0:4, 7+0:5:1:0:4, 8+0:4:1:0:3, 8+0:4:1:0:3, 8+0:6:1:0:5, 4+0:0:1:0:2, 251+0:163:18:12:128
F# minor (3#), 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 7+0:0:1:1:1, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 7+0:0:1:1:1, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:4, 2+0:0:0:0:1, 7+0:0:1:1:1, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 4+0:0:0:0:1, 5+0:4:1:0:5, 148+0:10:5:12:47
Ab major (4b), 9+0:5:1:0:7, 9+0:5:1:0:7, 10+0:4:1:0:7, 10+0:4:1:0:7, 10+0:7:1:1:8, 10+0:7:1:1:8, 11+0:6:0:1:7, 11+0:7:0:1:8, 10+0:7:1:1:8, 10+0:7:1:1:8, 11+0:6:0:1:7, 11+0:7:0:1:8, 9+0:5:1:0:7, 9+0:5:1:0:7, 10+0:4:1:0:7, 10+0:4:1:0:7, 5+0:3:0:0:4, 5+0:4:0:0:5, 4+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:5, 4+0:2:0:0:4, 1+0:0:1:0:0, 4+0:1:0:0:3, 10+0:7:1:1:8, 10+0:7:1:1:8, 11+0:6:0:1:7, 11+0:7:0:1:8, 9+0:5:1:0:7, 9+0:5:1:0:7, 10+0:4:1:0:7, 10+0:4:1:0:7, 10+0:6:1:0:8, 2+0:0:1:0:0, 286+0:160:21:12:214
E major (4#), 4+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 5+0:1:1:0:2, 5+0:0:1:1:2, 6+0:0:0:1:1, 6+0:0:0:1:1, 6+0:0:0:1:1, 5+0:0:1:1:2, 6+0:0:0:1:1, 6+0:0:0:1:1, 6+0:0:0:1:1, 4+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 5+0:1:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:1:0:3, 2+0:0:0:0:0, 5+0:0:1:1:2, 6+0:0:0:1:1, 6+0:0:0:1:1, 6+0:0:0:1:1, 4+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 5+0:1:1:0:2, 6+0:0:1:0:1, 5+0:4:1:0:4, 144+0:10:18:12:38
F minor (4b), 9+0:5:1:0:5, 9+0:5:1:0:5, 10+0:4:1:0:4, 10+0:4:1:0:4, 9+0:7:1:1:6, 9+0:7:1:1:6, 10+0:6:0:1:5, 10+0:7:0:1:6, 9+0:7:1:1:6, 9+0:7:1:1:6, 10+0:6:0:1:5, 10+0:7:0:1:6, 9+0:5:1:0:5, 9+0:5:1:0:5, 10+0:4:1:0:4, 10+0:4:1:0:4, 5+0:3:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 4+0:2:0:0:2, 2+0:0:1:0:1, 3+0:1:0:0:1, 9+0:7:1:1:6, 9+0:7:1:1:6, 10+0:6:0:1:5, 10+0:7:0:1:6, 9+0:5:1:0:5, 9+0:5:1:0:5, 10+0:4:1:0:4, 10+0:4:1:0:4, 10+0:6:1:0:6, 2+0:0:1:0:1, 274+0:160:21:12:150
C# minor (4#), 5+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:1:1:0:2, 6+0:0:0:1:0, 5+0:0:0:1:0, 7+0:0:0:1:0, 6+0:0:0:1:0, 6+0:0:0:1:0, 5+0:0:0:1:0, 7+0:0:0:1:0, 6+0:0:0:1:0, 5+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:1:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:3:1:0:4, 2+0:0:0:0:1, 6+0:0:0:1:0, 5+0:0:0:1:0, 7+0:0:0:1:0, 6+0:0:0:1:0, 5+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:1:1:0:2, 7+0:0:1:0:1, 5+0:4:1:0:5, 162+0:10:15:12:26
