 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, rowcost
Eb major (3b), 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:1:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0,  , 4+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 130+0:8:1:0:47
A major (3#), 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:1:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:0,  , 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:0, 4+0:0:0:0:1, 5+0:1:1:0:1, 4+0:2:0:0:1, 168+0:41:2:0:10
C minor (3b), 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0,  , 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 159+0:23:0:0:12
F# minor (3#), 2+0:1:0:0:1, 3+0:1:0:0:2, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:2, 2+0:0:0:0:1, 2+0:1:0:0:1, 3+0:1:0:0:2, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:2, 2+0:1:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:2:0:1, 3+0:0:0:0:0, 4+0:2:1:0:3, 3+0:0:0:0:1, 2+0:1:0:0:1, 3+0:1:0:0:2, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:2, 2+0:1:1:0:2, 4+0:0:0:0:1, 2+0:1:0:0:2, 2+0:1:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:1:0:3, 4+0:2:1:0:3, 3+0:2:1:0:2, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:2,  , 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:1:0:2, 2+0:1:1:0:1, 3+0:1:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:1, 4+0:1:1:0:1, 4+0:2:0:0:3, 160+0:40:13:0:72
Ab major (4b), 4+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:1:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:1:0:0:2, 1+0:0:0:0:1, 4+0:1:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:2, 5+0:1:0:0:4, 4+0:1:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:1:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1,  , 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:1:1:3, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:0:0:1, 2+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 162+0:7:2:1:93
E major (4#), 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 1+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 1+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 1+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 5+0:0:0:0:0, 6+0:1:1:0:2, 5+0:2:0:0:2, 200+0:27:2:0:29
F minor (4b), 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 140+0:8:1:0:9
C# minor (4#), 4+0:1:0:0:3, 2+0:1:0:0:2, 4+0:1:0:0:3, 1+0:1:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:3, 2+0:1:0:0:2, 4+0:1:0:0:3, 1+0:1:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:3, 2+0:1:0:0:2, 4+0:1:0:0:3, 1+0:1:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:2,  , 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:1:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:1, 5+0:1:0:0:3, 5+0:1:0:0:2, 185+0:21:0:0:99
Db major (5b), 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:4, 2+0:1:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:4, 2+0:1:0:0:2, 1+0:0:0:0:1, 5+0:0:0:0:2, 7+0:0:0:0:4, 4+0:0:0:0:3, 6+0:0:0:0:3, 6+0:1:0:0:5, 5+0:1:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:4, 2+0:1:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2,  , 6+0:0:0:0:4, 5+0:0:0:0:2, 6+0:0:1:1:2, 1+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:1:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 193+0:5:2:1:126
B major (5#), 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 6+0:1:0:0:2, 5+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:2, 6+0:0:0:0:1, 6+0:0:1:0:2, 5+0:1:0:0:1, 221+0:9:3:0:47
Bb minor (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0,  , 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:1:1:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:0, 152+0:6:2:1:21
G# minor (5#), 4+0:1:0:0:3, 2+0:0:0:0:1, 3+0:0:1:0:1, 2+0:1:0:0:1, 3+0:0:1:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 3+0:0:1:0:1, 2+0:1:0:0:1, 3+0:0:1:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:2, 2+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:3, 4+0:1:0:0:2, 6+0:0:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:1, 3+0:0:1:0:1, 2+0:1:0:0:1, 3+0:0:1:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:2, 4+0:1:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:1:0:1, 5+0:1:0:0:4, 1+0:0:1:0:0, 1+0:0:1:0:0, 1+0:0:0:0:1, 2+0:1:0:0:2, 6+0:0:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:3,  , 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 4+0:0:1:0:2, 2+0:0:0:0:2, 5+0:0:0:0:3, 5+0:1:0:0:4, 4+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:1:0:1, 6+0:0:0:0:3, 4+0:0:1:0:2, 5+0:1:0:0:3, 192+0:17:14:0:112
Gb major (6b), 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:3, 6+0:0:0:0:4, 3+0:0:0:0:3, 6+0:1:1:0:4, 6+0:1:0:0:5, 5+0:1:0:0:5, 5+0:0:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3,  , 5+0:0:0:0:4, 4+0:0:0:0:2, 6+0:1:2:1:3, 1+0:0:0:0:1, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 214+0:7:3:1:158
F# major (6#), 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:2, 2+0:1:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:2:0:1, 5+0:0:0:0:0, 6+0:1:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:2, 2+0:1:1:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:1:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:1:0:2, 4+0:1:1:0:2, 3+0:1:1:0:1, 2+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1,  , 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:1:0:2, 3+0:1:1:0:1, 5+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 3+0:1:1:0:1, 4+0:1:2:0:1, 5+0:0:0:0:1, 5+0:0:1:0:0, 5+0:1:0:0:2, 213+0:21:15:0:51
Eb minor (6b), 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:1:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:0:0:0:1, 5+0:0:0:0:1, 6+0:1:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 182+0:8:1:0:34
D# minor (6#), 2+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:1:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:1:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:3, 2+0:1:1:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 5+0:2:2:0:4, 4+0:0:0:0:2, 5+0:1:1:0:4, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:1:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:3, 2+0:1:1:0:2, 3+0:0:0:0:2, 2+0:0:1:0:1, 3+0:1:1:0:3, 4+0:0:0:0:1, 4+0:1:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 5+0:1:1:0:4, 5+0:1:1:0:4, 2+0:1:1:0:2, 2+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:1:0:2,  , 4+0:0:0:0:2, 4+0:0:0:0:2, 6+0:0:0:0:4, 0+0:0:0:0:0, 4+0:1:1:0:4, 3+0:2:1:0:3, 4+0:0:0:0:2, 5+0:0:1:1:1, 4+0:0:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:1:0:2, 5+0:1:1:0:4, 4+0:0:0:0:2, 5+0:0:1:0:2, 3+0:0:1:0:2, 193+0:21:18:1:139
