 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
Eb major (3b), 4+0:0:0:0:2, 1+0:0:0:0:0, 6+0:2:0:0:4, 3+0:1:0:0:2, 5+0:2:0:0:4, 4+0:1:0:0:3, 3+0:1:0:0:3, 3+0:1:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 6+0:2:0:0:4, 3+0:1:0:0:2, 5+0:2:0:0:4, 4+0:1:0:0:3, 2+0:1:0:0:2, 2+0:0:0:0:1, 4+0:2:0:0:4, 6+0:3:0:0:5, 3+0:1:0:0:2, 5+0:1:0:0:3, 2+0:0:0:0:1, 3+0:1:0:0:2, 6+0:2:0:0:4, 3+0:1:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 6+0:2:0:0:4, 3+0:1:0:0:2, 5+0:2:0:0:4, 4+0:1:0:0:3, 2+0:1:0:0:2, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 124+0:35:0:0:83
A major (3#), 3+0:0:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 81+0:7:0:0:5
C minor (3b), 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:2, 6+0:3:0:0:2, 2+0:1:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 1+0:1:0:0:0, 104+0:37:0:0:12
F# minor (3#), 4+0:0:0:0:1, 5+0:2:0:0:4, 2+0:1:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:2:0:0:4, 2+0:1:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:2:0:0:4, 2+0:1:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 102+0:10:0:0:38
Ab major (4b), 5+0:0:0:0:3, 2+0:0:0:0:1, 7+0:2:0:0:5, 4+0:1:0:0:3, 6+0:2:0:0:4, 5+0:1:0:0:4, 4+0:1:0:0:3, 4+0:1:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 7+0:2:0:0:5, 4+0:1:0:0:3, 6+0:2:0:0:4, 5+0:1:0:0:4, 3+0:1:0:0:2, 3+0:0:0:0:2, 4+0:2:0:0:4, 6+0:4:0:0:5, 4+0:1:0:0:3, 6+0:1:0:0:3, 2+0:0:0:0:2, 4+0:1:0:0:3, 7+0:2:0:0:5, 4+0:1:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:1, 7+0:2:0:0:5, 4+0:1:0:0:3, 6+0:2:0:0:4, 5+0:1:0:0:4, 3+0:1:0:0:2, 4+0:1:0:0:3, 1+0:0:0:0:0, 3+0:1:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 155+0:36:0:0:108
E major (4#), 4+0:0:0:0:0, 6+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 111+0:7:0:0:7
F minor (4b), 4+0:0:0:0:0, 3+0:0:0:0:0, 8+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 8+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:2:0:0:2, 5+0:4:0:0:4, 4+0:1:0:0:1, 5+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:1, 6+0:2:0:0:2, 3+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 8+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 142+0:36:0:0:36
C# minor (4#), 5+0:0:0:0:2, 6+0:2:0:0:5, 4+0:0:0:0:0, 3+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 6+0:2:0:0:5, 4+0:0:0:0:0, 3+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:1:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 6+0:2:0:0:5, 4+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:1:1:0:2, 2+0:0:0:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 131+0:10:3:0:64
Db major (5b), 6+0:0:0:0:4, 3+0:0:0:0:2, 7+0:2:0:0:6, 5+0:1:0:0:4, 7+0:2:0:0:5, 6+0:1:0:0:5, 5+0:1:0:0:4, 5+0:1:0:0:4, 6+0:0:0:0:4, 3+0:0:0:0:2, 7+0:2:0:0:6, 5+0:1:0:0:4, 7+0:2:0:0:5, 6+0:1:0:0:5, 4+0:1:0:0:3, 4+0:0:0:0:3, 4+0:2:0:0:4, 7+0:4:0:0:6, 4+0:1:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:2, 4+0:1:0:0:4, 7+0:2:0:0:6, 5+0:1:0:0:4, 6+0:0:0:0:4, 3+0:0:0:0:2, 7+0:2:0:0:6, 4+0:1:0:0:4, 7+0:2:0:0:5, 6+0:1:0:0:5, 4+0:1:0:0:3, 5+0:1:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 0+0:0:0:0:0, 178+0:35:0:0:140
B major (5#), 5+0:0:0:0:1, 7+0:2:0:0:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 7+0:2:0:0:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 7+0:2:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 135+0:7:0:0:14
Bb minor (5b), 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:2:0:0:3, 4+0:1:0:0:1, 7+0:2:0:0:3, 5+0:1:0:0:2, 5+0:1:0:0:2, 4+0:1:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:2:0:0:3, 4+0:1:0:0:1, 7+0:2:0:0:3, 5+0:1:0:0:2, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:2:0:0:3, 7+0:4:0:0:4, 3+0:1:0:0:2, 6+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:2:0:0:3, 3+0:1:0:0:1, 7+0:2:0:0:3, 5+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 156+0:36:0:0:59
G# minor (5#), 5+0:0:0:0:3, 7+0:2:0:0:6, 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 7+0:2:0:0:6, 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 7+0:2:0:0:6, 5+0:0:0:0:2, 4+0:0:0:0:2, 6+0:0:0:0:4, 5+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:3, 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 156+0:8:0:0:97
Gb major (6b), 6+0:0:0:0:5, 4+0:0:0:0:3, 7+0:2:0:0:6, 6+0:1:0:0:5, 8+0:2:0:0:7, 7+0:1:0:0:6, 5+0:1:0:0:5, 6+0:1:0:0:5, 6+0:0:0:0:5, 4+0:0:0:0:3, 7+0:2:0:0:6, 6+0:1:0:0:5, 8+0:2:0:0:7, 7+0:1:0:0:6, 4+0:1:0:0:4, 4+0:0:0:0:3, 4+0:2:0:0:4, 7+0:4:0:0:7, 4+0:1:0:0:4, 6+0:2:0:0:5, 4+0:0:0:0:3, 5+0:1:0:0:4, 7+0:2:0:0:7, 6+0:1:0:0:5, 6+0:0:0:0:5, 4+0:0:0:0:3, 7+0:2:0:0:6, 5+0:1:0:0:4, 8+0:2:0:0:7, 7+0:1:0:0:6, 4+0:1:0:0:4, 6+0:1:0:0:5, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 195+0:36:0:0:167
F# major (6#), 6+0:0:0:0:1, 7+0:2:0:0:4, 4+0:1:0:0:1, 5+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:1, 7+0:2:0:0:4, 4+0:1:0:0:1, 5+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:1, 7+0:2:0:0:4, 4+0:1:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 156+0:10:0:0:38
Eb minor (6b), 5+0:0:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:4, 5+0:1:0:0:2, 7+0:2:0:0:4, 6+0:1:0:0:3, 4+0:1:0:0:3, 5+0:1:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:4, 5+0:1:0:0:2, 7+0:2:0:0:4, 6+0:1:0:0:3, 3+0:1:0:0:2, 3+0:0:0:0:0, 4+0:2:0:0:4, 7+0:3:0:0:5, 3+0:1:0:0:2, 5+0:2:0:0:4, 4+0:0:0:0:1, 4+0:1:0:0:2, 6+0:2:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:0, 6+0:2:0:0:4, 4+0:1:0:0:2, 7+0:2:0:0:4, 6+0:1:0:0:3, 3+0:1:0:0:2, 5+0:1:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 164+0:35:0:0:80
D# minor (6#), 6+0:0:0:0:4, 7+0:2:0:0:7, 5+0:1:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 5+0:0:0:0:4, 6+0:0:0:0:4, 7+0:2:0:0:7, 5+0:1:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:0:0:4, 2+0:0:0:0:2, 3+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:3, 4+0:1:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 7+0:2:0:0:7, 5+0:1:0:0:3, 4+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:4, 2+0:0:0:0:2, 5+0:0:0:0:4, 1+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 158+0:10:1:0:121
Cb major (7b), 7+0:0:0:0:5, 5+0:0:0:0:4, 7+0:2:0:0:6, 6+0:1:0:0:6, 8+0:2:0:0:8, 7+0:1:0:0:7, 5+0:1:0:0:5, 6+0:1:0:0:6, 7+0:0:0:0:5, 5+0:0:0:0:4, 7+0:2:0:0:6, 6+0:1:0:0:6, 8+0:2:0:0:8, 7+0:1:0:0:7, 4+0:1:0:0:4, 4+0:0:0:0:4, 4+0:2:0:0:4, 7+0:4:0:0:7, 4+0:1:0:0:4, 7+0:2:0:0:6, 4+0:0:0:0:4, 5+0:1:0:0:5, 7+0:2:0:0:7, 6+0:1:0:0:6, 7+0:0:0:0:5, 5+0:0:0:0:4, 7+0:2:0:0:6, 5+0:1:0:0:5, 8+0:2:0:0:8, 7+0:1:0:0:7, 4+0:1:0:0:4, 6+0:1:0:0:6, 2+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 202+0:36:0:0:188
