 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 3+0:0:1:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:1:0:1, 3+0:0:1:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:1:0:1, 5+0:0:1:0:2, 2+0:0:0:0:0, 9+2:0:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 9+0:0:0:3:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 9+0:0:0:3:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 9+0:0:0:3:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 173+2:0:8:9:37
A minor (0), 1+0:0:0:0:0, 3+0:0:0:0:2, 7+0:0:0:0:4, 3+0:0:1:0:3, 5+0:0:0:0:1, 3+0:0:0:0:2, 6+0:0:0:0:4, 3+0:0:1:0:3, 3+0:0:1:0:2, 3+0:0:0:0:2, 5+0:0:0:0:4, 3+0:0:1:0:3, 5+0:0:1:0:3, 3+0:0:0:0:1, 9+2:0:1:0:3, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 10+0:0:0:3:4, 2+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 10+0:0:0:3:4, 2+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:1:0:5, 6+0:0:1:0:4, 3+0:0:0:0:1, 2+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 10+0:0:0:3:4, 2+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:0, 199+2:0:8:9:107
A minor mel (0), 1+0:0:0:0:0, 3+0:0:0:0:2, 8+0:0:0:0:4, 4+0:0:1:0:3, 4+0:0:0:0:1, 3+0:0:0:0:2, 7+0:0:0:0:4, 4+0:0:1:0:3, 4+0:0:1:0:2, 3+0:0:0:0:2, 6+0:0:0:0:4, 4+0:0:1:0:3, 6+0:0:1:0:3, 3+0:0:0:0:1, 8+2:0:1:0:3, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 6+0:0:0:0:3, 11+0:0:0:3:4, 3+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:1, 6+0:0:0:0:3, 11+0:0:0:3:4, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:2, 7+0:0:1:0:5, 7+0:0:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 6+0:0:0:0:3, 11+0:0:0:3:4, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:0, 235+2:0:8:9:107
C major blues (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:1:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:0:0:1, 6+0:0:0:0:1, 4+0:0:1:0:1, 6+0:0:1:0:2, 2+0:0:0:0:0, 9+2:0:1:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 6+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 215+2:0:8:9:36
A minor blues (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:1:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:0:0:1, 6+0:0:0:0:1, 4+0:0:1:0:1, 6+0:0:1:0:2, 2+0:0:0:0:0, 9+2:0:1:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 6+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 215+2:0:8:9:36
C dorian (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:0:0:1, 6+0:0:0:0:1, 4+0:0:1:0:1, 6+0:0:1:0:2, 2+0:0:0:0:0, 8+2:0:1:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 209+2:0:8:9:37
C phrygian (0), 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:1:0:1, 2+0:0:1:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:1:0:1, 4+0:0:1:0:2, 1+0:0:0:0:0, 8+2:0:1:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:3:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:3:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 4+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:3:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 136+2:0:8:9:37
C lydian (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 4+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:0:0:1, 6+0:0:0:0:1, 4+0:0:1:0:1, 6+0:0:1:0:2, 2+0:0:0:0:0, 8+2:0:1:0:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:2, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 10+0:0:0:3:4, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 209+2:0:8:9:37
C mixolydian (0), 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:1:0:1, 2+0:0:1:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:1:0:1, 4+0:0:1:0:2, 1+0:0:0:0:0, 8+2:0:1:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:3:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:3:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 4+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+0:0:0:3:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 136+2:0:8:9:37
C aeolian (0), 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:1, 3+0:0:1:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:1:0:1, 3+0:0:1:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:1:0:1, 5+0:0:1:0:2, 2+0:0:0:0:0, 9+2:0:1:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 9+0:0:0:3:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 9+0:0:0:3:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 9+0:0:0:3:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 173+2:0:8:9:37
