 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, rowcost
Eb major (3b), 0+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:3, 2+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 29+0:7:4:0:9
A major (3#), 2+0:1:0:0:0, 4+0:3:1:0:2, 4+0:2:0:0:1, 2+0:1:0:0:0, 3+0:1:0:0:1, 3+0:3:1:0:2, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:1, 6+0:3:0:0:2, 3+0:1:0:0:1, 2+0:1:0:0:0, 4+0:3:1:0:2, 4+0:2:0:0:1, 2+0:1:0:0:0, 3+0:1:0:0:1, 3+0:3:1:0:2, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 2+0:1:0:0:0, 5+0:2:0:0:1, 91+0:43:4:0:21
C minor (3b), 1+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 51+0:7:4:0:6
F# minor (3#), 2+0:1:0:0:2, 4+0:3:1:0:3, 4+0:2:0:0:3, 2+0:1:0:0:2, 3+0:1:0:0:2, 3+0:3:1:0:3, 2+0:1:0:0:2, 0+0:0:0:0:0, 2+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 5+0:2:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:1:0:0:2, 5+0:2:0:0:4, 6+0:3:0:0:4, 3+0:1:0:0:3, 2+0:1:0:0:2, 4+0:3:1:0:3, 4+0:2:0:0:3, 2+0:1:0:0:2, 3+0:1:0:0:2, 3+0:3:1:0:3, 2+0:1:0:0:2, 2+0:1:0:0:2, 5+0:2:0:0:4, 5+0:2:0:0:4, 2+0:1:0:0:2, 5+0:2:0:0:4, 90+0:43:4:0:73
Ab major (4b), 1+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:2:0:0:4, 3+0:1:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:1:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 41+0:7:4:0:21
E major (4#), 3+0:1:0:0:1, 4+0:3:1:0:3, 5+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:3:1:0:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:2:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 5+0:2:0:0:2, 6+0:3:0:0:3, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:3:1:0:3, 5+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:3:1:0:3, 3+0:1:0:0:1, 3+0:1:0:0:1, 6+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 106+0:43:4:0:43
F minor (4b), 1+0:0:0:0:0, 1+0:0:1:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 52+0:7:4:0:11
C# minor (4#), 3+0:1:0:0:2, 4+0:3:1:0:4, 5+0:2:0:0:4, 3+0:1:0:0:2, 3+0:1:0:0:3, 3+0:3:1:0:3, 3+0:1:0:0:2, 1+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:3, 5+0:2:0:0:5, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:1:0:0:3, 5+0:2:0:0:5, 6+0:3:0:0:5, 3+0:1:0:0:3, 3+0:1:0:0:2, 4+0:3:1:0:4, 5+0:2:0:0:4, 3+0:1:0:0:2, 3+0:1:0:0:3, 3+0:3:1:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 6+0:2:0:0:5, 5+0:2:0:0:5, 3+0:1:0:0:2, 5+0:2:0:0:5, 107+0:43:4:0:88
Db major (5b), 1+0:0:0:0:1, 2+0:0:1:0:0, 3+0:0:0:0:2, 2+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 3+0:2:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:2:0:0:4, 3+0:1:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:1:0:0, 3+0:0:0:0:2, 2+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 55+0:7:4:0:37
B major (5#), 3+0:1:0:0:2, 4+0:3:1:0:3, 6+0:2:0:0:3, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:3:1:0:3, 3+0:1:0:0:2, 1+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 6+0:2:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:2, 5+0:2:0:0:3, 6+0:3:0:0:3, 4+0:1:0:0:2, 3+0:1:0:0:2, 4+0:3:1:0:3, 6+0:2:0:0:3, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:3:1:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 6+0:2:0:0:3, 6+0:2:0:0:3, 3+0:1:0:0:2, 6+0:2:0:0:3, 117+0:43:4:0:61
Bb minor (5b), 1+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:3, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 44+0:7:4:0:12
G# minor (5#), 3+0:1:0:0:3, 4+0:3:1:0:4, 6+0:2:0:0:5, 4+0:1:0:0:3, 3+0:1:0:0:3, 4+0:3:1:0:3, 3+0:1:0:0:3, 1+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:4, 6+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:0:0:4, 5+0:2:0:0:5, 6+0:3:0:0:5, 4+0:1:0:0:3, 3+0:1:0:0:3, 4+0:3:1:0:4, 6+0:2:0:0:5, 4+0:1:0:0:3, 3+0:1:0:0:3, 4+0:3:1:0:3, 3+0:1:0:0:3, 3+0:1:0:0:3, 6+0:2:0:0:6, 6+0:2:0:0:5, 3+0:1:0:0:3, 6+0:2:0:0:5, 122+0:43:4:0:104
Gb major (6b), 1+0:0:0:0:1, 2+0:0:1:0:1, 3+0:0:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:1:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 4+0:2:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:2, 4+0:2:0:0:4, 4+0:1:0:0:3, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:1:0:1, 3+0:0:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 68+0:7:4:0:51
F# major (6#), 3+0:1:0:0:2, 4+0:3:1:0:3, 6+0:2:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 4+0:3:1:0:3, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 5+0:1:0:0:2, 6+0:2:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:2, 5+0:2:0:0:4, 6+0:3:0:0:4, 4+0:1:0:0:3, 3+0:1:0:0:2, 4+0:3:1:0:3, 6+0:2:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 4+0:3:1:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 6+0:2:0:0:4, 6+0:2:0:0:4, 3+0:1:0:0:2, 6+0:2:0:0:4, 116+0:43:4:0:73
Eb minor (6b), 0+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 56+0:7:4:0:9
D# minor (6#), 3+0:1:0:0:3, 4+0:3:1:0:4, 6+0:2:0:0:6, 3+0:1:0:0:3, 3+0:1:0:0:3, 4+0:3:1:0:4, 3+0:1:0:0:3, 0+0:0:0:0:0, 3+0:1:0:0:3, 2+0:0:0:0:2, 5+0:1:0:0:5, 6+0:2:0:0:6, 1+0:0:0:0:1, 3+0:0:0:0:3, 5+0:1:0:0:5, 5+0:2:0:0:5, 6+0:3:0:0:5, 4+0:1:0:0:4, 3+0:1:0:0:3, 4+0:3:1:0:4, 6+0:2:0:0:6, 3+0:1:0:0:3, 3+0:1:0:0:3, 4+0:3:1:0:4, 3+0:1:0:0:3, 3+0:1:0:0:3, 6+0:2:0:0:6, 6+0:2:0:0:6, 3+0:1:0:0:3, 6+0:2:0:0:6, 116+0:43:4:0:115
Cb major (7b), 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 3+0:1:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:2:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:2:0:0:4, 4+0:1:0:0:4, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 3+0:1:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:3, 82+0:7:0:0:64
C# major (7#), 3+0:1:0:0:2, 4+0:3:1:0:4, 6+0:2:0:0:4, 3+0:1:0:0:2, 3+0:1:0:0:3, 4+0:3:1:0:3, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 5+0:1:0:0:3, 6+0:2:0:0:5, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:3, 5+0:2:0:0:5, 6+0:3:0:0:5, 4+0:1:0:0:3, 3+0:1:0:0:2, 4+0:3:1:0:4, 6+0:2:0:0:4, 3+0:1:0:0:2, 3+0:1:0:0:3, 4+0:3:1:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 6+0:2:0:0:5, 6+0:2:0:0:5, 3+0:1:0:0:2, 6+0:2:0:0:5, 117+0:43:4:0:87
Ab minor (7b), 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:2:0:0:4, 4+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 68+0:7:0:0:21
A# minor (7#), 3+0:1:0:0:3, 4+0:3:1:0:4, 5+0:2:0:0:5, 3+0:1:0:0:3, 3+0:1:0:0:3, 3+0:3:1:0:3, 3+0:1:0:0:3, 0+0:0:0:0:0, 3+0:1:0:0:3, 2+0:0:0:0:2, 5+0:1:0:0:5, 6+0:2:0:0:6, 2+0:0:0:0:1, 3+0:0:0:0:3, 4+0:1:0:0:4, 5+0:2:0:0:5, 6+0:3:0:0:6, 4+0:1:0:0:4, 3+0:1:0:0:3, 4+0:3:1:0:4, 5+0:2:0:0:5, 3+0:1:0:0:3, 3+0:1:0:0:3, 3+0:3:1:0:3, 3+0:1:0:0:3, 3+0:1:0:0:3, 6+0:2:0:0:6, 6+0:2:0:0:6, 3+0:1:0:0:3, 6+0:2:0:0:6, 112+0:43:4:0:111
