 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C major (0), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 34+0:0:0:0:1
A minor (0), 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 39+0:0:0:0:16
F major (1b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 24+0:0:0:0:0
G major (1#), 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:1, 3+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 4+0:3:1:0:2, 3+0:3:0:0:1, 0+0:0:0:0:0, 4+0:3:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:0, 46+0:31:1:0:5
D minor (1b), 2+0:0:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:2, 2+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:1:0:0:0, 36+0:7:0:0:10
E minor (1#), 4+0:2:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:0, 5+0:3:0:0:3, 4+0:3:1:0:4, 3+0:3:0:0:3, 0+0:0:0:0:0, 5+0:3:0:0:3, 4+0:3:0:0:3, 4+0:2:0:0:2, 2+0:0:0:0:0, 53+0:24:1:0:25
Bb major (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 18+0:0:0:0:0
D major (2#), 4+0:2:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:3:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 5+0:3:0:0:1, 4+0:3:1:0:2, 4+0:3:0:0:2, 1+0:0:0:0:0, 5+0:3:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:1, 3+0:0:0:0:0, 58+0:26:1:0:11
G minor (2b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:1:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 30+0:2:1:0:5
B minor (2#), 4+0:2:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:3:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:3, 3+0:0:0:0:1, 6+0:3:0:0:4, 4+0:3:1:0:3, 4+0:3:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:4, 4+0:3:0:0:4, 4+0:2:0:0:3, 3+0:0:0:0:1, 58+0:24:1:0:37
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 11+0:0:0:0:0
A major (3#), 5+0:2:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 6+0:3:0:0:2, 2+0:1:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 6+0:3:0:0:2, 5+0:3:1:0:3, 4+0:3:0:0:3, 1+0:0:0:0:0, 6+0:3:0:0:2, 5+0:3:0:0:2, 5+0:2:0:0:1, 2+0:0:0:0:0, 63+0:26:1:0:17
