 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C minor (3b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:1, 1+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 21+0:2:0:0:1
F# minor (3#), 5+0:2:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 6+0:3:0:0:4, 1+0:0:0:0:0, 5+0:2:0:0:4, 1+0:0:0:0:1, 6+0:3:0:0:5, 5+0:3:0:0:3, 4+0:3:0:0:4, 1+0:0:0:0:1, 6+0:3:0:0:5, 5+0:3:0:0:3, 5+0:2:0:0:4, 1+0:0:0:0:1, 57+0:24:0:0:42
Ab major (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 14+0:0:0:0:2
E major (4#), 6+0:2:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 6+0:3:0:0:3, 2+0:0:0:0:0, 6+0:2:0:0:2, 3+0:0:0:0:0, 7+0:3:0:0:3, 5+0:3:1:0:4, 4+0:3:0:0:3, 1+0:0:0:0:0, 7+0:3:0:0:3, 5+0:3:0:0:3, 6+0:2:0:0:2, 2+0:0:0:0:0, 70+0:24:1:0:25
F minor (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 20+0:0:0:0:0
C# minor (4#), 6+0:2:0:0:4, 1+0:0:0:0:1, 5+0:0:0:0:2, 1+0:0:0:0:1, 6+0:3:0:0:6, 2+0:0:0:0:1, 6+0:2:0:0:4, 2+0:0:0:0:1, 7+0:3:0:0:6, 5+0:3:1:0:4, 4+0:3:0:0:4, 0+0:0:0:0:0, 7+0:3:0:0:6, 5+0:3:0:0:5, 6+0:2:0:0:4, 1+0:0:0:0:1, 64+0:24:1:0:50
Db major (5b), 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 21+0:0:0:0:9
B major (5#), 6+0:2:0:0:3, 2+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 6+0:3:0:0:4, 1+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:0:1, 8+0:3:0:0:4, 5+0:3:1:0:3, 4+0:3:0:0:3, 1+0:0:0:0:0, 8+0:3:0:0:4, 5+0:3:0:0:4, 6+0:2:0:0:3, 2+0:0:0:0:1, 70+0:24:1:0:37
Bb minor (5b), 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 28+0:0:0:0:0
G# minor (5#), 6+0:2:0:0:6, 2+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 6+0:3:0:0:6, 1+0:0:0:0:1, 6+0:2:0:0:6, 3+0:0:0:0:3, 8+0:3:0:0:7, 6+0:3:0:0:5, 4+0:3:0:0:4, 2+0:0:0:0:1, 8+0:3:0:0:7, 5+0:3:0:0:5, 6+0:2:0:0:6, 2+0:0:0:0:2, 70+0:24:0:0:66
Gb major (6b), 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 34+0:0:0:0:18
F# major (6#), 6+0:2:0:0:4, 1+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 6+0:3:0:0:4, 0+0:0:0:0:0, 6+0:2:0:0:4, 2+0:0:0:0:1, 8+0:3:0:0:5, 5+0:3:0:0:3, 4+0:3:0:0:4, 1+0:0:0:0:1, 8+0:3:0:0:5, 5+0:3:0:0:3, 6+0:2:0:0:4, 1+0:0:0:0:1, 64+0:24:0:0:42
Eb minor (6b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 31+0:0:0:0:0
D# minor (6#), 6+0:2:0:0:6, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+0:3:0:0:5, 1+0:0:0:0:0, 6+0:2:0:0:6, 1+0:0:1:0:0, 8+0:3:0:0:8, 5+0:3:0:0:4, 4+0:3:0:0:4, 1+0:0:0:0:1, 8+0:3:0:0:8, 5+0:3:0:0:4, 6+0:2:0:0:6, 1+0:0:0:0:1, 63+0:24:1:0:57
Cb major (7b), 4+0:0:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 6+0:0:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:1, 48+0:0:0:0:31
C# major (7#), 6+0:2:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 6+0:3:0:0:5, 0+0:0:0:0:0, 6+0:2:0:0:4, 1+0:0:0:0:0, 8+0:3:0:0:6, 5+0:3:0:0:4, 4+0:3:0:0:4, 0+0:0:0:0:0, 8+0:3:0:0:6, 5+0:3:0:0:4, 6+0:2:0:0:4, 0+0:0:0:0:0, 58+0:24:0:0:42
Ab minor (7b), 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 41+0:0:0:0:2
A# minor (7#), 6+0:2:0:0:5, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 6+0:3:0:0:5, 0+0:0:0:0:0, 6+0:2:0:0:5, 2+0:0:0:0:1, 8+0:3:0:0:8, 5+0:3:0:0:4, 4+0:3:0:0:4, 0+0:0:0:0:0, 8+0:3:0:0:8, 5+0:3:0:0:4, 6+0:2:0:0:5, 1+0:0:0:0:0, 62+0:24:0:0:51
