 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 7+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0,  , 1+0:0:0:0:0,  , 2+0:0:0:0:0,  , 3+0:0:0:0:0,  , 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 77+0:0:0:0:3
A minor (0), 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:3, 7+0:0:0:0:4, 6+1:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:0,  , 1+0:0:0:0:1,  , 2+0:0:0:0:1,  , 4+0:0:0:0:2,  , 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:3, 5+0:0:0:0:3, 7+0:0:0:0:4, 3+0:0:0:0:1, 88+1:0:0:0:51
A minor mel (0), 5+0:0:0:0:2, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:0:0:0:3, 8+0:0:0:0:4, 7+1:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:0,  , 2+0:0:0:0:1,  , 3+0:0:0:0:1,  , 4+0:0:0:0:2,  , 5+0:0:0:0:2, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:0:0:0:3, 8+0:0:0:0:4, 3+0:0:1:0:2, 106+1:0:1:0:52
C major blues (0), 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 8+0:0:0:0:0, 7+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0,  , 2+0:0:0:0:0,  , 3+0:0:0:0:0,  , 3+0:0:0:0:0,  , 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:0, 97+0:0:0:0:3
A minor blues (0), 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 8+0:0:0:0:0, 7+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0,  , 2+0:0:0:0:0,  , 3+0:0:0:0:0,  , 3+0:0:0:0:0,  , 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:0, 97+0:0:0:0:3
C dorian (0), 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 7+0:0:2:0:2, 7+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0,  , 2+0:0:0:0:0,  , 3+0:0:0:0:0,  , 3+0:0:0:0:0,  , 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 7+0:0:2:0:2, 2+0:0:1:0:1, 93+0:0:5:0:8
C phrygian (0), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0,  , 1+0:0:0:0:0,  , 1+0:0:0:0:0,  , 2+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 61+0:0:0:0:3
C lydian (0), 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 7+0:0:2:0:2, 7+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0,  , 2+0:0:0:0:0,  , 3+0:0:0:0:0,  , 3+0:0:0:0:0,  , 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 7+0:0:2:0:2, 2+0:0:1:0:1, 93+0:0:5:0:8
C mixolydian (0), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0,  , 1+0:0:0:0:0,  , 1+0:0:0:0:0,  , 2+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 61+0:0:0:0:3
C aeolian (0), 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 7+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0,  , 1+0:0:0:0:0,  , 2+0:0:0:0:0,  , 3+0:0:0:0:0,  , 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 77+0:0:0:0:3
