 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
A phrygian (3#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
Eb lydian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+2:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:2:0:3, 1+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 41+2:0:3:0:9
A lydian (3#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
Eb mixolydian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
A mixolydian (3#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
Eb aeolian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
A aeolian (3#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
Eb locrian (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
A locrian (3#), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 6+2:0:1:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:2:0:3, 4+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 62+2:0:3:0:9
Ab major (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
E major (4#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
F minor (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 4+0:0:0:0:0, 7+0:3:0:0:3, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 40+2:6:3:0:8
C# minor (4#), 2+0:0:0:0:2, 4+0:2:0:0:4, 7+0:3:0:0:6, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 7+0:2:0:0:5, 3+0:0:0:0:0, 4+0:3:0:0:4, 6+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 2+0:0:0:0:2, 75+2:38:4:0:61
F minor mel (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+2:2:1:0:2, 5+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:2:0:2, 3+0:0:0:0:0, 6+0:3:0:0:3, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 44+2:6:3:0:8
C# minor mel (4#), 2+0:0:0:0:2, 4+0:2:0:0:4, 7+0:3:0:0:6, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:5, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:6, 2+0:0:0:0:2, 78+2:38:4:0:61
Ab major blues (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+2:2:1:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 51+2:5:2:0:14
E major blues (4#), 3+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 8+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 4+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 3+0:0:0:0:0, 80+2:37:4:0:38
F minor blues (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+2:2:1:0:3, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 1+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 51+2:5:2:0:14
C# minor blues (4#), 3+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 8+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 4+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 3+0:0:0:0:0, 80+2:37:4:0:38
Ab dorian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
E dorian (4#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
Ab phrygian (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
E phrygian (4#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
Ab lydian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+2:2:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:2:0:2, 2+0:0:0:0:0, 7+0:3:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 35+2:6:3:0:8
E lydian (4#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
Ab mixolydian (4b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
E mixolydian (4#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
Ab aeolian (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
E aeolian (4#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
Ab locrian (4b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
E locrian (4#), 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:1, 7+2:2:1:0:2, 7+0:6:1:0:3, 5+0:3:0:0:1, 7+0:7:2:0:4, 5+0:3:0:0:0, 2+0:0:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 67+2:42:4:0:17
Db major (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
B major (5#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
Bb minor (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 7+0:3:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 40+2:5:3:0:11
G# minor (5#), 1+0:0:1:0:0, 4+0:2:0:0:4, 7+0:3:0:0:6, 7+2:2:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:6, 4+0:0:0:0:1, 4+0:3:0:0:4, 7+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 1+0:0:1:0:0, 75+2:37:6:0:60
Bb minor mel (5b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 6+2:2:1:0:3, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:2:0:1, 2+0:0:0:0:0, 7+0:3:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 37+2:6:3:0:12
G# minor mel (5#), 0+0:0:0:0:0, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:2:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:6, 5+0:0:0:0:1, 4+0:3:0:0:4, 7+0:3:0:0:5, 6+0:3:0:0:5, 7+0:4:0:0:6, 0+0:0:0:0:0, 75+2:37:4:0:60
Db major blues (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 7+2:2:1:0:5, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 53+2:5:3:0:20
B major blues (5#), 3+0:0:0:0:1, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 3+0:0:0:0:1, 80+2:37:4:0:47
Bb minor blues (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 7+2:2:1:0:5, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:1:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 53+2:5:3:0:20
G# minor blues (5#), 3+0:0:0:0:1, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 3+0:0:0:0:1, 80+2:37:4:0:47
Db dorian (5b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
B dorian (5#), 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:45
Db phrygian (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
B phrygian (5#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
Db lydian (5b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+2:2:1:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:2:0:1, 3+0:0:0:0:0, 8+0:3:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 31+2:6:3:0:12
B lydian (5#), 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:45
Db mixolydian (5b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
B mixolydian (5#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:2, 7+2:2:1:0:3, 7+0:6:1:0:5, 5+0:3:0:0:3, 7+0:6:2:0:5, 7+0:2:0:0:1, 2+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:2, 6+0:3:0:0:3, 7+0:4:0:0:3, 2+0:0:0:0:0, 73+2:37:4:0:32
Db aeolian (5b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
B aeolian (5#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
Db locrian (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+2:2:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 46+2:5:1:0:18
B locrian (5#), 3+0:1:0:0:0, 4+0:2:0:0:1, 7+0:3:0:0:2, 6+2:2:1:0:2, 7+0:6:1:0:4, 5+0:3:0:0:2, 7+0:7:2:0:5, 6+0:2:0:0:0, 1+0:0:0:0:1, 4+0:3:0:0:2, 6+0:3:0:0:1, 6+0:3:0:0:2, 7+0:4:0:0:2, 3+0:1:0:0:0, 72+2:40:4:0:24
Gb major (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+2:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:0, 5+0:0:0:0:1, 8+0:3:0:0:6, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:2:0:14
F# major (6#), 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:3:0:0:4, 7+2:2:1:0:4, 7+0:6:1:0:6, 5+0:3:0:0:4, 7+0:6:2:0:6, 8+0:2:0:0:3, 4+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 6+0:3:0:0:4, 7+0:4:0:0:5, 1+0:0:0:0:0, 76+2:37:4:0:45
Eb minor (6b), 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+2:2:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:0:0:0, 7+0:3:0:0:5, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 42+2:5:2:0:10
D# minor (6#), 1+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:2:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 5+0:0:0:0:2, 4+0:3:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:6, 7+0:4:0:0:6, 1+0:0:0:0:1, 76+2:37:4:0:65
Eb minor mel (6b), 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+2:2:1:0:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:2:0:0, 3+0:0:0:0:0, 7+0:3:0:0:5, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 38+2:5:3:0:13
D# minor mel (6#), 1+0:0:0:0:1, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:3:1:0:6, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 6+0:0:0:0:2, 4+0:3:0:0:4, 6+0:3:0:0:5, 7+0:3:0:0:6, 7+0:4:0:0:6, 1+0:0:0:0:1, 78+2:38:4:0:66
Gb major blues (6b), 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+2:2:1:0:5, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:2:0:0, 7+0:0:0:0:3, 8+0:3:0:0:7, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 56+2:5:4:0:26
F# major blues (6#), 2+0:0:0:0:1, 4+0:2:0:0:3, 8+0:3:0:0:5, 8+2:2:1:0:4, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:4, 5+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 7+0:3:0:0:5, 7+0:4:0:0:5, 2+0:0:0:0:1, 81+2:37:4:0:53
Eb minor blues (6b), 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 7+2:2:1:0:5, 3+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:2:0:0, 7+0:0:0:0:3, 8+0:3:0:0:7, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 56+2:5:4:0:26
D# minor blues (6#), 2+0:0:0:0:2, 4+0:2:0:0:4, 8+0:3:0:0:6, 7+2:3:1:0:6, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:7, 5+0:0:0:0:2, 4+0:3:0:0:4, 7+0:3:0:0:6, 7+0:3:0:0:6, 7+0:4:0:0:6, 2+0:0:0:0:2, 80+2:38:4:0:69
Gb dorian (6b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
F# dorian (6#), 1+0:0:0:0:0, 4+0:2:0:0:3, 8+0:3:0:0:5, 7+2:3:1:0:5, 7+0:6:1:0:7, 5+0:3:0:0:5, 7+0:6:2:0:6, 8+0:2:0:0:4, 5+0:0:0:0:0, 4+0:3:0:0:4, 7+0:3:0:0:3, 7+0:3:0:0:5, 7+0:4:0:0:5, 1+0:0:0:0:0, 78+2:38:4:0:52
Gb phrygian (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+2:2:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:0:0:2, 8+0:3:0:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 46+2:5:1:0:18
F# phrygian (6#), 2+0:0:0:0:0, 4+0:2:0:0:2, 7+0:3:0:0:3, 7+2:2:1:0:3, 7+0:6:1:0:6, 5+0:3:0:0:3, 7+0:6:2:0:6, 8+0:2:0:0:2, 3+0:0:0:0:0, 4+0:3:0:0:3, 7+0:3:0:0:3, 6+0:3:0:0:3, 7+0:4:0:0:4, 2+0:0:0:0:0, 76+2:37:4:0:38
Gb lydian (6b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 5+2:2:1:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:2:0:0, 4+0:0:0:0:0, 8+0:3:0:0:5, 0+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 34+2:5:3:0:13
