 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, rowcost
C major (0), 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 8+0:0:0:0:1, 9+0:0:0:0:2, 7+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 205+0:0:0:0:3
A minor (0), 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 9+0:0:0:0:1, 10+0:0:0:0:4, 8+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:2, 9+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:1, 260+0:0:0:0:81
F major (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:1:0:0:1, 10+0:1:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 144+0:2:0:0:2
G major (1#), 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:0, 2+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 6+0:3:0:0:0, 3+0:2:0:0:0, 7+0:3:0:0:0, 2+0:2:0:0:0, 5+0:3:0:0:0, 6+0:3:0:0:0, 5+0:3:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 7+0:2:0:0:1, 10+0:5:0:0:1, 8+0:5:0:0:1, 4+0:3:0:0:0, 6+0:4:0:0:1, 9+0:4:0:0:0, 6+0:4:0:0:1, 4+0:3:0:0:0, 3+0:2:0:0:0, 5+0:3:0:0:0, 5+0:3:0:0:1, 3+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 5+0:3:0:0:0, 6+0:3:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:0, 3+0:3:0:0:0, 2+0:1:0:0:0, 242+0:169:0:0:6
D minor (1b), 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 6+0:2:0:0:0, 11+0:0:0:0:3, 7+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 8+0:1:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 192+0:6:0:0:46
E minor (1#), 2+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 3+0:2:0:0:2, 3+0:2:0:0:2, 2+0:1:0:0:1, 3+0:1:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:2, 2+0:1:0:0:1, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 2+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 2+0:2:0:0:2, 7+0:3:0:0:3, 4+0:2:0:0:2, 7+0:2:0:0:2, 2+0:2:0:0:2, 6+0:3:0:0:3, 7+0:3:0:0:3, 6+0:2:0:0:2, 2+0:2:0:0:2, 4+0:2:0:0:2, 7+0:2:0:0:2, 11+0:5:0:0:5, 8+0:5:0:0:5, 4+0:2:0:0:2, 7+0:4:0:0:4, 9+0:3:0:0:3, 6+0:4:0:0:4, 4+0:3:0:0:3, 4+0:2:0:0:2, 6+0:3:0:0:3, 5+0:3:0:0:3, 3+0:2:0:0:2, 3+0:2:0:0:2, 5+0:2:0:0:2, 5+0:3:0:0:3, 5+0:2:0:0:2, 3+0:2:0:0:2, 5+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 2+0:1:0:0:1, 5+0:2:0:0:2, 3+0:3:0:0:3, 2+0:1:0:0:1, 281+0:146:0:0:146
Bb major (2b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:1, 9+0:1:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 105+0:2:0:0:17
D major (2#), 2+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 3+0:1:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 3+0:1:0:0:0, 5+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:1, 1+0:1:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 3+0:1:0:0:0, 5+0:3:0:0:1, 3+0:2:0:0:0, 7+0:3:0:0:1, 3+0:2:0:0:0, 8+0:3:0:0:1, 2+0:2:0:0:0, 6+0:3:0:0:1, 7+0:3:0:0:1, 6+0:3:0:0:1, 3+0:2:0:0:0, 4+0:2:0:0:1, 6+0:2:0:0:0, 11+0:5:0:0:3, 9+0:4:0:0:1, 5+0:3:0:0:1, 7+0:4:0:0:2, 10+0:4:0:0:2, 7+0:4:0:0:2, 5+0:3:0:0:1, 4+0:2:0:0:0, 6+0:3:0:0:1, 6+0:3:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:1, 2+0:2:0:0:0, 5+0:3:0:0:1, 6+0:3:0:0:1, 7+0:3:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:1, 3+0:3:0:0:1, 3+0:1:0:0:1, 290+0:165:0:0:46
G minor (2b), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 6+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:1, 10+0:1:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:1, 7+0:1:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 142+0:8:0:0:6
B minor (2#), 2+0:2:0:0:2, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:1, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:1, 5+0:2:0:0:3, 3+0:2:0:0:2, 3+0:2:0:0:2, 1+0:1:0:0:1, 4+0:1:0:0:2, 3+0:2:0:0:2, 3+0:2:0:0:2, 2+0:1:0:0:1, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:1, 5+0:2:0:0:3, 3+0:2:0:0:2, 7+0:3:0:0:4, 3+0:2:0:0:3, 8+0:3:0:0:4, 2+0:2:0:0:2, 6+0:3:0:0:4, 7+0:3:0:0:4, 6+0:3:0:0:4, 3+0:2:0:0:2, 4+0:2:0:0:3, 7+0:2:0:0:3, 11+0:5:0:0:6, 9+0:4:0:0:5, 5+0:3:0:0:4, 8+0:4:0:0:5, 10+0:4:0:0:5, 7+0:4:0:0:5, 5+0:3:0:0:4, 4+1:1:0:0:1, 6+0:3:0:0:4, 6+0:3:0:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:3, 2+0:2:0:0:2, 5+0:3:0:0:4, 6+0:3:0:0:4, 7+0:2:0:0:3, 2+0:1:0:0:1, 5+0:2:0:0:3, 4+0:3:0:0:3, 3+0:1:0:0:2, 297+1:146:0:0:185
