 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, rowcost
Eb major (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+1:2:0:0:3, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+1:2:0:0:3, 2+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+1:2:0:0:4, 5+0:0:1:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 43+3:8:1:0:19
A major (3#), 3+0:0:0:0:0, 7+0:4:0:0:3, 5+0:2:0:0:1, 8+2:2:0:0:3, 5+0:3:0:0:2, 5+0:2:0:0:2, 6+0:2:0:0:1, 9+0:4:0:0:3, 7+0:3:0:0:2, 7+0:4:0:0:3, 5+0:2:0:0:1, 8+2:2:0:0:3, 5+0:3:0:0:2, 8+0:4:0:0:3, 4+0:1:0:0:0, 6+0:3:0:0:2, 9+0:1:0:0:0, 8+0:5:1:0:5, 5+0:2:0:0:1, 6+0:3:0:0:2, 6+0:3:0:0:2, 5+0:2:0:0:1, 137+4:57:1:0:42
C minor (3b), 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+1:3:0:0:2, 3+0:0:0:0:0, 2+0:1:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+1:3:0:0:2, 3+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:2:0:0:2, 5+0:0:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 58+3:10:1:0:10
F# minor (3#), 2+0:0:0:0:0, 7+0:4:0:0:5, 5+0:2:0:0:4, 8+2:2:0:0:4, 5+0:3:0:0:4, 5+0:2:0:0:3, 7+0:2:0:0:4, 9+0:4:0:0:6, 7+0:3:0:0:5, 7+0:4:0:0:5, 5+0:2:0:0:4, 8+2:2:0:0:4, 5+0:3:0:0:4, 8+0:4:0:0:5, 5+0:1:0:0:3, 6+0:3:0:0:5, 10+0:1:0:0:3, 8+0:5:1:0:7, 6+0:2:0:0:4, 6+0:3:0:0:5, 6+0:3:0:0:5, 5+0:2:0:0:4, 140+4:57:1:0:93
Ab major (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:2:0:0:4, 3+0:0:0:0:1, 3+0:1:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+1:2:0:0:4, 3+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+1:2:0:0:4, 4+0:0:1:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 55+3:8:1:0:27
E major (4#), 2+0:0:0:0:0, 8+0:4:0:0:4, 6+0:2:0:0:2, 7+2:2:0:0:2, 6+0:3:0:0:3, 6+0:2:0:0:2, 7+0:2:0:0:2, 9+0:4:0:0:4, 8+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 7+2:2:0:0:2, 6+0:3:0:0:3, 9+0:4:0:0:4, 5+0:1:0:0:1, 7+0:3:0:0:3, 8+0:1:0:0:1, 8+0:5:1:0:5, 6+0:2:0:0:2, 6+0:3:0:0:3, 7+0:3:0:0:3, 5+0:2:0:0:2, 147+4:57:1:0:57
F minor (4b), 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:2, 4+0:0:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+1:2:0:0:2, 5+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 69+3:8:1:0:9
C# minor (4#), 2+0:0:0:0:2, 8+0:4:0:0:7, 6+0:2:0:0:5, 8+2:2:0:0:4, 6+0:3:0:0:5, 6+0:2:0:0:4, 7+0:2:0:0:5, 9+0:4:0:0:7, 8+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 8+2:2:0:0:4, 6+0:3:0:0:5, 9+0:4:0:0:6, 5+0:1:0:0:4, 7+0:3:0:0:6, 9+0:1:0:0:6, 8+0:5:1:0:8, 6+0:2:0:0:5, 6+0:3:0:0:6, 7+0:3:0:0:6, 5+0:2:0:0:5, 150+4:57:1:0:118
Db major (5b), 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+1:2:0:0:4, 4+0:0:0:0:2, 4+0:1:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+1:2:0:0:4, 4+0:0:0:0:2, 6+0:1:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:1, 7+1:2:0:0:4, 5+0:0:1:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 75+3:8:1:0:41
B major (5#), 2+0:0:0:0:1, 8+0:4:0:0:5, 6+0:2:0:0:3, 7+2:2:0:0:3, 7+0:3:0:0:4, 6+0:2:0:0:2, 7+0:2:0:0:3, 9+0:4:0:0:5, 8+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 7+2:2:0:0:3, 7+0:3:0:0:4, 9+0:4:0:0:4, 5+0:1:0:0:2, 7+0:3:0:0:4, 8+0:1:0:0:2, 9+0:5:1:0:6, 6+0:2:0:0:3, 6+0:3:0:0:4, 7+0:3:0:0:4, 5+0:2:0:0:3, 150+4:57:1:0:77
Bb minor (5b), 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:3, 3+0:0:0:0:0, 5+0:1:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:3, 3+0:0:0:0:0, 7+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+1:2:0:0:3, 4+0:0:1:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 84+3:8:1:0:12
G# minor (5#), 1+0:0:1:0:0, 8+0:4:0:0:8, 6+0:2:0:0:6, 7+2:2:0:0:4, 7+0:3:0:0:6, 7+0:2:0:0:5, 7+0:2:0:0:6, 9+0:4:0:0:7, 8+0:3:0:0:7, 8+0:4:0:0:8, 6+0:2:0:0:6, 7+2:2:0:0:4, 7+0:3:0:0:6, 10+0:4:0:0:7, 5+0:1:0:0:5, 7+0:3:0:0:7, 8+0:1:0:0:6, 9+0:5:1:0:8, 6+0:2:0:0:6, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 151+4:57:2:0:130
Gb major (6b), 1+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:2, 6+1:2:0:0:4, 4+0:0:0:0:3, 5+0:1:0:0:4, 6+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 6+1:2:0:0:4, 4+0:0:0:0:3, 7+0:1:0:0:5, 4+0:0:0:0:3, 3+0:0:0:0:2, 8+1:2:0:0:6, 6+0:0:0:0:2, 5+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 94+3:8:0:0:61
F# major (6#), 1+0:0:0:0:0, 8+0:4:0:0:5, 6+0:2:0:0:4, 7+2:2:0:0:4, 7+0:3:0:0:4, 6+0:2:0:0:3, 8+0:2:0:0:4, 9+0:4:0:0:6, 8+0:3:0:0:5, 8+0:4:0:0:5, 6+0:2:0:0:4, 7+2:2:0:0:4, 7+0:3:0:0:4, 9+0:4:0:0:5, 6+0:1:0:0:3, 7+0:3:0:0:5, 9+0:1:0:0:3, 9+0:5:1:0:7, 7+0:2:0:0:4, 6+0:3:0:0:5, 7+0:3:0:0:5, 5+0:2:0:0:4, 153+4:57:1:0:93
Eb minor (6b), 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:3, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 6+1:2:0:0:3, 3+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 8+1:2:0:0:4, 7+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 82+3:8:0:0:18
D# minor (6#), 1+0:0:0:0:1, 8+0:4:0:0:7, 6+0:2:0:0:6, 7+2:2:0:0:5, 7+0:3:0:0:7, 6+0:2:0:0:6, 8+0:2:0:0:6, 9+0:4:0:0:8, 8+0:3:0:0:7, 8+0:4:0:0:7, 6+0:2:0:0:6, 7+2:2:0:0:5, 7+0:3:0:0:7, 9+0:4:0:0:8, 6+0:1:0:0:5, 7+0:3:0:0:7, 9+0:1:0:0:6, 9+0:5:1:0:9, 7+0:2:0:0:6, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 153+4:57:1:0:137
Cb major (7b), 2+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:3, 7+1:2:0:0:5, 5+0:0:0:0:3, 5+0:1:0:0:5, 7+0:0:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:3, 7+1:2:0:0:5, 5+0:0:0:0:3, 7+0:1:0:0:6, 5+0:0:0:0:4, 4+0:0:0:0:3, 9+1:2:0:0:7, 7+0:0:0:0:3, 6+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 114+3:8:0:0:80
C# major (7#), 1+0:0:0:0:1, 8+0:4:0:0:6, 6+0:2:0:0:5, 8+2:2:0:0:4, 7+0:3:0:0:5, 6+0:2:0:0:4, 8+0:2:0:0:5, 9+0:4:0:0:7, 8+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:5, 8+2:2:0:0:4, 7+0:3:0:0:5, 9+0:4:0:0:6, 6+0:1:0:0:4, 7+0:3:0:0:6, 10+0:1:0:0:6, 9+0:5:1:0:8, 7+0:2:0:0:5, 6+0:3:0:0:6, 7+0:3:0:0:6, 5+0:2:0:0:5, 156+4:57:1:0:115
Ab minor (7b), 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 7+1:2:0:0:4, 4+0:0:0:0:1, 4+0:1:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 7+1:2:0:0:4, 4+0:0:0:0:1, 6+0:1:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:0, 8+1:2:0:0:4, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 94+3:8:0:0:26
A# minor (7#), 1+0:0:0:0:1, 8+0:4:0:0:7, 6+0:2:0:0:6, 9+1:3:0:0:6, 7+0:3:0:0:7, 6+0:2:0:0:6, 8+0:2:0:0:7, 8+0:4:0:0:8, 8+0:3:0:0:8, 8+0:4:0:0:7, 6+0:2:0:0:6, 9+1:3:0:0:6, 7+0:3:0:0:7, 9+0:4:0:0:9, 6+0:1:0:0:6, 7+0:3:0:0:7, 10+0:1:0:0:7, 9+0:5:1:0:9, 7+0:2:0:0:7, 6+0:3:0:0:6, 7+0:3:0:0:7, 5+0:2:0:0:5, 157+2:59:1:0:145
