 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
Eb major (3b), 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 2+0+2:1:1:0:2, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:1:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:1:0:0:1, 18+0+13:3:1:0:5
A major (3#), 2+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+1:0:0:0:0, 1+0+2:0:0:0:0, 3+0+1:1:0:0:1, 3+0+2:1:1:0:1, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 31+0+11:3:1:0:2
C minor (3b), 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 2+0+2:1:1:0:2, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:1:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 19+0+15:2:1:0:4
F# minor (3#), 2+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+1:0:0:0:0, 1+0+2:0:0:0:0, 3+0+1:1:0:0:1, 3+0+2:1:1:0:1, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 31+0+11:3:1:0:2
Ab major (4b), 2+0+1:0:0:0:1, 1+0+1:0:0:0:1, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+2:0:0:0:0, 21+0+15:0:0:0:3
E major (4#), 3+0+1:0:0:0:0, 3+0+1:1:0:0:1, 4+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:1:0:0:1, 4+0+3:1:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 4+0+1:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 37+0+15:3:0:0:2
F minor (4b), 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+2:0:0:0:0, 21+0+15:0:0:0:1
C# minor (4#), 4+0+1:0:0:0:0, 3+0+1:1:0:0:1, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:1:0:0:1, 4+0+3:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 4+0+1:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 38+0+16:2:0:0:2
Db major (5b), 2+0+1:0:0:0:1, 2+0+1:0:0:0:1, 3+0+2:0:1:0:1, 2+0+1:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 26+0+15:0:1:0:4
B major (5#), 3+0+1:1:0:0:1, 4+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+3:1:1:0:1, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 36+0+13:2:1:0:2
Bb minor (5b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:1:0:1, 2+0+1:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 26+0+15:0:1:0:2
G# minor (5#), 3+0+1:1:0:0:1, 4+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+4:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+1:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 37+0+14:1:0:0:1
Gb major (6b), 2+0+1:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:1:0:1, 3+0+1:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 27+0+15:0:1:0:3
F# major (6#), 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 5+0+2:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+1:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 42+0+14:0:0:0:0
Eb minor (6b), 2+0+1:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:1:0:1, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 27+0+15:0:1:0:2
D# minor (6#), 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 5+0+2:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+4:0:0:0:0, 5+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+1:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 42+0+14:0:0:0:0
Cb major (7b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:1, 6+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+2:0:0:0:0, 1+0+2:0:0:0:0, 39+0+15:0:0:0:2
C# major (7#), 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 5+0+2:0:0:0:0, 1+0+2:0:0:0:0, 4+0+1:0:0:0:0, 4+0+3:0:0:0:0, 5+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+3:0:0:0:0, 5+0+1:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 41+0+16:0:0:0:0
Ab minor (7b), 2+0+1:0:0:0:0, 2+0+1:0:0:0:1, 6+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 6+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+2:0:0:0:0, 1+0+2:0:0:0:0, 39+0+15:0:0:0:2
A# minor (7#), 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 5+0+2:0:0:0:0, 1+0+2:0:0:0:0, 4+0+1:0:0:0:0, 4+0+3:0:0:0:0, 5+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+3:0:0:0:0, 5+0+1:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 41+0+16:0:0:0:0
