 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 16+0:2:0:0:7
A major (3#), 2+0:1:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 1+0:1:0:0:0, 1+0:1:0:0:0, 4+0:0:1:0:2, 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:2:0:2, 5+0:2:1:0:2, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 47+0:19:4:0:12
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 31+0:7:0:0:4
F# minor (3#), 1+0:0:0:0:0, 5+0:1:0:0:3, 5+0:3:0:0:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 4+0:3:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:1:0:0, 5+0:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 42+0:9:3:0:15
Ab major (4b), 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 16+0:0:0:0:6
E major (4#), 2+0:0:0:0:0, 6+0:0:0:0:0, 4+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 4+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:2:0:2, 6+0:2:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 46+0:6:4:0:10
F minor (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 21+0:0:0:0:0
C# minor (4#), 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:2:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:2:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:1:0:0, 5+0:2:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 42+0:6:1:0:18
Db major (5b), 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:2, 6+0:0:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:0:0:11
B major (5#), 1+0:0:0:0:1, 5+0:0:0:0:1, 4+0:2:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:2, 4+0:2:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:2:0:1, 6+0:2:1:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 34+0:6:4:0:18
Bb minor (5b), 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 21+0:0:0:0:2
G# minor (5#), 1+0:0:0:0:1, 4+0:0:0:0:3, 4+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 4+0:2:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:1:0:1, 5+0:2:1:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 33+0:6:3:0:23
Gb major (6b), 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 7+0:0:0:0:3, 1+0:0:0:0:0, 4+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 21+0:0:0:0:12
F# major (6#), 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 4+0:2:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:1:0:0, 6+0:2:1:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 29+0:6:3:0:11
Eb minor (6b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 21+0:2:0:0:5
D# minor (6#), 0+0:0:0:0:0, 2+0:0:1:0:1, 6+0:2:0:0:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:3, 2+0:0:0:0:1, 7+0:2:0:0:6, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 32+0:6:2:0:19
Cb major (7b), 1+0:0:0:0:0, 4+0:0:0:0:3, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:4, 2+0:0:0:0:1, 5+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 30+0:0:0:0:14
C# major (7#), 0+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:2:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 25+0:6:0:0:12
Ab minor (7b), 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 29+0:0:0:0:1
A# minor (7#), 0+0:0:0:0:0, 3+0:0:0:0:2, 5+0:2:0:0:5, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:2:0:0:4, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+0:2:0:0:5, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 25+0:6:0:0:20
