 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
Eb major (3b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:1:0:0, 4+0:2:0:0:3, 3+0:1:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:0:0:2, 4+0:2:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:3, 4+0:1:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 0+0:0:0:0:0, 101+0:15:1:0:69
A major (3#), 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 7+0:4:1:0:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 83+0:10:1:0:7
C minor (3b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 4+0:2:0:0:2, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 81+0:15:1:0:11
F# minor (3#), 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:2, 7+0:4:1:0:6, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:1, 5+0:2:0:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 114+0:10:1:0:51
Ab major (4b), 4+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:1:0:0, 4+0:2:0:0:4, 4+0:1:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:4, 3+0:0:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:1, 2+0:1:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:2, 4+0:1:0:0:3, 3+0:0:0:0:3, 4+0:2:0:0:4, 4+0:0:0:0:3, 4+0:1:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:4, 4+0:1:0:0:4, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 124+0:15:1:0:97
E major (4#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 7+0:4:1:0:4, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 104+0:10:1:0:10
F minor (4b), 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 3+0:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:2:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 95+0:15:1:0:16
C# minor (4#), 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 5+0:1:0:0:4, 2+0:0:0:0:2, 6+0:4:1:0:5, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:2, 5+0:2:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:2:0:0:5, 3+0:0:0:0:1, 2+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 125+0:10:1:0:77
Db major (5b), 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:1:0:1, 4+0:2:0:0:4, 4+0:1:0:0:4, 5+0:1:0:0:5, 4+0:1:0:0:4, 4+0:0:0:0:3, 3+0:1:0:0:3, 2+0:0:0:0:2, 3+0:1:0:0:2, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:3, 3+0:1:0:0:3, 2+0:0:0:0:2, 4+0:1:0:0:4, 4+0:0:0:0:3, 5+0:2:0:0:4, 5+0:0:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:4, 4+0:1:0:0:4, 1+0:0:0:0:0, 4+0:0:0:0:3, 4+0:1:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:3, 0+0:0:0:0:0, 151+0:15:1:0:122
B major (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:1, 7+0:4:1:0:5, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 5+0:2:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 132+0:10:1:0:28
Bb minor (5b), 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 3+0:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:2:0:0:3, 4+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 126+0:15:1:0:38
G# minor (5#), 3+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:3, 6+0:1:0:0:5, 3+0:0:0:0:2, 7+0:4:1:0:7, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:4, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:1:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:2:0:0:5, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:2:0:0:5, 2+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 137+0:10:1:0:104
Gb major (6b), 5+0:0:0:0:5, 5+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:4, 5+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:2:0:0:4, 5+0:1:0:0:4, 5+0:1:0:0:5, 4+0:1:0:0:4, 5+0:0:0:0:4, 4+0:1:0:0:3, 3+0:0:0:0:2, 3+0:1:0:0:3, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:4, 4+0:0:0:0:4, 5+0:0:0:0:4, 4+0:1:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:4, 5+0:0:0:0:3, 6+0:2:0:0:5, 5+0:0:0:0:5, 5+0:1:0:0:4, 4+0:0:0:0:3, 4+0:0:0:0:4, 3+0:0:0:0:3, 5+0:1:0:0:4, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:4, 4+0:1:0:0:4, 6+0:0:0:0:4, 4+0:0:0:0:4, 5+0:0:0:0:4, 1+0:0:0:0:0, 173+0:15:0:0:139
F# major (6#), 4+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 7+0:1:0:0:3, 4+0:0:0:0:2, 7+0:4:1:0:6, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:4, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:1, 163+0:10:1:0:51
Eb minor (6b), 4+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:3, 4+0:1:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 4+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:1:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 4+0:0:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 150+0:15:0:0:59
