 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, rowcost
C major (0), 0+0:0:0:0:0, 11+0:0:1:0:3, 1+0:0:0:0:0, 9+0:0:0:0:1, 6+0:0:1:0:2, 8+2:0:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:3, 6+1:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:1, 7+1:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 99+4:0:2:0:33
A minor (0), 0+0:0:0:0:0, 11+0:0:1:0:6, 1+0:0:0:0:1, 9+0:0:0:0:4, 6+0:0:1:0:4, 7+2:0:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:1, 7+1:0:0:0:2, 5+0:0:0:0:1, 7+0:0:0:0:1, 5+0:0:0:0:1, 7+1:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 102+4:0:2:0:43
A minor mel (0), 1+0:0:0:0:0, 12+0:0:1:0:6, 2+0:0:0:0:1, 10+0:0:0:0:4, 6+0:0:1:0:4, 7+2:0:0:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:1, 6+1:0:0:0:2, 6+0:0:0:0:1, 8+0:0:0:0:1, 6+0:0:0:0:1, 6+1:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:2, 107+4:0:2:0:43
C major blues (0), 1+0:0:0:0:0, 12+0:0:1:0:3, 2+0:0:0:0:0, 10+0:0:0:0:1, 6+0:0:1:0:2, 10+2:0:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:4, 4+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:0, 7+0:0:0:0:2, 6+1:0:0:0:1, 6+0:0:0:0:1, 9+0:0:0:0:3, 7+0:0:0:0:1, 7+1:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 125+4:0:2:0:32
A minor blues (0), 1+0:0:0:0:0, 12+0:0:1:0:3, 2+0:0:0:0:0, 10+0:0:0:0:1, 6+0:0:1:0:2, 10+2:0:0:0:5, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:0:0:4, 4+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:0, 7+0:0:0:0:2, 6+1:0:0:0:1, 6+0:0:0:0:1, 9+0:0:0:0:3, 7+0:0:0:0:1, 7+1:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 125+4:0:2:0:32
C dorian (0), 1+0:0:0:0:0, 12+0:0:1:0:3, 2+0:0:0:0:0, 10+0:0:0:0:1, 6+0:0:1:0:2, 8+2:0:0:0:5, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:4, 2+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:3, 5+1:0:0:0:1, 5+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:1, 6+1:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 104+4:0:2:0:33
C phrygian (0), 0+0:0:0:0:0, 10+0:0:1:0:3, 1+0:0:0:0:0, 8+0:0:0:0:1, 5+0:0:1:0:2, 9+2:0:0:0:5, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+1:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:3, 5+0:0:1:0:2, 6+1:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 95+4:0:3:0:33
C lydian (0), 1+0:0:0:0:0, 12+0:0:1:0:3, 2+0:0:0:0:0, 10+0:0:0:0:1, 6+0:0:1:0:2, 8+2:0:0:0:5, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:4, 2+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:3, 5+1:0:0:0:1, 5+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:1, 6+1:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 104+4:0:2:0:33
C mixolydian (0), 0+0:0:0:0:0, 10+0:0:1:0:3, 1+0:0:0:0:0, 8+0:0:0:0:1, 5+0:0:1:0:2, 9+2:0:0:0:5, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+1:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:3, 5+0:0:1:0:2, 6+1:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 95+4:0:3:0:33
C aeolian (0), 0+0:0:0:0:0, 11+0:0:1:0:3, 1+0:0:0:0:0, 9+0:0:0:0:1, 6+0:0:1:0:2, 8+2:0:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:3, 6+1:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:1, 7+1:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 99+4:0:2:0:33
