 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 74+0:0:3:0:5
A minor (0), 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:1:0:5, 4+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:1:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:1:0:5, 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 94+0:0:3:0:50
F major (1b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 52+0:1:3:0:4
G major (1#), 1+0:1:0:0:0, 2+0:2:0:0:0, 5+0:4:0:0:1, 2+0:2:0:0:0, 7+0:6:1:0:3, 4+0:3:0:0:0, 4+0:3:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 4+0:4:1:0:2, 2+0:2:0:0:0, 4+0:3:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:1, 4+0:3:0:0:0, 2+0:2:0:0:0, 5+0:4:0:0:1, 2+0:2:0:0:0, 7+0:6:1:0:3, 4+0:3:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 89+0:72:3:0:12
D minor (1b), 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 74+0:1:3:0:28
E minor (1#), 1+0:0:0:0:0, 3+0:2:0:0:2, 5+0:4:0:0:4, 2+0:2:0:0:2, 7+0:6:1:0:6, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:1:0:0:1, 5+0:3:0:0:3, 2+0:2:0:0:2, 3+0:2:0:0:2, 4+0:3:0:0:3, 4+0:4:1:0:4, 2+0:2:0:0:2, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:2:0:0:2, 5+0:3:0:0:3, 3+0:2:0:0:2, 5+0:4:0:0:4, 2+0:2:0:0:2, 7+0:6:1:0:6, 5+0:3:0:0:3, 5+0:3:0:0:3, 2+0:2:0:0:2, 5+0:3:0:0:3, 101+0:70:3:0:70
Bb major (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 33+0:1:3:0:2
D major (2#), 1+0:1:0:0:0, 3+0:2:0:0:0, 6+0:4:0:0:2, 3+0:2:0:0:1, 7+0:6:1:0:4, 5+0:3:0:0:1, 5+0:3:0:0:1, 3+0:1:0:0:0, 5+0:3:0:0:1, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:4:1:0:2, 3+0:2:0:0:1, 5+0:3:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:0, 6+0:4:0:0:2, 3+0:2:0:0:1, 7+0:6:1:0:4, 5+0:3:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:0, 5+0:3:0:0:1, 111+0:72:3:0:28
G minor (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 48+0:0:3:0:12
B minor (2#), 0+0:0:0:0:0, 3+0:2:0:0:2, 6+0:4:0:0:5, 3+0:2:0:0:2, 7+0:6:1:0:7, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:1:0:0:2, 5+0:3:0:0:4, 3+0:2:0:0:2, 4+0:2:0:0:3, 4+0:3:0:0:4, 4+0:4:1:0:4, 3+0:2:0:0:2, 5+0:2:0:0:3, 2+0:0:0:0:0, 4+0:1:0:0:2, 4+0:2:0:0:3, 5+0:3:0:0:4, 3+0:2:0:0:2, 6+0:4:0:0:5, 3+0:2:0:0:2, 7+0:6:1:0:7, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:2:0:0:2, 5+0:3:0:0:4, 112+0:70:3:0:87
Eb major (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 19+0:1:3:0:4
A major (3#), 2+0:1:0:0:0, 4+0:2:0:0:1, 7+0:4:0:0:3, 4+0:2:0:0:2, 7+0:6:1:0:5, 6+0:3:0:0:2, 5+0:3:0:0:2, 4+0:1:0:0:0, 6+0:3:0:0:2, 4+0:2:0:0:1, 5+0:2:0:0:1, 4+0:3:0:0:2, 5+0:4:1:0:3, 4+0:2:0:0:2, 6+0:3:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:2, 4+0:2:0:0:1, 7+0:4:0:0:3, 4+0:2:0:0:2, 7+0:6:1:0:5, 6+0:3:0:0:2, 5+0:3:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:2, 131+0:72:3:0:50
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 41+0:1:3:0:5
