 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0), 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:1:0:2, 224+0:0:18:12:123
A minor (0), 5+0:0:1:0:2, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 5+0:0:1:0:2, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:3, 1+0:0:0:0:0, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 5+0:0:1:0:2, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 4+0:0:1:0:3, 195+0:0:18:12:49
A minor mel (0), 4+0:0:1:0:2, 5+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 4+0:0:1:0:2, 5+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:3, 0+0:0:0:0:0, 7+0:0:1:1:3, 8+0:0:0:1:2, 8+0:0:0:1:2, 8+0:0:0:1:2, 4+0:0:1:0:2, 5+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 6+0:0:1:0:1, 4+0:0:1:0:3, 176+0:0:18:12:49
C major blues (0), 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:1:0:1, 2+0:0:0:0:0, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:0:3, 4+0:0:1:0:2, 262+0:0:21:12:123
A minor blues (0), 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:1:0:1, 2+0:0:0:0:0, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:0:3, 4+0:0:1:0:2, 262+0:0:21:12:123
C dorian (0), 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 3+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 7+0:0:1:0:3, 4+0:0:1:0:2, 205+0:0:18:12:123
C phrygian (0), 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:0:3, 3+0:0:1:0:2, 247+0:0:21:12:123
C lydian (0), 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 3+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 7+0:0:1:0:3, 4+0:0:1:0:2, 205+0:0:18:12:123
C mixolydian (0), 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:0:3, 3+0:0:1:0:2, 247+0:0:21:12:123
C aeolian (0), 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 6+0:0:1:0:4, 7+0:0:1:0:3, 7+0:0:1:0:3, 7+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:1:0:2, 224+0:0:18:12:123
C locrian (0), 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:1:0:1, 2+0:0:0:0:0, 10+0:0:1:1:6, 10+0:0:1:1:6, 11+0:0:0:1:5, 11+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:0:3, 3+0:0:1:0:2, 259+0:0:21:12:123
F major (1b), 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 9+0:0:1:1:6, 9+0:0:1:1:6, 10+0:0:0:1:5, 10+0:0:0:1:5, 7+0:0:1:0:4, 8+0:0:1:0:3, 8+0:0:1:0:3, 8+0:0:1:0:3, 9+0:0:1:0:3, 3+0:0:1:0:2, 247+0:0:21:12:123
G major (1#), 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 3+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 5+0:0:1:0:1, 0+0:0:0:0:0, 8+0:0:1:1:6, 9+0:0:0:1:6, 9+0:0:0:1:5, 9+0:0:0:1:5, 5+0:0:1:0:4, 6+0:0:1:0:3, 6+0:0:1:0:3, 6+0:0:1:0:3, 7+0:0:1:0:3, 4+0:0:1:0:2, 205+0:0:18:12:123
D minor (1b), 6+0:4:1:0:2, 7+0:3:1:0:1, 7+0:3:1:0:1, 7+0:3:1:0:1, 8+0:6:1:1:4, 8+0:6:1:1:4, 9+0:6:0:1:3, 9+0:6:0:1:3, 8+0:6:1:1:4, 8+0:6:1:1:4, 9+0:6:0:1:3, 9+0:6:0:1:3, 6+0:4:1:0:2, 7+0:3:1:0:1, 7+0:3:1:0:1, 7+0:3:1:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 2+0:2:0:0:1, 3+0:3:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 4+0:0:1:0:3, 2+0:1:0:0:0, 8+0:6:1:1:4, 8+0:6:1:1:4, 9+0:6:0:1:3, 9+0:6:0:1:3, 6+0:4:1:0:2, 7+0:3:1:0:1, 7+0:3:1:0:1, 7+0:3:1:0:1, 8+0:3:1:0:1, 4+0:0:1:0:3, 219+0:131:21:12:70
E minor (1#), 6+0:0:1:0:1, 7+0:0:1:0:1, 7+0:0:1:0:1, 7+0:1:1:0:2, 7+0:0:1:1:2, 8+0:0:0:1:1, 8+0:0:0:1:1, 8+0:0:0:1:1, 7+0:0:1:1:2, 8+0:0:0:1:1, 8+0:0:0:1:1, 8+0:0:0:1:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 7+0:0:1:0:1, 7+0:1:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:1:0:3, 1+0:0:0:0:0, 7+0:0:1:1:2, 8+0:0:0:1:1, 8+0:0:0:1:1, 8+0:0:0:1:1, 6+0:0:1:0:1, 7+0:0:1:0:1, 7+0:0:1:0:1, 7+0:1:1:0:2, 8+0:0:1:0:1, 4+0:4:1:0:4, 201+0:10:18:12:38
D minor mel (1b), 5+0:4:1:0:2, 6+0:3:1:0:1, 6+0:3:1:0:1, 6+0:3:1:0:1, 7+0:6:1:1:4, 8+0:5:0:1:3, 8+0:6:0:1:3, 8+0:6:0:1:3, 7+0:6:1:1:4, 8+0:5:0:1:3, 8+0:6:0:1:3, 8+0:6:0:1:3, 5+0:4:1:0:2, 6+0:3:1:0:1, 6+0:3:1:0:1, 6+0:3:1:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 2+0:2:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 2+0:2:0:0:1, 4+0:0:1:0:3, 2+0:1:0:0:0, 7+0:6:1:1:4, 8+0:5:0:1:3, 8+0:6:0:1:3, 8+0:6:0:1:3, 5+0:4:1:0:2, 6+0:3:1:0:1, 6+0:3:1:0:1, 6+0:3:1:0:1, 7+0:3:1:0:1, 5+0:0:1:0:3, 196+0:128:18:12:67
E minor mel (1#), 5+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:1:1:0:2, 6+0:0:1:1:2, 7+0:0:0:1:1, 7+0:0:0:1:1, 7+0:0:0:1:1, 6+0:0:1:1:2, 7+0:0:0:1:1, 7+0:0:0:1:1, 7+0:0:0:1:1, 5+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:1:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:1:0:3, 2+0:0:0:0:0, 6+0:0:1:1:2, 7+0:0:0:1:1, 7+0:0:0:1:1, 7+0:0:0:1:1, 5+0:0:1:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 6+0:1:1:0:2, 7+0:0:1:0:1, 5+0:4:1:0:4, 173+0:10:18:12:38
F major blues (1b), 8+0:5:1:0:5, 8+0:5:1:0:5, 9+0:4:1:0:4, 9+0:4:1:0:4, 10+0:7:1:1:6, 10+0:7:1:1:6, 11+0:6:0:1:5, 11+0:7:0:1:6, 10+0:7:1:1:6, 10+0:7:1:1:6, 11+0:6:0:1:5, 11+0:7:0:1:6, 8+0:5:1:0:5, 8+0:5:1:0:5, 9+0:4:1:0:4, 9+0:4:1:0:4, 5+0:3:0:0:3, 5+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 4+0:2:0:0:2, 4+0:0:1:0:1, 3+0:1:0:0:1, 10+0:7:1:1:6, 10+0:7:1:1:6, 11+0:6:0:1:5, 11+0:7:0:1:6, 8+0:5:1:0:5, 8+0:5:1:0:5, 9+0:4:1:0:4, 9+0:4:1:0:4, 9+0:6:1:0:6, 4+0:0:1:0:1, 277+0:160:21:12:150
