 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+1:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+1:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 75+2:0:2:0:5
A minor (0), 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 4+1:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:1:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 4+1:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:1:0:3, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 101+2:0:2:0:46
F major (1b), 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+1:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+1:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 56+2:4:2:0:6
G major (1#), 2+0:2:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:0, 2+1:1:0:0:1, 2+0:2:0:0:0, 3+0:3:0:0:0, 3+0:2:0:0:1, 1+0:1:0:0:0, 3+0:2:0:0:0, 5+0:4:1:0:2, 2+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:0, 2+1:1:0:0:1, 2+0:2:0:0:0, 3+0:3:0:0:0, 3+0:2:0:0:1, 1+0:1:0:0:0, 3+0:2:0:0:0, 5+0:4:1:0:2, 5+0:4:0:0:1, 3+0:2:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:0, 92+2:70:2:0:12
D minor (1b), 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+1:2:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+1:2:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:3, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 81+2:4:2:0:27
E minor (1#), 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:2:0:0:2, 3+1:1:0:0:1, 3+0:2:0:0:2, 3+0:3:0:0:3, 3+0:2:0:0:2, 1+0:1:0:0:1, 3+0:2:0:0:2, 5+0:3:1:0:3, 3+0:2:0:0:2, 3+0:1:0:0:1, 3+0:2:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:2, 4+0:2:0:0:2, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:2:0:0:2, 3+1:1:0:0:1, 3+0:2:0:0:2, 3+0:3:0:0:3, 3+0:2:0:0:2, 1+0:1:0:0:1, 3+0:2:0:0:2, 5+0:3:1:0:3, 6+0:4:0:0:4, 3+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 3+0:2:0:0:2, 5+0:3:0:0:3, 108+2:67:2:0:67
Bb major (2b), 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+1:2:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+1:2:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 38+2:4:2:0:8
D major (2#), 3+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 3+1:1:0:0:1, 2+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:1, 5+0:4:1:0:3, 2+0:2:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 3+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 3+1:1:0:0:1, 2+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:1, 5+0:4:1:0:3, 6+0:4:0:0:2, 4+0:2:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:0, 5+0:3:0:0:1, 117+2:70:2:0:27
G minor (2b), 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+1:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+1:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 55+2:2:2:0:12
B minor (2#), 3+0:2:0:0:2, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+1:1:0:0:1, 2+0:2:0:0:2, 4+0:3:0:0:3, 3+0:2:0:0:3, 2+0:1:0:0:1, 4+0:2:0:0:3, 5+0:3:1:0:4, 2+0:2:0:0:2, 3+0:1:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:3, 4+0:2:0:0:3, 4+0:2:0:0:3, 3+0:2:0:0:2, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+1:1:0:0:1, 2+0:2:0:0:2, 4+0:3:0:0:3, 3+0:2:0:0:3, 2+0:1:0:0:1, 4+0:2:0:0:3, 5+0:3:1:0:4, 6+0:4:0:0:5, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 3+0:2:0:0:2, 5+0:3:0:0:4, 120+2:67:2:0:86
