 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 9+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:1:0:1, 60+0:0:2:0:11
A minor (0), 3+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:0:0:3, 3+0:0:0:0:0, 10+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:1:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+0:0:1:0:4, 74+0:0:2:0:30
F major (1b), 4+0:0:0:0:0, 1+0:1:0:0:1, 5+0:1:0:0:1, 3+0:1:0:0:1, 8+0:2:0:0:2, 2+0:1:0:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:1:0:1, 54+0:12:2:0:14
G major (1#), 4+0:3:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 10+0:4:0:0:0, 1+0:0:0:0:0, 4+0:3:1:0:2, 3+0:2:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:3:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:3:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 7+0:5:1:0:2, 73+0:42:2:0:14
D minor (1b), 5+0:0:0:0:1, 2+0:1:0:0:0, 6+0:1:0:0:2, 4+0:1:0:0:0, 7+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:3, 70+0:10:2:0:20
E minor (1#), 5+0:3:0:0:3, 2+0:1:0:0:1, 5+0:3:0:0:3, 2+0:0:0:0:0, 11+0:4:0:0:4, 2+0:0:0:0:0, 5+0:3:1:0:3, 3+0:2:0:0:2, 3+0:1:0:0:1, 5+0:4:0:0:4, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:3:0:0:3, 4+0:2:0:0:2, 3+0:1:0:0:1, 5+0:4:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 7+0:5:1:0:5, 93+0:42:2:0:42
Bb major (2b), 4+0:0:1:0:2, 2+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:2, 9+0:2:0:0:3, 3+0:1:0:0:2, 3+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:3, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 61+0:12:3:0:20
D major (2#), 5+0:3:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:2, 2+0:0:0:0:0, 9+0:4:0:0:1, 0+0:0:0:0:0, 5+0:3:1:0:3, 4+0:2:0:0:0, 3+0:1:0:0:0, 6+0:4:0:0:2, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:3:0:0:2, 4+0:2:0:0:0, 3+0:1:0:0:0, 6+0:4:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:3:0:0:2, 3+0:1:0:0:0, 2+0:0:0:0:0, 7+0:5:1:0:3, 89+0:42:2:0:20
G minor (2b), 5+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 10+0:1:0:0:0, 3+0:1:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 74+0:7:3:0:15
B minor (2#), 6+0:3:0:0:4, 3+0:1:0:0:1, 6+0:3:0:0:4, 2+0:0:0:0:1, 10+0:4:0:0:6, 1+0:0:0:0:0, 6+0:3:1:0:4, 5+0:2:0:0:3, 4+0:1:0:0:2, 6+0:4:0:0:5, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:3:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:2, 6+0:4:0:0:5, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:3:0:0:3, 4+0:1:0:0:2, 3+0:0:0:0:1, 7+0:5:1:0:6, 109+0:42:2:0:62
