 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, rowcost
C major (0), 0+0:0:0:0:0, 7+0:0:1:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 7+2:0:1:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 57+2:0:10:6:18
A minor (0), 0+0:0:0:0:0, 7+0:0:1:2:4, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 7+2:0:1:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:4, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 79+2:0:10:6:31
F major (1b), 1+0:0:0:0:0, 7+0:0:1:2:3, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 8+1:2:2:1:4, 1+0:1:0:0:1, 0+0:0:0:0:0, 5+0:0:2:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 1+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 6+0:0:2:1:3, 1+0:1:0:0:1, 0+0:0:0:0:0, 5+0:0:2:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 60+1:7:11:6:23
G major (1#), 0+0:0:0:0:0, 7+0:6:1:2:3, 2+0:1:0:0:0, 3+0:2:0:0:0, 0+0:0:0:0:0, 6+2:4:1:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:3, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 5+0:2:1:0:1, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:5:2:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:3, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 5+0:2:1:0:1, 1+0:0:0:0:0, 4+0:3:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 77+2:43:10:6:16
D minor (1b), 2+0:0:0:0:0, 7+0:0:1:2:4, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 8+1:2:2:1:4, 2+0:1:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:2:1:4, 2+0:1:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 82+1:5:11:6:30
E minor (1#), 1+0:0:0:0:0, 7+0:6:1:2:4, 3+0:1:0:0:1, 4+0:2:0:0:2, 1+0:0:0:0:0, 7+2:4:1:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 6+0:2:1:0:2, 2+0:0:0:0:0, 3+0:2:0:0:2, 4+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:2:1:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 6+0:2:1:0:2, 2+0:0:0:0:0, 4+0:3:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 109+2:43:10:6:37
Bb major (2b), 2+0:0:0:0:1, 7+0:0:1:2:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 8+1:2:2:1:3, 2+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:2:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:2:1:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 5+0:0:2:1:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 87+1:7:11:6:24
D major (2#), 1+0:0:0:0:0, 7+0:6:1:2:4, 3+0:1:0:0:0, 4+0:2:0:0:1, 1+0:0:0:0:0, 7+1:4:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 4+0:2:0:0:1, 3+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 5+0:3:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 100+1:43:11:6:30
G minor (2b), 2+0:0:0:0:0, 7+0:0:1:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+1:1:2:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:2:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:2:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:2:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 107+1:3:11:6:17
B minor (2#), 2+0:0:0:0:0, 7+0:6:1:2:4, 4+0:1:0:0:2, 5+0:2:0:0:3, 2+0:0:0:0:0, 8+1:4:2:1:5, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 5+0:2:1:0:3, 3+0:0:0:0:1, 4+0:2:0:0:3, 3+0:2:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 7+0:5:2:1:5, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 5+0:2:1:0:3, 3+0:0:0:0:1, 5+0:3:0:0:4, 3+0:1:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 118+1:43:11:6:63
