 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 4+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 7+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+1:0:1:1:3, 0+0:0:0:0:0, 65+1:0:2:1:13
A minor (0), 5+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:3, 4+0:0:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:2, 8+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+1:0:1:1:4, 0+0:0:0:0:0, 81+1:0:2:1:32
F major (1b), 3+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:1:0:0:1, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 3+0:0:1:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:0:0:0:0, 1+0:1:0:0:1, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 5+1:0:1:1:2, 0+0:0:0:0:0, 52+1:9:2:1:12
G major (1#), 5+0:3:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:4:1:0:3, 1+0:0:0:0:0, 4+0:3:0:0:1, 5+0:4:0:0:1, 6+0:5:0:0:2, 6+0:3:0:0:1, 8+0:5:0:0:2, 5+0:4:0:0:1, 6+0:5:0:0:2, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 5+0:2:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+1:6:1:1:4, 1+0:0:0:0:0, 81+1:50:2:1:18
D minor (1b), 4+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:1:0:3, 1+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:1:0:0:2, 7+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 5+1:0:1:1:4, 1+0:0:0:0:0, 70+1:7:2:1:25
E minor (1#), 5+0:3:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 6+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:1:0:4, 2+0:0:0:0:0, 4+0:3:0:0:3, 5+0:4:0:0:4, 6+0:5:0:0:5, 6+0:3:0:0:3, 8+0:5:0:0:5, 5+0:4:0:0:4, 6+0:5:0:0:5, 3+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 6+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+1:6:1:1:5, 1+0:0:0:0:0, 98+1:48:2:1:47
Bb major (2b), 2+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:1, 1+0:1:0:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:1, 1+0:1:0:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 5+1:0:1:1:2, 1+0:0:0:0:0, 56+1:9:2:1:15
D major (2#), 6+0:3:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 6+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:4:1:0:3, 2+0:0:0:0:0, 5+0:3:0:0:2, 6+0:4:0:0:2, 7+0:5:0:0:3, 7+0:3:0:0:2, 9+0:5:0:0:3, 6+0:4:0:0:2, 7+0:5:0:0:3, 3+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 6+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+1:6:1:1:4, 2+0:0:0:0:0, 99+1:48:2:1:25
G minor (2b), 3+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:3, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+1:0:1:1:4, 2+0:0:0:0:0, 72+1:4:2:1:18
B minor (2#), 7+0:3:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:1:0:0:1, 7+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:4:1:0:4, 3+0:0:0:0:1, 6+0:3:0:0:4, 6+0:4:0:0:5, 7+0:5:0:0:6, 7+0:3:0:0:4, 9+0:5:0:0:6, 6+0:4:0:0:5, 7+0:5:0:0:6, 3+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:1:0:0:1, 7+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+1:6:1:1:5, 3+0:0:0:0:1, 116+1:48:2:1:67
Eb major (3b), 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:2, 2+0:1:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:1:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 3+0:0:0:0:2, 2+0:1:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:2, 5+1:0:1:1:1, 2+0:0:0:0:1, 67+1:9:2:1:24
A major (3#), 7+0:3:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 7+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:1:0:3, 3+0:0:0:0:0, 5+0:3:0:0:3, 6+0:4:0:0:3, 7+0:5:0:0:4, 8+0:3:0:0:2, 10+0:5:0:0:4, 6+0:4:0:0:3, 7+0:5:0:0:4, 4+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 7+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+1:6:1:1:4, 2+0:0:0:0:0, 115+1:48:2:1:32
C minor (3b), 4+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 6+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:0, 6+1:0:1:1:3, 2+0:0:0:0:0, 80+1:9:2:1:13
F# minor (3#), 7+0:3:0:0:5, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:1:0:0:1, 8+0:1:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:1, 5+0:4:1:0:4, 4+0:0:0:0:2, 6+0:3:0:0:5, 6+0:4:0:0:6, 7+0:5:0:0:7, 8+0:3:0:0:5, 10+0:5:0:0:6, 6+0:4:0:0:6, 7+0:5:0:0:7, 4+0:1:0:0:3, 5+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:1:0:0:1, 8+0:1:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:1, 7+1:6:1:1:5, 3+0:0:0:0:2, 125+1:48:2:1:85
Ab major (4b), 2+0:0:0:0:1, 3+0:1:0:0:2, 4+0:0:0:0:3, 3+0:1:0:0:2, 6+0:1:0:0:4, 2+0:0:0:0:1, 4+0:1:0:0:3, 4+0:0:1:0:0, 3+0:0:0:0:2, 5+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:0:0:2, 4+0:0:0:0:3, 3+0:1:0:0:2, 6+0:1:0:0:4, 2+0:0:0:0:1, 4+0:1:0:0:3, 6+1:0:1:1:1, 2+0:0:0:0:2, 77+1:9:2:1:43
