 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
C locrian (0), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
F major (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 23+0:0:1:0:4
G major (1#), 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 40+0:0:1:0:4
D minor (1b), 2+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 3+0:1:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:0, 23+0:1:1:0:11
E minor (1#), 4+0:3:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:4:0:0:4, 1+0:0:0:0:0, 4+0:3:0:0:3, 3+0:0:0:0:0, 6+0:5:1:0:5, 3+0:1:0:0:1, 4+0:3:0:0:3, 3+0:2:0:0:2, 40+0:21:1:0:21
D minor mel (1b), 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:2, 4+0:1:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:0, 34+0:1:1:0:11
E minor mel (1#), 4+0:3:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:4:0:0:4, 2+0:0:0:0:0, 4+0:3:0:0:3, 2+0:0:0:0:0, 6+0:5:1:0:5, 4+0:1:0:0:1, 4+0:3:0:0:3, 4+0:2:0:0:2, 40+0:21:1:0:21
F major blues (1b), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 36+0:1:1:0:2
G major blues (1#), 4+0:2:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 6+0:4:1:0:3, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 45+0:17:1:0:8
D minor blues (1b), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 36+0:1:1:0:2
E minor blues (1#), 4+0:2:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:3:0:0:2, 4+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 6+0:4:1:0:3, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 45+0:17:1:0:8
F dorian (1b), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 34+0:0:1:0:4
G dorian (1#), 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 40+0:28:1:0:8
F phrygian (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
G phrygian (1#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 34+0:0:1:0:4
F lydian (1b), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 34+0:0:1:0:4
G lydian (1#), 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 40+0:28:1:0:8
F mixolydian (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
G mixolydian (1#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 34+0:0:1:0:4
F aeolian (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 23+0:0:1:0:4
G aeolian (1#), 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 40+0:0:1:0:4
F locrian (1b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 16+0:1:1:0:2
G locrian (1#), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 23+0:0:1:0:4
Bb major (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
D major (2#), 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 40+0:28:1:0:8
G minor (2b), 3+0:0:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:0:0:0, 4+0:0:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 23+0:4:1:0:8
B minor (2#), 4+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:4:0:0:4, 2+0:0:0:0:0, 4+0:3:0:0:4, 2+0:0:0:0:1, 6+0:5:1:0:5, 4+0:1:0:0:2, 4+0:3:0:0:4, 5+0:2:0:0:3, 37+0:21:1:0:28
G minor mel (2b), 3+0:0:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 29+0:4:1:0:8
B minor mel (2#), 4+0:3:0:0:4, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:4:0:0:4, 2+0:0:0:0:0, 4+0:3:0:0:4, 2+0:0:0:0:1, 6+0:5:1:0:5, 4+0:1:0:0:2, 4+0:3:0:0:4, 6+0:2:0:0:3, 38+0:21:1:0:28
Bb major blues (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 27+0:0:1:0:1
D major blues (2#), 4+0:3:0:0:2, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:2, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 5+0:2:0:0:0, 46+0:28:1:0:11
G minor blues (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 27+0:0:1:0:1
B minor blues (2#), 4+0:3:0:0:2, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:2, 4+0:2:0:0:0, 4+0:3:0:0:2, 4+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 5+0:2:0:0:0, 46+0:28:1:0:11
Bb dorian (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 23+0:0:1:0:4
D dorian (2#), 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:2, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 5+0:2:0:0:0, 41+0:28:1:0:11
Bb phrygian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 16+0:1:1:0:2
D phrygian (2#), 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 40+0:0:1:0:4
Bb lydian (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 23+0:0:1:0:4
D lydian (2#), 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:2, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 5+0:2:0:0:0, 41+0:28:1:0:11
Bb mixolydian (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 16+0:1:1:0:2
D mixolydian (2#), 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 40+0:0:1:0:4
Bb aeolian (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
D aeolian (2#), 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 40+0:28:1:0:8
Bb locrian (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 9+0:0:1:0:1
D locrian (2#), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 34+0:0:1:0:4
Eb major (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 16+0:1:1:0:2
A major (3#), 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:2, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 5+0:2:0:0:0, 41+0:28:1:0:11
C minor (3b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 27+0:2:1:0:4
F# minor (3#), 4+0:3:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:4:0:0:5, 3+0:0:0:0:1, 4+0:3:0:0:4, 2+0:0:0:0:0, 6+0:5:1:0:5, 3+0:1:0:0:3, 4+0:3:0:0:4, 5+0:2:0:0:4, 39+0:21:1:0:30
C minor mel (3b), 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 28+0:2:1:0:4
F# minor mel (3#), 4+0:3:0:0:4, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:4:0:0:5, 2+0:0:0:0:1, 4+0:3:0:0:4, 1+0:0:0:0:0, 6+0:5:1:0:5, 4+0:1:0:0:3, 4+0:3:0:0:4, 5+0:2:0:0:4, 39+0:21:1:0:30
Eb major blues (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 22+0:0:1:0:0
A major blues (3#), 4+0:3:0:0:2, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 5+0:4:0:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 4+0:1:0:0:0, 6+0:5:1:0:4, 4+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:1, 47+0:26:1:0:15
C minor blues (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 22+0:0:1:0:0
F# minor blues (3#), 4+0:3:0:0:2, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 5+0:4:0:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 4+0:1:0:0:0, 6+0:5:1:0:4, 4+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:1, 47+0:26:1:0:15
Eb dorian (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
A dorian (3#), 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:3, 2+0:1:0:0:0, 4+0:3:0:0:2, 2+0:1:0:0:0, 6+0:5:1:0:4, 4+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:1, 41+0:26:1:0:15
Eb phrygian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 9+0:0:1:0:1
A phrygian (3#), 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 40+0:28:1:0:8
Eb lydian (3b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 17+0:0:1:0:4
A lydian (3#), 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:3, 2+0:1:0:0:0, 4+0:3:0:0:2, 2+0:1:0:0:0, 6+0:5:1:0:4, 4+0:1:0:0:1, 4+0:3:0:0:2, 5+0:2:0:0:1, 41+0:26:1:0:15
Eb mixolydian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 9+0:0:1:0:1
A mixolydian (3#), 4+0:3:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:2:0:0:0, 40+0:28:1:0:8
Eb aeolian (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 16+0:1:1:0:2
A aeolian (3#), 4+0:3:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 5+0:4:0:0:2, 3+0:2:0:0:0, 4+0:3:0:0:2, 3+0:2:0:0:0, 6+0:5:1:0:3, 3+0:1:0:0:0, 4+0:3:0:0:2, 5+0:2:0:0:0, 41+0:28:1:0:11
Eb locrian (3b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:1:0:0
A locrian (3#), 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 40+0:0:1:0:4
Ab major (4b), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 9+0:0:1:0:1
