 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:1:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 54+0:0:3:3:10
A minor (0), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:1:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:1:1:3, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 76+0:0:3:3:15
F major (1b), 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:1:0:0:1, 5+0:0:1:1:2, 0+0:0:0:0:0, 1+0:1:0:0:1, 2+0:1:0:0:1, 5+0:4:0:1:3, 1+0:0:0:0:0, 2+0:2:0:0:2, 2+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:1:0:0:1, 5+0:0:1:1:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 6+0:3:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 66+0:26:3:3:29
G major (1#), 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 6+0:5:1:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:1:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 6+0:5:1:1:3, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 3+0:3:0:0:1, 5+0:4:0:0:1, 3+0:2:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 36+0:22:3:3:12
D minor (1b), 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:0:1:1:3, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 5+0:4:0:1:2, 1+0:0:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:0:1:1:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 6+0:3:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:1:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 77+0:25:3:3:14
E minor (1#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 6+0:5:1:1:4, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:1:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 6+0:5:1:1:4, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+0:3:0:0:3, 5+0:4:0:0:4, 4+0:2:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 54+0:22:3:3:22
Bb major (2b), 2+0:1:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:2, 5+0:0:1:1:2, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:2, 5+0:4:0:1:4, 2+0:0:0:0:1, 3+0:2:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:1:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:2, 5+0:0:1:1:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:1:0:0:2, 6+0:3:1:0:4, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 2+0:1:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 80+0:26:3:3:47
D major (2#), 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 6+0:5:1:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 6+0:5:1:1:3, 1+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 4+0:0:1:0:2, 4+0:3:0:0:1, 5+0:4:0:0:2, 3+0:2:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 47+0:22:3:3:14
G minor (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:1:2, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:1:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 62+0:7:3:3:12
B minor (2#), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 6+0:5:1:1:4, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:1:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 6+0:5:1:1:4, 2+0:0:0:0:0, 4+0:1:0:0:2, 0+0:0:0:0:0, 5+0:0:1:0:0, 4+0:3:0:0:3, 5+0:4:0:0:5, 4+0:2:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 65+0:22:3:3:24
