 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 79+0:0:2:0:7
A minor (0), 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 6+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:2, 6+0:0:1:0:5, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:1:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:1, 100+0:0:2:0:45
F major (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 7+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:1:0:0:1, 2+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 63+0:8:2:0:10
G major (1#), 2+0:2:0:0:0, 2+0:1:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:0, 5+0:4:0:0:1, 3+0:3:0:0:1, 4+0:4:0:0:2, 3+0:3:0:0:1, 3+0:3:0:0:1, 2+0:1:0:0:0, 5+0:2:0:0:1, 2+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:0, 7+0:6:1:0:3, 3+0:2:0:0:1, 3+0:2:0:0:0, 4+0:3:1:0:2, 4+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 4+0:2:0:0:0, 93+0:67:2:0:13
D minor (1b), 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:4, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 83+0:8:2:0:25
E minor (1#), 3+0:2:0:0:2, 3+0:1:0:0:1, 3+0:2:0:0:2, 2+0:1:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:1, 4+0:1:0:0:1, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:3:0:0:3, 4+0:4:0:0:4, 3+0:3:0:0:3, 3+0:3:0:0:3, 3+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 3+0:2:0:0:2, 3+0:1:0:0:1, 3+0:2:0:0:2, 2+0:1:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:1, 4+0:1:0:0:1, 5+0:3:0:0:3, 7+0:6:1:0:6, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:3:1:0:3, 5+0:2:0:0:2, 3+0:2:0:0:2, 5+0:3:0:0:3, 5+0:2:0:0:2, 113+0:66:2:0:66
Bb major (2b), 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:2:0:0:3, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:1, 1+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 42+0:8:2:0:14
D major (2#), 3+0:2:0:0:0, 2+0:1:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:1, 5+0:4:0:0:2, 3+0:3:0:0:1, 4+0:4:0:0:2, 4+0:3:0:0:2, 4+0:3:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:1, 7+0:6:1:0:4, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:3:1:0:3, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:1, 5+0:2:0:0:0, 113+0:67:2:0:25
G minor (2b), 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:3, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 56+0:1:2:0:13
B minor (2#), 3+0:2:0:0:2, 2+0:1:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:2, 5+0:3:0:0:4, 5+0:3:0:0:4, 3+0:3:0:0:3, 4+0:4:0:0:4, 4+0:3:0:0:3, 4+0:3:0:0:3, 4+0:1:0:0:2, 6+0:2:0:0:3, 3+0:1:0:0:2, 3+0:2:0:0:2, 2+0:1:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:2, 5+0:3:0:0:4, 7+0:6:1:0:7, 4+0:2:0:0:3, 4+0:2:0:0:3, 4+0:3:1:0:4, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 5+0:2:0:0:3, 125+0:66:2:0:86
