 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C major (0), 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+1:0:1:0:1, 1+0:0:0:0:0, 6+2:0:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 49+4:0:5:0:8
A minor (0), 3+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 5+1:0:0:0:3, 2+0:0:0:0:0, 4+0:0:1:0:2, 4+1:0:1:0:3, 2+0:0:0:0:0, 5+2:0:0:0:2, 3+0:0:0:0:2, 6+0:0:1:0:3, 4+0:0:0:0:2, 8+0:0:2:0:6, 61+4:0:5:0:32
A minor mel (0), 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+1:0:0:0:3, 1+0:0:0:0:0, 3+0:0:1:0:2, 5+1:0:1:0:3, 3+0:0:0:0:0, 6+2:0:0:0:2, 4+0:0:0:0:2, 7+0:0:1:0:3, 5+0:0:0:0:2, 9+0:0:2:0:6, 68+4:0:5:0:32
C major blues (0), 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:1, 6+1:0:1:0:1, 3+0:0:0:0:0, 7+2:0:0:0:1, 4+0:0:0:0:0, 7+0:0:1:0:1, 4+0:0:0:0:0, 8+0:0:2:0:3, 68+4:0:5:0:8
A minor blues (0), 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:1, 6+1:0:1:0:1, 3+0:0:0:0:0, 7+2:0:0:0:1, 4+0:0:0:0:0, 7+0:0:1:0:1, 4+0:0:0:0:0, 8+0:0:2:0:3, 68+4:0:5:0:8
C dorian (0), 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+1:0:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 7+2:0:0:0:1, 4+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:0, 8+0:0:2:0:3, 56+4:0:5:0:8
C phrygian (0), 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+1:0:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+1:0:1:0:1, 0+0:0:0:0:0, 5+2:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 6+0:0:2:0:3, 45+4:0:5:0:8
C lydian (0), 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+1:0:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 7+2:0:0:0:1, 4+0:0:0:0:0, 6+0:0:1:0:1, 4+0:0:0:0:0, 8+0:0:2:0:3, 56+4:0:5:0:8
C mixolydian (0), 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+1:0:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+1:0:1:0:1, 0+0:0:0:0:0, 5+2:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 6+0:0:2:0:3, 45+4:0:5:0:8
C aeolian (0), 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+1:0:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+1:0:1:0:1, 1+0:0:0:0:0, 6+2:0:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:1, 3+0:0:0:0:0, 7+0:0:2:0:3, 49+4:0:5:0:8
